"","Year","Haul","Haul_rate","Lat_Start","Long_Start","Tow_dist_km","Tow_minutes"
"84",1999,12,NA,64.0053333333333,-162.695166666667,1.852,30
"85",1999,13,NA,64.0073333333333,-162.326333333333,1.852,30
"86",1999,14,NA,64.1706666666667,-162.312166666667,2.0372,30
"87",1999,15,NA,64.3366666666667,-162.2845,2.5928,30
"88",1999,16,NA,64.4988333333333,-162.264666666667,2.4076,30
"89",1999,17,NA,64.5038333333333,-165.747,1.6668,30
"90",1999,18,NA,64.3348333333333,-166.1065,1.4816,30
"91",1999,19,NA,64.3341666666667,-166.513333333333,2.4076,30
"92",1999,20,NA,64.1705,-166.495166666667,1.6668,30
"93",1999,21,NA,64.1686666666667,-166.114,1.852,30
"94",1999,22,NA,64.1666666666667,-165.728833333333,2.0372,30
"95",1999,23,NA,64.338,-165.749,1.852,30
"96",1999,24,NA,64.3388333333333,-465.351166666667,2.2224,30
"97",1999,25,"r",64.338,-165.322833333333,2.2224,30
"98",1999,26,NA,64.1676666666667,-165.343666666667,1.852,30
"99",1999,27,NA,64.3308333333333,-164.966,2.2224,30
"100",1999,28,NA,64.3346666666667,-164.972,1.6668,30
"101",1999,29,"d",64.3411666666667,-164.975166666667,1.2964,30
"102",1999,30,"r",64.3298333333333,-164.975833333333,1.4816,30
"103",1999,31,NA,64.3371666666667,-164.581333333333,1.852,30
"104",1999,32,"r",64.3413333333333,-164.6015,2.2224,30
"105",1999,33,NA,64.1776666666667,-164.5675,1.852,30
"106",1999,34,NA,64.174,-164.190333333333,2.2224,30
"107",1999,35,NA,64.3346666666667,-164.196833333333,1.852,30
"108",1999,36,NA,64.502,-164.199833333333,2.2224,30
"109",1999,37,NA,64.5016666666667,-163.808,2.0372,30
"110",1999,38,NA,64.3363333333333,-163.822166666667,2.0372,30
"111",1999,39,NA,64.17,-163.826166666667,1.852,30
"112",1999,40,NA,64.3336666666667,-163.443,1.6668,30
"113",1999,41,NA,64.1676666666667,-163.430166666667,2.0372,30
"114",1999,42,"r",64.1788333333333,-163.4225,1.852,30
"115",1999,43,"r",64.1613333333333,-163.420833333333,2.0372,30
"116",1999,44,NA,64.1733333333333,-163.076333333333,1.6668,30
"117",1999,45,"r",64.1648333333333,-163.249,1.852,30
"118",1999,46,NA,64.1715,-162.704666666667,1.4816,30
"119",1999,47,"r",64.164,-162.697,1.6668,30
"120",1999,48,NA,63.834,-163.0775,2.2224,30
"121",1999,49,"r",63.826,-163.092,2.2224,30
"122",1999,50,NA,63.8311666666667,-162.708,2.0372,30
"123",1999,51,NA,63.8371666666667,-163.455,2.4076,30
"124",1999,52,NA,63.8363333333333,-163.837166666667,2.0372,30
"125",1999,53,NA,63.8315,-164.207333333333,2.4076,30
"126",1999,54,NA,63.8395,-164.544,2.2224,30
"127",1999,55,NA,63.836,-164.9765,2.4076,30
"128",1999,56,NA,63.8396666666667,-165.347166666667,1.852,30
"129",1999,57,NA,63.8356666666667,-165.724333333333,1.6668,30
"130",1999,58,NA,63.836,-166.106333333333,1.4816,30
"131",1999,59,NA,63.8458333333333,-166.463,1.4816,30
"132",1999,60,NA,64.004,-166.868666666667,1.6668,30
"133",1999,61,"d",64.1705,-166.8655,1.6668,30
"134",1999,62,"d",63.6731666666667,-164.9595,0.926,14
"135",1999,63,"d",63.6895,-164.956833333333,1.1112,18
"136",1999,64,NA,63.6723333333333,-164.597333333333,2.2224,30
"137",2002,1,NA,64.334,-165.341166666667,1.852,19
"138",2002,2,"r",64.3231666666667,-165.2855,1.852,20
"139",2002,3,NA,64.3348333333333,-164.969833333333,1.852,19
"140",2002,4,"r",64.3278333333333,-164.943666666667,1.852,19
"141",2002,5,NA,64.341,-164.6125,1.852,19
"142",2002,6,NA,64.3363333333333,-164.193666666667,1.852,19
"143",2002,7,NA,64.5085,-164.166333333333,1.852,19
"144",2002,8,NA,64.502,-163.791166666667,1.852,19
"145",2002,9,NA,64.3373333333333,-163.7945,1.852,20
"146",2002,10,NA,64.3293333333333,-163.445166666667,1.852,19
"147",2002,11,"d",64.4858333333333,-162.271666666667,0.926,10
"148",2002,12,NA,64.494,-162.263833333333,1.852,20
"149",2002,13,NA,64.335,-162.286166666667,1.852,18
"150",2002,14,NA,64.1703333333333,-162.320166666667,1.852,19
"151",2002,15,NA,64.0018333333333,-162.333833333333,1.852,19
"152",2002,16,NA,63.9978333333333,-162.703333333333,1.852,20
"153",2002,17,NA,64.1665,-162.674833333333,1.852,20
"154",2002,18,NA,64.1671666666667,-163.0525,1.852,19
"155",2002,19,NA,63.9975,-163.042166666667,1.852,19
"156",2002,20,NA,64.004,-163.426333333333,1.852,20
"157",2002,21,NA,64.171,-163.388166666667,1.852,19
"158",2002,22,NA,64.1708333333333,-163.8015,1.852,20
"159",2002,23,NA,64.0126666666667,-163.827,1.852,20
"160",2002,24,NA,63.9978333333333,-164.204333333333,1.852,19
"161",2002,25,NA,64.1798333333333,-164.165333333333,1.852,20
"162",2002,26,NA,64.177,-164.523833333333,2.778,30
"163",2002,27,NA,64.003,-164.556833333333,2.778,30
"164",2002,28,"r",64.0006666666667,-164.561666666667,2.778,30
"165",2002,29,NA,63.999,-164.898333333333,2.778,30
"166",2002,30,NA,64.1525,-164.941833333333,2.778,30
"167",2002,31,NA,64.1541666666667,-165.322166666667,2.5928,30
"168",2002,32,NA,64.0193333333333,-165.233333333333,2.4076,30
"169",2002,33,NA,64.0075,-165.633833333333,2.778,30
"170",2002,34,NA,64.1435,-165.721666666667,2.5928,30
"171",2002,35,NA,64.3203333333333,-165.757666666667,2.5928,30
"172",2002,36,NA,64.4913333333333,-165.7315,2.5928,30
"173",2002,37,NA,64.3313333333333,-166.107666666667,2.5928,30
"174",2002,38,NA,64.327,-166.522,2.4076,30
"175",2002,39,NA,64.1656666666667,-166.483,2.5928,30
"176",2002,40,NA,64.1453333333333,-166.127333333333,2.5928,30
"177",2002,41,"r",64.0065,-166.085,2.5928,30
"178",2002,42,NA,63.997,-166.447,2.5928,30
"179",2002,43,NA,63.9928333333333,-166.841666666667,2.5928,30
"180",2002,44,NA,63.837,-166.467833333333,2.5928,30
"181",2002,45,NA,63.6693333333333,-166.465666666667,2.5928,30
"182",2002,46,NA,63.665,-166.113333333333,2.5928,30
"183",2002,47,NA,63.8196666666667,-166.0915,2.5928,30
"184",2002,48,NA,63.8336666666667,-165.7225,2.778,30
"185",2002,49,NA,63.6813333333333,-165.708333333333,2.778,30
"186",2002,50,NA,63.6551666666667,-165.3685,2.5928,30
"187",2002,51,NA,63.8313333333333,-165.336333333333,2.5928,30
"188",2002,52,NA,63.6773333333333,-164.9375,2.5928,30
"189",2002,53,NA,63.8291666666667,-164.987666666667,2.5928,30
"190",2002,54,NA,64.1725,-164.596666666667,2.5928,30
"191",2002,55,"r",64.181,-164.201333333333,2.5928,30
"192",2002,56,"r",64.0003333333333,-164.239,2.5928,30
"193",2002,57,"r",64.005,-163.864666666667,2.5928,30
"194",2002,58,"r",64.169,-163.834833333333,2.5928,30
"195",2002,59,"r",64.1725,-163.418833333333,2.5928,30
"196",2002,60,"r",64.0068333333333,-163.465333333333,2.5928,30
"197",2002,61,"r",63.9993333333333,-163.080166666667,2.5928,30
"198",2002,62,"r",64.1643333333333,-163.087166666667,2.5928,30
"199",2002,63,"r",64.168,-162.7145,2.778,30
"200",2002,64,"r",64.0008333333333,-162.736666666667,2.5928,30
"201",2002,65,"r",63.9995,-162.348333333333,2.778,30
"202",2002,66,"r",64.1638333333333,-162.335333333333,2.5928,30
"203",2002,67,NA,64.1713333333333,-161.939,2.5928,30
"204",2002,68,NA,64.1643333333333,-161.5505,2.5928,30
"205",2002,69,NA,63.9953333333333,-161.570333333333,2.5928,30
"206",2002,70,NA,63.8291666666667,-161.587833333333,2.4076,30
"207",2002,71,NA,63.8283333333333,-161.968333333333,2.5928,30
"208",2002,72,NA,63.9953333333333,-161.948666666667,2.5928,30
"209",2002,73,"r",64.0091666666667,-163.4065,2.5928,30
"210",2002,74,NA,63.8398333333333,-164.209666666667,2.5928,30
"211",2002,75,"r",63.8345,-164.248333333333,2.5928,30
"212",2002,76,NA,63.8356666666667,-164.581833333333,2.5928,30
"213",2006,1,NA,64.311,-166.5345,1.852,26.9
"214",2006,2,NA,64.4048333333333,-166.226166666667,1.852,26.3
"215",2006,3,NA,64.3423333333333,-165.753666666667,1.852,25.2
"216",2006,4,"r",64.3345,-165.753166666667,1.852,27
"217",2006,5,NA,64.3311666666667,-165.35,1.852,27.8
"218",2006,6,NA,64.3325,-164.9665,1.852,26.5
"219",2006,7,NA,64.3363333333333,-164.569666666667,1.852,25.8
"220",2006,8,NA,64.337,-164.205666666667,1.852,25.6
"221",2006,9,NA,64.3378333333333,-163.794166666667,1.852,27.1
"222",2006,10,NA,64.3336666666667,-163.437166666667,1.852,27
"223",2006,11,NA,64.1675,-163.449333333333,1.852,26
"224",2006,12,NA,64.168,-163.832166666667,1.852,26.9
"225",2006,13,NA,64.1668333333333,-164.208833333333,1.852,26
"226",2006,14,NA,64.1671666666667,-164.590666666667,1.852,26.8
"227",2006,15,NA,64.166,-164.969333333333,1.852,27
"228",2006,16,NA,64.5003333333333,-165.746,1.852,27.1
"229",2006,17,"r",64.3468333333333,-166.105166666667,1.852,26.2
"230",2006,18,NA,64.1683333333333,-166.4935,1.852,25.8
"231",2006,19,NA,64.0073333333333,-166.490833333333,2.0372,27.5
"232",2006,20,NA,64.0006666666667,-166.861666666667,1.852,25.4
"233",2006,21,NA,63.8405,-166.497333333333,1.852,27.4
"234",2006,22,NA,63.6705,-166.469833333333,1.852,26.7
"235",2006,23,NA,64.1803333333333,-166.131666666667,1.852,25.9
"236",2006,24,"r",64.1661666666667,-166.114333333333,1.852,27.1
"237",2006,25,NA,64.0123333333333,-166.130833333333,1.852,27.3
"238",2006,26,NA,63.8435,-166.131333333333,1.852,27.1
"239",2006,27,NA,63.6796666666667,-166.089666666667,1.852,26.5
"240",2006,28,NA,63.6661666666667,-165.723,1.852,27
"241",2006,29,NA,63.825,-165.736,1.852,26.7
"242",2006,30,"r",63.836,-165.711333333333,1.852,26.3
"243",2006,31,NA,64.1673333333333,-165.352,1.852,26.3
"244",2006,32,NA,64.1695,-165.730666666667,1.852,26
"245",2006,33,NA,64.0098333333333,-165.722666666667,1.852,26.5
"246",2006,34,NA,63.9946666666667,-165.3765,1.852,26.3
"247",2006,35,NA,63.8451666666667,-165.335333333333,1.852,27.3
"248",2006,36,NA,63.6823333333333,-165.3375,1.852,27.1
"249",2006,37,NA,63.668,-164.9735,1.852,27.4
"250",2006,38,NA,63.8315,-164.977333333333,1.852,26.7
"251",2006,39,NA,63.9996666666667,-164.984666666667,1.852,26.6
"252",2006,40,NA,64.0005,-164.589,1.852,26.4
"253",2006,41,NA,64.0005,-164.217833333333,1.852,27.3
"254",2006,42,NA,64.0013333333333,-163.845833333333,1.852,26.6
"255",2006,43,NA,63.9995,-163.467,1.852,27
"256",2006,44,NA,63.9995,-163.0865,1.852,26.7
"257",2006,45,NA,64.1636666666667,-163.075166666667,1.852,27.4
"258",2006,46,"d",64.3218333333333,-162.6945,1.2964,21.3
"259",2006,47,NA,64.1661666666667,-162.691833333333,2.0372,28.5
"260",2006,48,NA,64.1658333333333,-162.3265,1.852,26.2
"261",2006,49,NA,64.322,-162.303,1.852,25.5
"262",2006,50,NA,64.3328333333333,-161.912666666667,1.852,27.3
"263",2006,51,NA,64.3343333333333,-161.522333333333,1.852,27.1
"264",2006,52,NA,64.1525,-161.1565,1.852,27
"265",2006,53,NA,64.1696666666667,-161.52,1.852,27.7
"266",2006,54,NA,64.1603333333333,-161.893833333333,1.852,27.3
"267",2006,55,NA,64.016,-161.952666666667,1.852,27.4
"268",2006,56,NA,64.0056666666667,-161.597166666667,2.0372,28.8
"269",2006,57,NA,63.9985,-161.186333333333,1.852,27.2
"270",2006,58,NA,63.838,-161.587833333333,1.852,26.7
"271",2006,59,NA,63.8338333333333,-161.9605,1.852,27.4
"272",2006,60,"r",63.8463333333333,-161.9855,1.852,27.3
"273",2006,61,NA,64.0046666666667,-162.332333333333,1.852,27.3
"274",2006,62,NA,63.9976666666667,-162.698,1.852,27.2
"275",2006,63,NA,63.8328333333333,-162.715,1.852,26.9
"276",2006,64,NA,63.8301666666667,-162.338666666667,1.852,26.7
"277",2006,65,NA,63.6653333333333,-161.973,1.852,26.7
"278",2006,66,NA,63.6716666666667,-161.598833333333,1.852,26.5
"279",2006,67,"d",63.6668333333333,-161.230333333333,1.852,25.8
"280",2006,68,NA,63.8308333333333,-161.2105,1.2964,19
"281",2006,69,NA,63.839,-163.087333333333,1.852,26.9
"282",2006,70,NA,63.8343333333333,-163.465166666667,1.852,26.4
"283",2006,71,NA,63.8315,-163.83,1.852,26.7
"284",2006,72,NA,63.8513333333333,-164.240166666667,1.852,27.1
"285",2006,73,NA,63.8356666666667,-164.591833333333,1.852,27.4
"286",2006,74,NA,64.5,-163.815166666667,1.852,26.7
"287",2006,75,NA,64.4995,-164.199,1.852,26.5
"288",2006,76,"r",64.3353333333333,-165.753,1.852,26.9
"289",2006,77,NA,64.3185,-167.2965,1.852,27.6
"290",2006,78,NA,64.3368333333333,-167.651666666667,1.87052,27.8
"291",2006,79,NA,64.3356666666667,-168.0355,1.852,26.8
"292",2006,80,NA,64.1931666666667,-168.003166666667,2.05572,29.9
"293",2006,81,NA,64.1701666666667,-167.652833333333,1.87052,27.5
"294",2006,82,NA,64.1678333333333,-167.265333333333,1.852,27
"295",2006,83,NA,64.0085,-167.619166666667,1.852,27
"296",2006,84,NA,63.849,-167.596666666667,1.87052,27.3
"297",2006,85,NA,63.6626666666667,-167.328833333333,1.852,26.4
"298",2006,86,NA,63.503,-167.565,1.87052,28.3
"299",2006,87,NA,63.0381666666667,-168.6245,1.852,27.2
"300",2006,88,"r",63.037,-168.490666666667,1.4816,20.5
"301",2006,89,NA,62.9973333333333,-167.914333333333,1.81496,26.6
"302",2006,90,NA,63.1611666666667,-167.582666666667,1.852,26.8
"303",2006,91,NA,63.192,-167.918333333333,1.852,27.7
"304",2006,92,NA,63.2276666666667,-168.546833333333,1.852,27.2
"305",2006,93,NA,63.3425,-167.934333333333,1.852,27.2
"306",2006,94,NA,63.5055,-167.945333333333,1.852,26.6
"307",2006,95,NA,63.6488333333333,-167.9605,1.90756,27.4
"308",2006,96,NA,63.4993333333333,-168.844166666667,1.852,27.1
"309",2006,97,NA,63.5858333333333,-169.408166666667,1.852,26.4
"310",2006,98,NA,63.7675,-168.8865,1.852,26.9
"311",2006,99,NA,63.766,-168.4055,1.852,27.7
"312",2006,100,NA,64.0135,-168.300166666667,1.852,26.3
"313",2006,101,NA,64.029,-168.935666666667,1.852,26.7
"314",2006,102,NA,64.0161666666667,-169.451666666667,1.852,26.7
"315",2006,103,NA,64.2685,-169.5865,1.87052,26.6
"316",2006,104,NA,64.2658333333333,-168.968666666667,1.852,26.6
"317",2006,105,NA,64.4905,-168.4985,1.87052,27.9
"318",2006,106,NA,64.4998333333333,-168.113666666667,1.87052,27.5
"319",2006,107,NA,64.5128333333333,-167.671166666667,1.852,26.6
"320",2006,108,NA,64.6528333333333,-167.684,1.88904,27.3
"321",2006,109,NA,64.6738333333333,-168.043666666667,1.852,25.5
"322",2006,110,NA,64.9943333333333,-168.4535,1.852,27.3
"323",2006,111,"r",64.9848333333333,-168.5015,1.87052,27.1
"324",2006,112,NA,64.7391666666667,-168.405,1.88904,27.7
"325",2006,113,NA,64.8438333333333,-168.081,1.852,26.1
"326",2006,114,NA,64.8325,-167.689166666667,1.852,27.6
"327",2006,115,NA,65.0105,-167.575666666667,1.87052,27.6
"328",2006,116,NA,65.1703333333333,-167.5985,1.87052,27.3
"329",2006,117,NA,65.3218333333333,-167.498166666667,1.852,27.2
"330",2006,118,NA,65.3488333333333,-167.689166666667,1.87052,27.7
"331",2006,119,NA,65.3713333333333,-167.936833333333,1.12972,16.2
"332",2006,120,NA,65.534,-168.4815,1.22232,17.8
"333",2006,121,NA,65.2998333333333,-166.733166666667,1.74088,24.6
"334",2006,122,NA,65.2683333333333,-166.649666666667,1.852,26.3
"335",2006,123,"r",65.3031666666667,-166.757166666667,1.83348,26.7
"336",2006,124,NA,65.3115,-167.095166666667,1.88904,26.7
"337",2006,125,NA,64.7881666666667,-167.265333333333,1.81496,26.1
"338",2008,1,NA,64.1665,-164.207666666667,1.852,27.5
"339",2008,2,NA,64.0003333333333,-163.466166666667,1.852,26.2
"340",2008,3,NA,63.8236666666667,-162.3105,1.852,26.5
"341",2008,4,NA,63.9941666666667,-162.306833333333,1.852,27.2
"342",2008,5,NA,64.0161666666667,-161.949333333333,1.852,26.2
"343",2008,6,NA,63.8458333333333,-161.982166666667,1.852,27
"344",2008,7,NA,63.8515,-161.606833333333,1.852,26.9
"345",2008,8,NA,64.0055,-161.595,1.852,26.5
"346",2008,9,NA,63.8303333333333,-161.211,1.852,27
"347",2008,10,NA,63.6661666666667,-161.974333333333,1.2964,20
"348",2008,11,NA,63.6713333333333,-161.598666666667,1.852,26.1
"349",2008,12,NA,63.6665,-161.232833333333,1.2964,19.2
"350",2008,13,NA,63.9998333333333,-161.185,1.852,26.4
"351",2008,14,NA,64.1528333333333,-161.157,1.852,26.8
"352",2008,15,NA,64.1666666666667,-162.304333333333,1.852,25.6
"353",2008,16,NA,64.1796666666667,-162.706333333333,1.852,27.2
"354",2008,17,NA,64.0005,-162.697666666667,1.852,27.1
"355",2008,18,NA,64.167,-163.066333333333,1.852,27.4
"356",2008,19,NA,64.3328333333333,-163.439333333333,1.852,27.1
"357",2008,20,NA,64.168,-163.451,1.852,27.3
"358",2008,21,NA,63.9995,-163.0875,1.852,27.5
"359",2008,22,NA,64.0018333333333,-163.846666666667,1.852,27
"360",2008,23,NA,64.1678333333333,-163.832,1.852,26.9
"361",2008,24,NA,64.3333333333333,-163.8185,1.852,26.7
"362",2008,25,NA,64.4998333333333,-163.816833333333,1.852,26.3
"363",2008,26,NA,64.4985,-164.204833333333,1.852,25.9
"364",2008,27,NA,64.3338333333333,-164.2055,1.852,27.3
"365",2008,28,NA,63.9981666666667,-164.217666666667,1.852,27.2
"366",2008,29,NA,64.0028333333333,-164.586833333333,1.852,26.7
"367",2008,30,NA,64.1641666666667,-164.578666666667,1.852,26.5
"368",2008,31,NA,64.3473333333333,-166.104833333333,1.852,25.4
"369",2008,32,NA,64.3326666666667,-166.500333333333,1.852,27.6
"370",2008,33,NA,64.1645,-166.501,1.852,26.8
"371",2008,34,NA,63.9996666666667,-166.861166666667,1.852,26.8
"372",2008,35,NA,64.0013333333333,-166.484333333333,1.852,27.4
"373",2008,36,NA,63.9998333333333,-166.103,1.852,27.2
"374",2008,37,NA,64.1683333333333,-166.1265,1.852,27.6
"375",2008,38,NA,64.1633333333333,-165.714333333333,1.852,27.7
"376",2008,39,NA,64.1703333333333,-165.348166666667,1.852,27.5
"377",2008,40,NA,63.9996666666667,-165.3485,1.852,26.4
"378",2008,41,NA,63.9991666666667,-164.971,1.852,27.7
"379",2008,42,NA,64.1665,-164.9705,1.852,26
"380",2008,43,NA,64.3325,-164.585833333333,1.852,28.8
"381",2008,44,NA,63.9995,-165.728166666667,1.852,26.9
"382",2008,45,NA,63.8368333333333,-166.094833333333,1.852,27
"383",2008,46,NA,63.8325,-166.475333333333,1.852,27
"384",2008,47,NA,63.6668333333333,-166.465333333333,1.852,27.3
"385",2008,48,NA,63.6651666666667,-166.092166666667,1.852,27
"386",2008,49,NA,63.6676666666667,-165.716333333333,1.852,26.7
"387",2008,50,NA,63.6675,-165.345,1.852,28.3
"388",2008,51,NA,63.6681666666667,-164.9685,1.852,26.3
"389",2008,52,NA,63.8335,-164.970333333333,1.852,26.5
"390",2008,53,NA,64.5005,-165.746166666667,1.852,27.1
"391",2008,54,NA,64.3323333333333,-165.742833333333,1.852,26.6
"392",2008,55,NA,64.3303333333333,-165.347333333333,1.852,25.7
"393",2008,56,"r",64.333,-165.352333333333,1.852,26
"394",2008,57,NA,64.3321666666667,-164.963666666667,1.852,26.6
"395",2008,58,NA,63.8331666666667,-165.723166666667,1.852,27.9
"396",2008,59,NA,63.8331666666667,-165.347166666667,1.852,26.6
"397",2008,60,NA,63.8335,-164.593666666667,1.852,27.1
"398",2008,61,NA,63.8338333333333,-164.2175,1.852,27.3
"399",2008,62,NA,63.8316666666667,-163.826333333333,1.852,26
"400",2008,63,NA,63.8375,-163.474,1.852,26.9
"401",2008,64,NA,63.833,-163.087666666667,1.852,27.2
"402",2008,65,NA,64.1661666666667,-161.925333333333,1.852,26.6
"403",2008,66,NA,64.1668333333333,-161.543,1.852,27
"404",2008,67,NA,64.3331666666667,-161.909166666667,1.852,28
"405",2008,68,NA,64.3345,-162.281833333333,1.852,27.4
"406",2008,69,"r",64.3336666666667,-165.744833333333,1.852,27.5
"407",2008,70,NA,65.3123333333333,-166.889666666667,1.852,26.9
"408",2008,71,NA,65.3005,-166.806333333333,1.852,27
"409",2008,72,NA,65.3041666666667,-166.508166666667,1.852,27.9
"410",2008,73,NA,65.2995,-166.918166666667,1.852,27.4
"411",2008,74,NA,65.2986666666667,-167.000333333333,1.92608,27
"412",2008,75,NA,65.2738333333333,-167.0835,1.852,27.5
"413",2008,76,NA,65.2998333333333,-167.0825,1.852,26.9
"414",2008,77,NA,65.3248333333333,-167.083166666667,1.852,26.3
"415",2008,78,NA,65.3248333333333,-167.000166666667,1.852,27.1
"416",2008,79,NA,65.2051666666667,-168.248666666667,1.852,26.7
"417",2008,80,NA,65.1848333333333,-168.766,1.852,26.9
"418",2008,81,NA,65.0831666666667,-168.515333333333,1.852,27
"419",2008,82,NA,65.0198333333333,-168.271166666667,1.852,26.4
"420",2008,83,NA,64.9046666666667,-168.577166666667,1.852,26.7
"421",2008,84,NA,64.8525,-168.928833333333,1.852,26.5
"422",2008,85,NA,64.8521666666667,-169.353166666667,1.852,26.3
"423",2008,86,NA,64.792,-167.989166666667,1.852,27.8
"424",2008,87,NA,64.952,-168.053833333333,1.852,27.7
"425",2008,88,NA,64.9423333333333,-167.999833333333,1.852,26.6
"426",2011,1,NA,64.3208333333333,-166.476166666667,1.852,26.3
"427",2011,2,NA,64.154,-166.491833333333,1.852,25.9
"428",2011,3,NA,63.9921666666667,-166.867,1.852,26.4
"429",2011,4,NA,64.0003333333333,-166.484833333333,1.852,26.8
