Year,Haul,Latitude,Longitude,10210
2002,22,64.17083333,-163.8015,200.4970951
2002,23,64.01266667,-163.827,116.9466647
2002,24,63.99783333,-164.2043333,180.3951354
2002,25,64.17983333,-164.1653333,258.2970413
2002,26,64.177,-164.5238333,0
2002,27,64.003,-164.5568333,163.2911138
2002,29,63.999,-164.8983333,263.1264101
2002,30,64.1525,-164.9418333,232.2205718
2002,31,64.15416667,-165.3221667,165.2102815
2002,32,64.01933333,-165.2333333,922.4558357
2002,33,64.0075,-165.6338333,1000.585187
2002,34,64.1435,-165.7216667,831.4425469
2002,35,64.32033333,-165.7576667,63.41051559
2002,36,64.49133333,-165.7315,374.8434876
2002,37,64.33133333,-166.1076667,518.5250122
2002,38,64.327,-166.522,0
2002,39,64.16566667,-166.483,0
2002,40,64.14533333,-166.1273333,68.6401939
2002,42,63.997,-166.447,64.72540982
2002,43,63.99283333,-166.8416667,0
2002,44,63.837,-166.4678333,71.29226091
2002,45,63.66933333,-166.4656667,406.8061745
2002,46,63.665,-166.1133333,350.6716364
2002,47,63.81966667,-166.0915,218.6952214
2002,48,63.83366667,-165.7225,68.94815625
2002,49,63.68133333,-165.7083333,204.1300256
2002,50,63.65516667,-165.3685,177.7735454
2002,51,63.83133333,-165.3363333,187.4780137
2002,52,63.67733333,-164.9375,352.892233
2002,53,63.82916667,-164.9876667,255.0138781
2002,54,64.1725,-164.5966667,190.5605299
2002,67,64.17133333,-161.939,85.62307141
2002,68,64.16433333,-161.5505,391.2338668
2002,69,63.99533333,-161.5703333,52.9148966
2002,70,63.82916667,-161.5878333,272.2511289
2002,71,63.82833333,-161.9683333,0
2002,72,63.99533333,-161.9486667,120.7323228
2002,76,63.83566667,-164.5818333,84.84357261
2006,1,64.3115,-166.5169167,151.4034132
2006,2,64.39925,-166.2121667,511.0073478
2006,3,64.33433333,-165.7488333,354.3023645
2006,5,64.32625,-165.3346667,372.0174827
2006,6,64.32933333,-164.949,972.6755239
2006,7,64.34358333,-164.5635,1544.189614
2006,8,64.33016667,-164.2166667,467.0978438
2006,9,64.33225,-163.8084167,403.9478761
2006,10,64.32733333,-163.4495833,529.5887974
2006,11,64.161,-163.43775,176.342326
2006,12,64.16391667,-163.8155,211.454405
2006,13,64.16516667,-164.1905,130.3029574
2006,14,64.16166667,-164.5765833,206.9447902
2006,15,64.15808333,-164.96325,658.4329834
2006,16,64.49875,-165.7270833,172.7224027
2006,18,64.16,-166.49225,194.6001806
2006,19,63.99908333,-166.4844167,195.4656842
2006,20,63.99358333,-166.8515833,306.7332459
2006,21,63.83491667,-166.4829167,111.153683
2006,22,63.66258333,-166.4628333,414.8316243
2006,23,64.17325,-166.1218333,595.8646094
2006,25,64.00608333,-166.1185,184.9518735
2006,26,63.83883333,-166.1159167,117.2806438
2006,27,63.67116667,-166.092,72.74420719
2006,28,63.67266667,-165.7114167,143.8298884
2006,29,63.83116667,-165.7235,388.8152109
2006,31,64.15966667,-165.3450833,528.4712036
2006,32,64.16166667,-165.7365833,398.0868896
2006,33,64.00191667,-165.7285833,735.6379994
2006,34,63.99791667,-165.3591667,168.5794807
2006,35,63.8375,-165.3420833,177.1353652
2006,36,63.67425,-165.342,336.6194556
2006,37,63.67625,-164.9740833,58.68132912
2006,38,63.83741667,-164.9905833,251.195839
2006,39,64.00508333,-164.9701667,643.8764124
2006,40,64.00525,-164.5735833,256.8692142
2006,41,63.998,-164.1999167,545.6516929
2006,42,63.99825,-163.8283333,358.000824
2006,43,64.00041667,-163.44825,240.568353
2006,44,64.00066667,-163.0678333,304.866764
2006,45,64.16858333,-163.05975,273.3789862
2006,47,64.17291667,-162.7018333,158.8221055
2006,48,64.16658333,-162.3075,481.4343894
2006,49,64.32866667,-162.2918333,510.8194601
2006,50,64.33458333,-161.8939167,803.0133468
2006,51,64.3295,-161.5381667,421.916499
2006,52,64.16066667,-161.1599167,437.7244667
2006,53,64.16766667,-161.5384167,217.4352556
2006,54,64.16366667,-161.9115,139.6128062
2006,55,64.00816667,-161.9460833,113.3662057
2006,56,64.00208333,-161.6284167,139.3063032
2006,57,64.00616667,-161.1791667,62.00291378
2006,58,63.845,-161.598,387.6763818
2006,59,63.83983333,-161.97375,58.4556317
2006,61,63.99883333,-162.319,237.3205813
2006,62,63.98941667,-162.69775,295.1617545
2006,63,63.82933333,-162.698,459.0509095
2006,64,63.826,-162.3225,236.995066
2006,65,63.662,-161.956,373.4937425
2006,66,63.66425,-161.6070833,332.4189831
2006,68,63.82608333,-161.218,400.3557864
2006,69,63.84725,-163.0856667,613.0881712
2006,70,63.57733333,-163.4750833,1074.143071
2006,71,63.82916667,-163.8120833,403.7854591
2006,72,63.84683333,-164.2241667,1226.765257
2006,73,63.84375,-164.5865833,712.7036855
2006,74,64.49733333,-163.8333333,911.7085594
2006,75,64.50125,-164.218,3234.406632
2006,77,64.31158333,-167.2860833,986.7320851
2006,78,64.32933333,-167.6435833,934.1807931
2006,79,64.32758333,-168.0308333,1200.282299
2006,80,64.184,-168.002,26.5042792
2006,81,64.162,-167.6480833,856.4426524
2006,82,64.16183333,-167.25225,1194.484025
2006,83,64.00041667,-167.6144167,670.0936024
2006,84,63.841,-167.59125,4485.783649
2006,85,63.65466667,-167.3243333,292.9637676
2006,86,63.49458333,-167.5646667,1002.427943
2006,87,63.0305,-168.61775,14206.89213
2006,89,63.00208333,-167.8996667,3461.343961
2006,90,63.16833333,-167.5920833,6716.340474
2006,91,63.18833333,-167.9348333,7212.583848
2006,92,63.21941667,-168.5448333,39.18436525
2006,93,63.35058333,-167.9296667,14028.15924
2006,94,63.51366667,-167.94175,5104.168438
2006,95,63.65733333,-167.96175,3228.064322
2006,96,63.4945,-168.82925,0
2006,97,63.5815,-169.3924167,591.6527394
2006,98,63.764,-168.8696667,4229.995489
2006,99,63.77233333,-168.4178333,30.74982169
2006,100,64.019,-168.3145833,5322.439135
2006,101,64.03641667,-168.9444167,116.4070484
2006,102,64.01783333,-169.43325,0
2006,103,64.27491667,-169.5740833,0
2006,104,64.26658333,-168.9496667,1181.014495
2006,105,64.48533333,-168.4831667,55600.91561
2006,106,64.493,-168.1025833,138.9819304
2006,107,64.52108333,-167.6745,1170.816522
2006,108,64.66116667,-167.6869167,2638.38973
2006,109,64.68208333,-168.0464167,132.5253232
2006,110,64.98741667,-168.44275,4591.114457
2006,112,64.73225,-168.3935833,9078.436632
2006,113,64.83633333,-168.0724167,0
2006,114,64.83575,-167.67125,1357.324054
2006,115,65.01716667,-167.5873333,297.1544455
2006,116,65.1785,-167.6016667,729.4791894
2006,117,65.31408333,-167.4908333,1294.124816
2006,118,65.34225,-167.6768333,0
2006,119,65.36741667,-167.9294167,287.9366738
2006,120,65.529,-168.4761667,0
2006,121,65.30683333,-166.725,172.9037942
2006,122,65.27658333,-166.6520833,1199.756382
2006,124,65.32,-167.0949167,267.8434695
2006,125,64.78125,-167.2554167,252.040166
2008,1,64.1665,-164.2076667,233.1413677
2008,2,64.00033333,-163.4661667,110.6772296
2008,3,63.82366667,-162.3105,219.6168842
2008,4,63.99416667,-162.3068333,25.91877652
2008,5,64.01616667,-161.9493333,36.08705627
2008,6,63.84583333,-161.9821667,54.38928703
2008,7,63.8515,-161.6068333,2.768412637
2008,8,64.0055,-161.595,0
2008,9,63.83033333,-161.211,60.0366613
2008,10,63.66616667,-161.9743333,199.5128294
2008,11,63.67133333,-161.5986667,7.977282103
2008,12,63.6665,-161.2328333,210.4393435
2008,13,63.99983333,-161.185,135.8867742
2008,14,64.15283333,-161.157,119.567534
2008,15,64.16666667,-162.3043333,67.09995749
2008,16,64.17966667,-162.7063333,74.59373275
2008,17,64.0005,-162.6976667,64.08586106
2008,18,64.167,-163.0663333,96.57047233
2008,19,64.33283333,-163.4393333,451.981312
2008,20,64.168,-163.451,206.8240053
2008,21,63.9995,-163.0875,284.8504503
2008,22,64.00183333,-163.8466667,180.6942059
2008,23,64.16783333,-163.832,64.81885322
2008,24,64.33333333,-163.8185,454.1839382
2008,25,64.49983333,-163.8168333,333.8898572
2008,26,64.4985,-164.2048333,477.5326378
2008,27,64.33383333,-164.2055,331.6513545
2008,28,63.99816667,-164.2176667,168.3660166
2008,29,64.00283333,-164.5868333,283.4418916
2008,30,64.16416667,-164.5786667,123.9858331
2008,31,64.34733333,-166.1048333,115.1482685
2008,32,64.33266667,-166.5003333,132.0626459
2008,33,64.1645,-166.501,196.4592737
2008,34,63.99966667,-166.8611667,314.6933602
2008,35,64.00133333,-166.4843333,399.9921276
2008,36,63.99983333,-166.103,267.517131
2008,37,64.16833333,-166.1265,213.5614267
2008,38,64.16333333,-165.7143333,56.88514327
2008,39,64.17033333,-165.3481667,294.4385942
2008,40,63.99966667,-165.3485,176.289506
2008,41,63.99916667,-164.971,316.5445815
2008,42,64.1665,-164.9705,423.4692314
2008,43,64.3325,-164.5858333,393.5937036
2008,44,63.9995,-165.7281667,249.8069175
2008,45,63.83683333,-166.0948333,0
2008,46,63.8325,-166.4753333,205.4067958
2008,47,63.66683333,-166.4653333,620.8357909
2008,48,63.66516667,-166.0921667,291.5105743
2008,49,63.66766667,-165.7163333,668.5890167
2008,50,63.6675,-165.345,479.2677691
2008,51,63.66816667,-164.9685,113.5280318
2008,52,63.8335,-164.9703333,309.4557444
2008,53,64.5005,-165.7461667,817.2210754
2008,54,64.33233333,-165.7428333,33.36653226
2008,55,64.33033333,-165.3473333,392.266847
2008,57,64.33216667,-164.9636667,484.4345407
2008,58,63.83316667,-165.7231667,429.8243715
2008,59,63.83316667,-165.3471667,265.0390378
2008,60,63.8335,-164.5936667,296.5510791
2008,61,63.83383333,-164.2175,233.6447153
2008,62,63.83166667,-163.8263333,356.2720454
2008,63,63.8375,-163.474,691.5485128
2008,64,63.833,-163.0876667,678.850742
2008,65,64.16616667,-161.9253333,0
2008,66,64.16683333,-161.543,0
2008,67,64.33316667,-161.9091667,150.1364396
2008,68,64.3345,-162.2818333,5.353902396
2008,70,65.31233333,-166.8896667,148.1552104
2008,71,65.3005,-166.8063333,275.16086
2008,72,65.30416667,-166.5081667,268.9469917
2008,73,65.2995,-166.9181667,365.4637016
2008,74,65.29866667,-167.0003333,317.5008052
2008,75,65.27383333,-167.0835,21.95853031
2008,76,65.29983333,-167.0825,258.05724
2008,77,65.32483333,-167.0831667,270.1526841
2008,78,65.32483333,-167.0001667,122.3173886
2008,79,65.20516667,-168.2486667,3.017106072
2008,80,65.18483333,-168.766,0
2008,81,65.08316667,-168.5153333,0
2008,82,65.01983333,-168.2711667,399.304687
2008,83,64.90466667,-168.5771667,0
2008,84,64.8525,-168.9288333,0
2008,85,64.85216667,-169.3531667,0
2008,86,64.792,-167.9891667,863.5776408
2008,87,64.952,-168.0538333,950.3521018
2008,88,64.94233333,-167.9998333,861.0275475
2011,1,64.32083333,-166.4761667,0
2011,2,64.154,-166.4918333,181.7725822
2011,3,63.99216667,-166.867,127.6553862
2011,4,64.00033333,-166.4848333,21.61413947
2011,5,64,-166.1031667,232.7608196
2011,6,63.99316667,-165.7366667,96.78997065
2011,8,63.83833333,-165.6926667,271.4654331
2011,9,63.83383333,-166.101,94.36121656
2011,10,63.83333333,-166.4725,106.2947991
2011,11,63.67083333,-166.4723333,158.5803582
2011,12,63.675,-166.0901667,51.83491292
2011,13,63.66383333,-165.7238333,156.1057643
2011,14,63.668,-165.3433333,105.3762889
2011,15,63.66216667,-164.9725,45.72714891
2011,16,63.82833333,-164.9768333,190.277612
2011,17,63.82783333,-165.3541667,131.0146768
2011,19,63.999,-165.3641667,246.1515677
2011,20,63.99883333,-164.9735,353.0027832
2011,21,64.00133333,-164.5948333,290.0850609
2011,22,63.99966667,-164.2115,377.9514156
2011,23,64.00333333,-163.853,140.1226951
2011,24,63.999,-163.4776667,166.6577492
2011,25,63.99883333,-163.1033333,166.4207059
2011,26,63.9915,-162.726,84.81758034
2011,27,63.83533333,-162.3425,191.5827689
2011,28,63.83316667,-161.9586667,87.33556676
2011,29,63.99416667,-162.3068333,169.2688787
2011,30,64.167,-162.2946667,52.99193665
2011,31,64.16483333,-162.5431667,40.24941899
2011,32,64.16733333,-163.0651667,56.03278611
2011,33,64.16683333,-163.4478333,95.83878959
2011,34,64.1665,-163.8305,160.4027664
2011,35,64.16716667,-164.212,207.6036947
2011,36,64.16666667,-164.5891667,39.81211783
2011,37,64.1665,-164.967,88.28563744
2011,38,64.3335,-165.7473333,21.52386864
2011,40,64.33283333,-166.1135,0
2011,42,64.1665,-166.1096667,201.860005
2011,43,64.166,-165.7311667,35.94133661
2011,44,64.16683333,-165.3508333,144.5553647
2011,45,63.83283333,-164.592,300.6513269
2011,46,63.83516667,-164.2181667,955.2453821
2011,47,63.83333333,-163.841,143.5753238
2011,48,63.82816667,-163.4393333,154.4237354
2011,49,63.84666667,-163.1145,118.5055566
2011,50,63.83416667,-162.7138333,59.07495267
2011,51,63.8445,-161.6011667,136.347924
2011,52,64.32033333,-163.4658333,175.9957914
2011,54,64.3325,-163.8188333,112.9338787
2011,55,64.33433333,-164.2085,187.266296
2011,56,64.495,-163.8503333,138.6294893
2011,57,64.49966667,-164.196,311.5820569
2011,58,64.33366667,-164.5875,1023.628768
2011,59,64.3305,-164.9548333,25.2187629
2011,60,64.33166667,-165.3575,138.6336399
2011,61,64.31966667,-162.31,74.25598403
2011,62,64.33283333,-161.9138333,155.328238
2011,63,64.49933333,-161.8961667,282.2507718
2011,64,64.64116667,-161.3593333,2464.500173
2011,65,64.16816667,-161.1636667,180.2357428
2011,66,64.006,-161.5976667,0
2011,67,64.16716667,-161.5433333,187.3280377
2011,68,64.16583333,-161.924,17.78267495
2011,69,64.01633333,-161.9538333,9.521118236
2011,71,64.4415,-166.1301667,0
2014,1,64.33216667,-165.3573333,579.6999652
2014,2,64.329,-165.747,683.165654
2014,3,64.33333333,-165.1135,131.7779727
2014,4,64.167,-165.8863333,120.0284292
2014,5,64.16833333,-166.364,44.75788301
2014,6,64.33333333,-164.5945,223.6533676
2014,7,64.1665,-164.5905,200.0036847
2014,8,64.1665,-164.2085,316.7891655
2014,9,64.00033333,-163.8346667,328.5236088
2014,10,64.00016667,-163.4553333,75.80496415
2014,11,64.00016667,-163.0776667,252.6509482
2014,12,64.00033333,-162.6946667,48.84003021
2014,13,63.99983333,-162.319,18.0093269
2014,14,64.3335,-162.2893333,0
2014,15,64.16666667,-162.3038333,29.77853633
2014,16,64.16666667,-162.6853333,0
2014,17,64.167,-163.066,15.88960961
2014,18,64.167,-163.4476667,47.13008786
2014,19,64.16683333,-163.8283333,60.89571889
2014,20,64.48816667,-164.1995,21.81013183
2014,21,64.5,-163.8143333,94.26109995
2014,22,64.33316667,-163.4385,863.1749878
2014,23,64.33266667,-163.8193333,2.658085081
2014,24,64.33316667,-164.2046667,174.6873754
2014,25,64,-164.214,203.1269735
2014,26,64,-164.5908333,558.2518039
2014,27,64,-164.9698333,315.3372306
2014,28,64.00016667,-165.3475,103.7426398
2014,29,64.1665,-164.9706667,2152.904293
2014,30,60.16683333,-165.3515,82.58183911
2014,31,64.3335,-166.5018333,9.257407656
2014,32,64.16666667,-166.4926667,123.0741545
2014,33,64.00033333,-166.8636667,100.6335688
2014,34,63.99983333,-166.4835,179.8430657
2014,35,64.00016667,-166.1051667,283.8960022
2014,36,63.99983333,-165.7265,249.897152
2014,37,63.8335,-165.7225,261.8841193
2014,38,63.8335,-165.3461667,559.2647695
2014,39,63.83333333,-164.9696667,343.269493
2014,40,63.66666667,-164.9701667,62.31292835
2014,41,63.6665,-165.3443333,762.8100998
2014,42,63.667,-165.7163333,288.939562
2014,43,63.66633333,-166.0925,864.5352333
2014,44,63.66583333,-166.4673333,3304.940501
2014,45,63.83266667,-166.4743333,207.3220012
2014,46,63.83316667,-166.0985,602.7276968
2014,47,64.3315,-164.9598333,989.8980047
2017,1,64.334,-165.3556667,211.1788665
2017,2,64.333,-165.7525,104.8909655
2017,3,64.333,-166.1321667,0
2017,4,64.33366667,-166.5005,24.93751451
2017,5,64.17233333,-166.4828333,375.3977205
2017,6,64.0025,-166.8646667,55.24769099
2017,7,64.03516667,-166.4905,0
2017,8,63.84516667,-166.4748333,70.09548275
2017,9,63.67316667,-166.4658333,550.7585407
2017,10,63.66666667,-166.0758333,1019.682947
2017,11,63.66733333,-165.7025,748.1673374
2017,12,63.662,-165.3466667,128.9000043
2017,13,63.66666667,-164.956,54.30290121
2017,14,63.83866667,-164.9706667,427.9358079
2017,15,63.83683333,-165.3566667,124.5917068
2017,16,0,0,484.3463028
2017,17,63.83666667,-166.1088333,447.9451628
2017,18,64.00183333,-166.1085,159.4323328
2017,19,64.17116667,-166.1018333,400.7367087
2017,20,64.17083333,-165.7308333,190.1381204
2017,21,0,0,376.5331067
2017,22,64.0015,-165.3413333,201.180521
2017,23,64.0005,-164.9811667,163.2457339
2017,24,64.00216667,-164.6001667,641.6112572
2017,25,64.00033333,-164.2008333,1071.293467
2017,26,64.00283333,-163.8265,555.9432356
2017,27,64.00216667,-163.4485,114.4930305
2017,28,64.00016667,-163.0688333,237.208074
2017,29,64.1665,-163.4381667,291.9056623
2017,30,64.16683333,-163.8371667,261.7668238
2017,31,64.167,-164.2211667,184.7108155
2017,32,64.16683333,-164.6018333,184.5029563
2017,33,64.167,-164.9825,1302.061189
2017,34,64.16783333,-165.364,604.3739171
2017,35,64.326,-164.9178333,401.012636
2017,36,64.333,-164.6001667,515.3421129
2017,37,64.3335,-164.2141667,163.4662534
2017,38,64.503,-164.2028333,634.8534928
2017,39,64.503,-163.821,625.3688011
2017,40,64.33683333,-163.8265,269.9890422
2017,41,64.335,-163.4343333,560.8172627
2017,42,64.16466667,-163.0748333,193.38648
2017,43,64.16416667,-162.6833333,91.9064841
2017,44,64.16433333,-162.3093333,77.37104446
2017,45,64.33483333,-162.2886667,35.53688783
2017,46,64.33316667,-161.9005,760.4045688
2017,47,64.16833333,-161.9253333,25.17157253
2017,48,64.16483333,-161.5416667,8.060378792
2017,49,63.99633333,-161.5651667,19.87289008
2017,50,63.8335,-161.5731667,55.64889779
2017,51,63.83333333,-161.9516667,0
2017,52,64,-161.9366667,10.57583039
2017,53,64.00183333,-162.3171667,10.64678821
2017,54,63.83033333,-162.3405,126.6989576
2017,55,64.002,-162.7056667,35.7282865
2017,56,63.83366667,-163.0961667,69.34896098
2017,57,63.83316667,-163.471,113.1257925
2017,58,63.83185,-163.8315,287.0632357
2017,59,63.8325,-164.2261667,1140.175608
2017,60,63.82983333,-164.5913333,250.4490847
2018,1,64.3335,-165.732,2100.856275
2018,2,64.33366667,-166.1391667,438.0062981
2018,3,64.33333333,-166.5196667,272.8684095
2018,4,64.17583333,-166.5048333,345.3962393
2018,5,64.00766667,-166.4938333,112.6538254
2018,6,63.83933333,-166.4786667,152.1936209
2018,7,63.6745,-166.4785,313.8355341
2018,8,63.666,-166.1133333,303.4602285
2018,9,63.67266667,-165.7305,881.089213
2018,10,63.66283333,-165.3686667,531.5710978
2018,11,63.66916667,-164.9951667,137.3459281
2018,12,63.84266667,-164.9706667,361.7667293
2018,13,63.842,-165.3535,448.7660594
2018,14,63.8365,-165.7296667,672.7315435
2018,15,63.83916667,-166.0993333,383.6670338
2018,16,64.00766667,-166.1056667,28.5203785
2018,17,64.174,-166.1086667,930.5830532
2018,18,64.162,-165.7448333,17.68636331
2018,19,63.99366667,-165.7356667,17.12381554
2018,20,64,-165.3713333,186.8247297
2018,21,64,-164.9796667,272.9612013
2018,22,64.00033333,-164.5716667,3305.840122
2018,23,63.83266667,-164.072,471.9192551
2018,24,63.8235,-164.218,218.5945834
2018,25,63.99183333,-164.2158333,311.3299013
2018,26,65.99966667,-163.8625,272.3420123
2018,27,63.83333333,-163.8618333,82.46937802
2018,28,63.08283333,-163.4871667,80.55713873
2018,29,64.00033333,-163.4708333,127.8599848
2018,30,64.1665,-163.4318333,451.8096352
2018,31,64.16666667,-163.8111667,94.82017029
2018,32,64.16683333,-164.1916667,97.25599905
2018,33,64.16683333,-164.5701667,185.0344098
2018,34,64.16666667,-164.9811667,240.7116312
2018,35,64.16633333,-165.3685,402.0527259
2018,36,64.32683333,-164.9788333,142.7626984
2018,37,64.33283333,-165.3726667,191.5086563
2018,38,64.3325,-164.615,319.1187463
2018,39,64.33366667,-164.2238333,85.91832338
2018,40,64.50033333,-164.2203333,175.0367693
2018,41,64.49983333,-165.8345,561.2821003
2018,42,64.33333333,-163.8328333,145.01494
2018,43,64.33366667,-163.4548333,214.8762892
2018,44,64.17066667,-163.0541667,161.2961514
2018,45,64.0055,-163.0628333,62.37004105
2018,46,63.83316667,-163.1036667,191.1519337
2018,47,63.83433333,-162.7295,105.8643897
2018,48,64.00016667,-162.7181667,56.69087296
2018,49,64.00016667,-162.3345,5.793978426
2018,50,63.84016667,-162.3368333,52.52618186
2018,51,63.83316667,-161.979,0
2018,52,63.994,-161.955,27.16384273
2018,53,63.83833333,-161.5718333,139.8824566
2018,54,63.994,-161.5563333,53.62543027
2018,55,64.16016667,-161.538,18.51229854
2018,56,64.167,-161.907,19.1919722
2018,57,64.33383333,-161.8945,43.47190521
2018,58,64.3375,-162.2901667,108.8791572
2018,59,64.16666667,-162.3293333,8.498099657
2018,60,64.164,-162.6875,55.35974445
2019,1,64.3345,-165.7236667,678.982477
2019,2,64.33383333,-166.0943333,897.4652595
2019,3,64.167,-166.0978333,582.3804295
2019,4,64.00083333,-166.0845,274.9989866
2019,5,63.99983333,-165.7481667,766.2217583
2019,6,64.16266667,-165.7435,313.759633
2019,7,64.334,-166.4846667,220.4331252
2019,8,64.17266667,-166.492,22.46498926
2019,9,64.00016667,-166.4693333,572.4873388
2019,10,63.99133333,-165.3651667,1591.310991
2019,11,64.16533333,-165.3683333,2662.021849
2019,12,64.334,-165.3748333,40.33374205
2019,13,64.33283333,-164.9843333,38.4342124
2019,14,64.333,-164.6085,460.1194656
2019,15,64.33416667,-164.2195,535.6482058
2019,16,64.49983333,-164.2185,417.3970017
2019,17,64.49983333,-163.8306667,96.20729683
2019,18,64.33283333,-163.8405,116.2594701
2019,19,64.33433333,-163.4578333,429.8302037
2019,20,64.339,-162.2876667,107.2085651
2019,21,64.3345,-161.919,136.007443
2019,22,64.16433333,-161.5301667,35.19125658
2019,23,64.16716667,-161.9088333,22.25599822
2019,24,64.16666667,-162.2881667,5.713125627
2019,25,63.99983333,-162.3358333,28.62618892
2019,26,64.00033333,-162.6831667,43.14527347
2019,27,64.16683333,-162.6713333,36.85740167
2019,28,64.16666667,-163.052,47.18540515
