Year,Haul,Station,Net,Date,Lat_Deg_Start,Lat_Min_Start,Long_Deg_Start,Long_Min_Start,Lat_Deg_End,Lat_Min_End,Long_Deg_End,Long_Min_End,Compas,Time_Start,Time_End,Tow_dist_NM,Depth_Min_fm,Depth_Max_fm,Depth_Ave_fm,Clouds,Sea,Swell,Scope_fm,Gear_perf,Temp_Surf_C,Temp_Bottom_C,Sal_PSU,Comments
1999,48,98,,8/5/1999,63,50.04,163,4.65,,,,,140,,,1.2,,,8,8,1,3,50,20,,4.6,,
1999,49,98,,8/5/1999,63,49.56,163,5.52,,,,,140,,,1.2,,,8,7,1,3,50,20,,4.7,,
1999,50,97,,8/5/1999,63,49.87,162,42.48,,,,,120,,,1.1,,,8,3,1,2,50,22,,4.3,,
1999,51,99,,8/5/1999,63,50.23,163,27.3,,,,,90,,,1.3,,,8,5,1,3,50,20,,5.4,,
1999,52,100,,8/5/1999,63,50.18,163,50.23,,,,,270,,,1.1,,,8,5,1,2,50,20,,9.2,,
1999,53,101,,8/5/1999,63,49.89,164,12.44,,,,,285,,,1.3,,,8,6,1,2,50,20,,8.6,,
1999,54,102,,8/5/1999,63,50.37,164,32.64,,,,,285,,,1.2,,,8,6,1,2,50,20,,8,,
1999,55,103,,8/6/1999,63,50.16,164,58.59,,,,,275,,,1.3,,,8,8,1,2,50,20,,7.9,,
1999,56,104,,8/6/1999,63,50.38,165,20.83,,,,,90,,,1,,,8,8,1,2,50,20,,7.8,,
1999,57,105,,8/6/1999,63,50.14,165,43.46,,,,,120,,,0.9,,,10,8,1,2,50,20,,7.7,,
1999,58,106,,8/6/1999,63,50.16,166,6.38,,,,,140,,,0.8,,,13,9,1,2,50,20,,6.2,,
1999,59,107,,8/6/1999,63,50.75,166,27.78,,,,,160,,,0.8,,,15,9,1,2,50,20,,5.1,,
1999,60,135,,8/6/1999,64,0.24,166,52.12,,,,,160,,,0.9,,,16,9,1,2,60,20,,3.2,,
1999,61,162,,8/7/1999,64,10.23,166,51.93,,,,,160,,,0.9,,,15,9,1,2,60,22,,,,
1999,62,78,,8/7/1999,63,40.39,164,57.57,,,,,60,,,0.5,,,7,8,1,2,50,26,,,,
1999,63,78,,8/7/1999,63,41.37,164,57.41,,,,,90,,,0.6,,,7,8,1,1,50,26,,,,
1999,64,77,,8/7/1999,63,40.34,164,35.84,,,,,270,,,1.2,,,4,8,1,1,40,20,,9.8,,
