"#  ADF&G 2011 trawl survey Haul data   # Haul_rate : r (retow), d(bad tow)  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Haul,Station,Haul_rate,Net,Date,Lat_Deg_Start,Lat_Min_Start,Long_Deg_Start,Long_Min_Start,Lat_Deg_End,Lat_Min_End,Long_Deg_End,Long_Min_End,Compas,Time_Start,Time_End,Tow_minutes,Tow_dist_NM,Depth_Min_fm,Depth_Max_fm,Depth_Ave_fm,Clouds,Sea,Swell,Scope_fm,Gear_perf,Temp_Surf_C,Temp_Bottom_C,Sal_PSU,Comments
2011,13,80,,1,7/20/2011,63,39.83,165,43.43,63,40.61,165,42.03,38,20:05,20:32,27.2,1,11.4,11.5,11.5,8,1,1,75,20,7.24,9.2,,N 5-10 knts
2011,14,79,,1,7/21/2011,63,40.08,165,20.6,63,41.05,165,20.03,14,09:22,09:49,27.3,1,9.2,9.2,9.2,8,1,1,50,20,7.62,9.9,,N 5-10 Squalls
2011,15,78,,1,7/21/2011,63,39.73,164,58.35,63,40.5,164,57.9,15,11:20,11:42,21.5,0.8,7.9,8.1,8,8,1,1,50,20,8.78,10.9,,"Terminated tow at 0.8nmi, observed unfavorable bottom ahead of vessel, mudded down on haul back; 30 minutes to get net on board."
2011,16,103,,1,7/21/2011,63,49.7,164,58.61,63,50.63,164,57.77,21,13:21,13:47,26.7,1,8.1,8.1,8.1,8,1,1,45,20,8.67,11.7,,"NW 5 knts, soft shallow bottom"
2011,17,104,,1,7/21/2011,63,49.67,165,21.25,63,50.55,165,20.17,28,15:20,15:46,26.3,1,8.9,9.1,9,7,1,1,45,20,7.92,10.5,,Soft bottom last half - towed slightly faster; retow @ 5 legal RKC
2011,18,104,r,1,7/21/2011,63,50.09,165,21.01,63,51.09,165,20.84,4,16:51,17:18,26.8,1,9,9,9,7,1,1,45,20,8.06,11.1,,Strong ebb current - did not attempt parallel tow
2011,19,131,,1,7/21/2011,63,59.94,165,21.85,64,0.04,165,19.59,84,18:42,19:10,27.6,1,8.7,8.9,8.8,7,1,1,45,20,7.68,11.2,,
2011,20,130,,1,7/21/2011,63,59.93,164,58.41,63,59.32,164,56.62,128,20:36,21:03,27.1,1,9,9.1,9.1,6,1,1,45,20,8.44,11.8,,
2011,21,129,,1,7/22/2011,64,0.08,164,35.69,63,59.27,164,34.36,144,07:30,07:58,27.5,1,9.2,9.5,9.4,3,1,1,45,20,7.46,10.9,,
2011,22,128,,1,7/22/2011,63,59.98,164,12.69,63,59.69,164,10.52,107,09:32,10:00,27.5,1,8.5,8.5,8.5,4,1,1,45,20,8.54,11.4,,
2011,23,127,,1,7/22/2011,64,0.2,163,51.18,63,59.8,163,49.05,113,11:21,11:48,27.8,1,9.1,9.1,9.1,4,1,1,45,20,6.63,12.9,,
2011,24,126,,1,7/22/2011,63,59.94,163,28.66,64,0.04,163,26.41,84,13:12,13:39,26.5,1,9.9,9.9,9.9,4,1,1,50,20,5.75,13.3,,
2011,25,125,,1,7/22/2011,63,59.93,163,6.2,64,0.06,163,3.96,83,14:58,15:26,27.6,1,9.2,9.3,9.3,4,1,1,45,20,7.04,13.4,,
2011,26,124,,1,7/22/2011,63,59.49,162,43.56,64,0.08,162,41.71,54,16:49,17:16,27.6,1,9.1,9.2,9.2,3,1,1,45,20,7.03,14.4,,W 10 knts
2011,27,96,,1,7/22/2011,63,50.12,162,20.55,63,49.55,162,18.71,125,19:26,19:53,27.4,1,7.7,7.8,7.8,4,1,1,44,20,9.02,13.7,,
2011,28,95,,1,7/23/2011,63,49.99,161,57.52,63,50.61,161,58.84,317,11:04,11:27,23.1,0.86,8.3,8.4,8.4,9,1,1,44,20,7.65,12.8,,Ended tow early- rocks and mud - no problems
2011,29,123,,1,7/23/2011,63,59.65,162,18.41,64,0.34,162,20.06,313,13:13,13:40,27,1,8.6,8.6,8.6,9,1,1,44,20,7.71,13.96,,
2011,30,150,,1,7/23/2011,64,10.02,162,17.68,64,9.96,162,19.99,267,15:13,15:40,27.1,1,8.3,8.5,8.4,9,1,1,44,20,6.24,14.28,,NE 10 knts
2011,31,151,,1,7/23/2011,64,9.89,162,32.59,64,10.06,162,41.84,280,16:58,17:25,26.1,1,10.6,10.7,10.7,9,1,1,50,20,6.23,14.34,,
2011,32,152,,1,7/23/2011,64,10.04,163,3.91,64,10.66,163,3.03,32,18:54,19:14,20,0.73,12.2,12.8,12.5,8,1,1,69,20,6.28,14.4,,"NW 10 knts - New tow path start 300' N of station. Hung at 0.73 nmi, start this tow, same heading 0.4 nmi earlier."
2011,33,153,,1,7/23/2011,64,10.01,163,26.87,64,10.08,163,24.59,86,20:55,21:22,26.7,1,9.9,10.1,10,9,1,1,50,20,5.84,13.7,,"New tow path - no problem, stems current well."
2011,34,154,,1,7/24/2011,64,9.99,163,49.83,64,10.19,163,47.61,78,07:59,08:26,26.9,1,10,10.1,10.1,9,1,1,50,20,5.76,13.9,,
2011,35,155,,1,7/24/2011,64,10.03,164,12.72,64,9.83,164,10.49,102,09:56,10:23,27,1,9.8,10.1,10,7,1,1,50,20,6.57,13.04,,
2011,36,156,,1,7/24/2011,64,10,164,35.35,64,9.61,164,33.28,114,11:52,12:19,26.5,1,7.9,8,8,9,1,2,44,20,8.44,12.95,,"Stem? strong current - 1.5 Kt+, difficult tow. Starboard trawl door mudded in last 0.2nmi."
2011,37,157,,1,7/24/2011,64,9.99,164,58.02,64,9.62,164,55.9,112,13:54,14:21,27.4,1,7.9,8.1,8,9,2,2,43,20,8.43,12.65,,
2011,38,185,,1,7/25/2011,64,20.01,165,44.84,64,19.85,165,42.58,99,16:12,16:39,27.2,1,10.5,10.8,10.7,9,2,2,55,20,8.23,12.3,,Retow at 6 legal RKC
2011,39,185,r,1,7/25/2011,64,19.97,165,44.65,64,19.57,165,42.55,114,17:05,17:32,27.1,1,10.2,10.6,10.4,9,1,1,53,20,8.22,12.4,,
2011,40,186,,1,7/25/2011,64,19.97,166,6.81,64,19.68,166,4.62,107,19:10,19:37,26.6,1,11.2,11.9,11.6,9,1,1,71,20,7.57,11.74,,Retow at 14 legal RKC
2011,41,186,r,1,7/25/2011,64,19.99,166,6.99,64,19.6,166,4.88,113,20:11,20:37,26.2,1,11.2,12,11.6,9,1,1,68,20,7.57,12.3,,
2011,42,160,,1,7/26/2011,64,9.99,166,6.58,64,10.12,166,8.84,277,08:49,09:16,26.7,1,11.5,11.6,11.6,9,1,1,55,20,6.96,9.5,,
2011,43,159,,1,7/26/2011,64,9.96,165,43.87,64,9.31,165,42.13,131,11:11,11:37,26.8,1,10,10.2,10.1,9,1,1,50,20,7.45,11.3,,Maneuvering first 0.5 nmi to clear commercial pot gear.
2011,44,158,,1,7/26/2011,64,10.01,165,21.05,64,9.41,165,19.23,127,13:20,13:47,26.8,1,8.9,9.1,9,9,1,1,45,20,8.15,11.7,,"Delayed start, repair coupling link on door legs."
2011,45,102,,1,7/26/2011,63,49.97,164,35.52,63,49.21,164,34.05,139,17:42,18:09,26.8,1,8,8.1,8.1,3,1,1,45,20,9.68,14.9,,
2011,46,101,,1,7/26/2011,63,50.11,164,13.09,63,49.12,164,13.28,185,19:37,20:04,27.2,1,8.1,8.1,8.1,3,1,1,45,20,9.46,13.7,,
2011,47,100,,1,7/26/2011,63,50,163,50.46,63,49.66,163,48.35,110,21:39,22:05,26.5,1,8.1,8.1,8.1,4,1,1,45,20,8.51,12.9,,
2011,48,99,,1,7/27/2011,63,49.69,163,26.36,63,50.18,163,28.34,299,07:32,07:59,27.1,1,8.3,8.5,8.4,2,1,1,45,20,8.55,13.6,,
2011,49,98,,1,7/27/2011,63,50.8,163,6.87,63,50.06,163,5.35,138,09:33,10:00,27.1,1,8.7,8.9,8.8,4,1,1,50,20,8.25,13.5,,
2011,50,97,,1,7/27/2011,63,50.05,162,42.83,63,50.59,162,44.74,303,11:39,12:06,26.8,1,8.5,8.7,8.6,5,1,1,50,20,8.58,14.7,,20' tear on foot fr/ mid pt of stbd wing back into body of net. Probably should drop this station.
2011,51,94,,2,7/27/2011,63,50.67,161,36.07,63,50.03,161,34.98,143,16:46,17:08,22.1,0.81,7.3,7.9,7.6,4,1,1,45,20,9.23,14.89,,"Catching rocks, stopped early @ 0.81nmi. 540+ pound rock, no damage to net."
2011,52,179,,2,7/28/2011,64,19.22,163,27.95,64,19.94,163,26.35,44,09:37,10:04,26.8,1,9.7,10.3,10,6,2,2,50,20,9.57,14.4,,
2011,53,180,d,2,7/28/2011,64,20.18,163,49.26,64,20.28,163,49.12,32,11:51,11:54,3.1,0.12,8.8,8.9,8.9,9,2,2,50,1,9.03,14.5,,"bad trawl; not to count in survey; 20'+ tear fr/ beginning of wing to middle of headrope, primarily along headrope. Several 3-12 bar holes in vicinity of tear."
2011,54,180,,2,7/30/2011,64,19.95,163,49.13,64,19.57,163,47,112,13:58,14:25,27.3,1,8.7,8.9,8.8,5,1,2,45,20,7.55,13.5,,
2011,55,181,,2,7/30/2011,64,20.06,164,12.51,64,19.88,164,10.73,103,16:02,16:23,21.3,0.81,6.9,7,7,3,1,2,45,20,8.68,13.8,,Strong current 1.3 kt.
2011,56,202,,2,7/30/2011,64,29.7,163,51.02,64,30.02,163,48.79,72,18:15,18:42,27.2,1.02,7.5,7.9,7.7,3,1,2,44,20,10.2,13,,
2011,57,203,,2,7/31/2011,64,29.98,164,11.76,64,30.22,164,14.01,284,07:15,07:43,27.3,1,9.6,10.1,9.9,3,1,2,50,20,9.55,13.3,,Simple straight forward tow
2011,58,182,,2,7/31/2011,64,20.02,164,35.25,64,19.09,164,34.42,158,09:47,10:14,27.6,1,7.2,7.7,7.5,4,1,2,45,20,9.75,12.3,,
2011,59,183,,2,7/31/2011,64,19.83,164,57.29,64,19.58,164,55.07,104,11:49,12:16,27.5,1,14.2,15.4,14.8,7,1,1,77,20,9.25,12.1,,Start tow 0.43nmi ESE of station center point b/c of problems in previous years
2011,60,184,,2,7/31/2011,64,19.9,165,21.45,64,19.31,165,19.61,127,14:01,14:28,27.2,1,11.8,12.4,12.1,6,1,1,69,20,8.98,12.4,,Last tow of ADF&G survey
2011,61,176,,2,8/6/2011,64,19.18,162,18.6,64,20.01,162,17.34,33,20:35,21:02,27.1,1,8.9,9,8.95,8,1,1,46,20,11.07,12.5,,Good tow Paralleled old path through center point.
2011,62,175,,2,8/6/2011,64,19.97,161,54.83,64,20.17,161,52.58,78,22:52,23:19,27.1,1,7.8,7.9,7.85,7,1,1,44,20,10.2,12.7,,N01
2011,63,200,,2,8/7/2011,64,29.96,161,53.77,64,,161,,53,09:43,10:10,26.5,1,4.8,5.6,5.2,7,1,2,40,20,12.76,12.75,,N02
2011,64,220,,2,8/7/2011,64,38.47,161,21.56,64,38.7,161,19.44,76,13:11,13;36,25.3,1,3.6,4.8,4.2,7,1,2,29,20,13.27,13.2,,N03; probably should repeat this tow; extensive damage due to large rocks (from email)
2011,65,147,,2,8/9/2011,64,10.09,161,9.82,64,9.31,161,9.44,168,06:03,06:26,22.1,0.8,5.5,5.7,5.6,9,1,1,31,20,12.04,12.1,,N04; stopped tow early .8NM suspected rocks and debris; some net damage (from email)
2011,66,121,,2,8/9/2011,64,0.36,161,35.86,64,11,161,34.12,107,10:00,10:21,21.6,0.8,9.1,9.2,9.15,8,1,1,46,20,7.32,11.9,,N05
2011,67,148,,2,8/9/2011,64,10.03,161,32.6,64,9.07,161,31.92,162,11;55,12:23,27.4,1,8.4,8.4,8.4,7,1,1,44,20,11.88,11.9,,N06
2011,68,149,,2,8/9/2011,64,9.95,161,55.44,64,9.11,161,56.68,212,14:03,14:30,26.3,1,8.9,9,8.95,9,1,1,45,20,8.57,11.9,,N07
2011,69,122,,2,8/9/2011,64,0.98,161,57.23,64,0.01,161,56.69,166,15:46,16:30,27.1,1,8.6,8.7,8.65,7,1,1,46,20,6.26,12,,N08; 32 legal red king crab
2011,70,122,r,2,8/9/2011,64,1.01,161,57.5,64,0.02,161,57.3,175,16:52,17:19,27.5,1,8.6,8.6,8.6,7,1,1,46,20,6.25,12.1,,N09
2011,71,205,,2,8/15/2011,64,26,166,7.81,64,26.78,166,5.85,72,17:07,17:31,24.1,0.9,17.2,19.2,18.2,2,1,2,60,20,8.33,,,N32
