"#  ADF&G 2024 trawl survey Haul data   # Haul_rate : r (retow), d(bad tow)  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Haul,Station,Haul_rate,Net,Date,Lat_Deg_Start,Lat_Min_Start,Long_Deg_Start,Long_Min_Start,Lat_Deg_End,Lat_Min_End,Long_Deg_End,Long_Min_End,Compas,Time_Start,Time_End,Tow_minutes,Tow_dist_NM,Depth_Min_fm,Depth_Max_fm,Depth_Ave_fm,Clouds,Sea,Swell,Scope_fm,Gear_perf,Temp_Surf_C,Temp_Bottom_C,Sal_PSU,Comments
2024,22,131,,,7/27/2024,63,99.92,165,30.22,63,99.04,165,60.07,99,1933,1956,23,1,9,9,9,,,,,,,,,
2024,23,158,,,7/28/2024,64,16.59,165,36.36,64,17.4,165,32.49,63,626,648,22,1,8.9,9,9,,,,,,,,,
2024,24,157,,,7/28/2024,64,16.63,164,96.55,64,15.89,164,92.58,90,844,907,23,1,7.9,7.9,7.9,,,,,,,,,
2024,25,183,,,7/28/2024,64,33.06,164,95.91,64,33.72,164,92.09,76,1119,1141,22,1,15.5,17.3,15.7,,,,,,,,,
2024,26,182,,,7/28/2024,64,33.46,164,56.33,64,34.7,164,53.68,88,1427,1550,23,1,7.2,7.7,7.4,,,,,,,,,
2024,27,156,,,7/28/2024,64,17.3,164,58.33,64,16.13,164,55.08,115,1654,1715,21,1,7.3,7.5,7.4,,,,,,,,,
2024,28,129,,,7/28/2024,64,0.28,164,56.63,64,0.05,164,51.51,90,1907,1930,23,1,9,9,9,,,,,,,,,
2024,29,128,,,7/29/2024,63,99.94,164,20.05,64,0,164,15.59,86,645,708,23,1,8.1,8.3,8.2,,,,,,,,,
2024,30,155,,,7/29/2024,64,15.55,164,24.41,64,15.19,164,27.9,192,925,947,22,1,9.7,9.8,9.8,,,,,,,,,
2024,31,181,,,7/29/2024,64,32.61,164,20.14,64,31.58,164,22.98,142,1329,1352,23,1,6.5,6.8,6.6,,,,,,,,,
2024,32,203,,,7/30/2024,64,50.29,164,15.7,64,49.13,164,12.16,91,631,653,22,1,8.4,8.8,8.7,,,,,,,,,
2024,33,202,,,7/30/2024,64,49.12,163,82.18,64,47.63,163,84.9,187,831,854,23,1,7.6,7.8,7.7,,,,,,,,,
2024,34,180,,,7/30/2024,64,32.96,163,84.1,64,32.3,163,87.49,168,1037,1059,22,1,9.4,8.4,8.4,,,,,,,,,
2024,35,154,,,7/30/2024,64,16.72,163,82.2,64,15.84,163,78.64,97,1321,1344,23,1,9.8,10.5,9.8,,,,,,,,,
2024,36,153,,,7/30/2024,64,16.54,163,43.29,64,16.43,163,38.86,91,1532,1555,23,1,9.8,10.3,9.9,,,,,,,,,
2024,37,152,,,7/30/2024,64,16.72,163,3.62,64,16.74,162,99.87,89,1742,18,22,1,12.08,13.2,12.9,,,,,,,,,
2024,38,176,,,7/31/2024,64,33.98,162,25.3,64,34,162,21.33,95,756,818,22,1,9.2,9.3,9.2,,,,,,,,,
2024,39,124,,,8/1/2024,64,0.7,162,73.61,64,0.62,162,67.87,88,2225,2247,22,1,9,9,9,,,,,,,,,
2024,40,125,,,8/2/2024,64,0.87,163,8.63,64,1.09,163,11.72,283,116,140,24,1,9,9,9,,,,,,,,,
