"","Year","Agent","ADFG_Station","Haul","Month","Day","Latitude","Longitude","Swept_NM2","Depth_m","Bottom_Temp","Surface_Temp","ADFG_tier","female","NOCrab","other","Total","UNK"
"26",1976,"NOAA",80,142,9,19,63.66666667,-165.7666667,0.01316632,27,8.2,8.6,"t1",NA,NA,NA,151.902733641595,NA
"27",1976,"NOAA",57,143,9,19,63.48333333,-166.0166667,0.01316632,27,6.2,7.8,"O",NA,NA,NA,303.805467283189,NA
"28",1976,"NOAA",39,144,9,19,63.35,-166.0833333,0.01152053,26,8.6,9.7,"O",NA,NA,NA,347.206248323645,NA
"29",1976,"NOAA",20,145,9,19,63.18333333,-166.0833333,0.012343425,24,9.3,9.9,"O",NA,NA,NA,81.0147912755171,NA
"30",1976,"NOAA",19,146,9,19,63.16666667,-165.7333333,0.01316632,24,10.5,9.7,"O",NA,NA,NA,151.902733641595,NA
"31",1976,"NOAA",18,147,9,19,63.15,-165.35,0.012343425,18,9.6,9.4,"O",NA,0,NA,NA,NA
"32",1976,"NOAA",38,148,9,19,63.31666667,-165.75,0.01316632,26,9,9.6,"O",NA,NA,NA,379.756834103986,NA
"33",1976,"NOAA",56,149,9,19,63.53333333,-165.7166667,0.015635005,27,8.6,9.6,"O",NA,0,NA,NA,NA
"34",1976,"NOAA",37,150,9,19,63.38333333,-165.3166667,0.013989215,20,9.7,9.6,"O",NA,0,NA,NA,NA
"35",1976,"NOAA",55,151,9,20,63.5,-165.35,0.0164579,20,9.8,9.8,"O",60.7610934566378,NA,NA,60.7610934566378,NA
"36",1976,"NOAA",104,153,9,20,63.83333333,-165.3333333,0.015635005,21,NA,NA,"t1",NA,NA,NA,319.795228719147,63.9590457438293
"37",1976,"NOAA",103,154,9,20,63.83333333,-165.0333333,0.017280795,20,9.7,9.5,"t1",NA,NA,NA,115.735416107882,NA
"38",1976,"NOAA",77,155,9,20,63.68333333,-164.6333333,0.010697635,17,9.3,9.6,"O",NA,0,NA,NA,NA
"39",1976,"NOAA",78,156,9,20,63.66666667,-164.9833333,0.01316632,20,9.5,9.6,"t1",NA,0,NA,NA,NA
"40",1976,"NOAA",54,157,9,20,63.56666667,-164.9666667,0.01316632,13,10.1,9.4,"O",NA,0,NA,NA,NA
"41",1976,"NOAA",53,158,9,20,63.55,-164.6166667,0.01316632,13,10.1,9.5,"O",NA,0,NA,NA,NA
"42",1976,"NOAA",52,159,9,20,63.53333333,-164.25,0.012343425,13,9.7,9.4,"O",NA,0,NA,NA,NA
"43",1976,"NOAA",76,160,9,20,63.63333333,-164.2333333,0.01481211,15,9.5,9.4,"O",NA,0,NA,NA,NA
"44",1976,"NOAA",102,161,9,20,63.83333333,-164.6,0.013989215,19,9.4,9.4,"t3",NA,NA,NA,214.450918082251,NA
"45",1976,"NOAA",100,163,9,20,63.85,-163.8666667,0.01481211,20,9.2,9.8,"t3",202.536978188793,NA,NA,1620.29582551034,NA
"46",1976,"NOAA",75,164,9,21,63.66666667,-163.8833333,0.010697635,17,9.5,9.8,"O",1495.65768508647,NA,NA,NA,NA
"47",1976,"NOAA",50,166,9,21,63.55,-163.5,0.01152053,16,9.8,9.6,"O",NA,0,NA,NA,NA
"48",1976,"NOAA",74,167,9,21,63.66666667,-163.45,0.01481211,17,8.9,9.6,"O",202.536978188793,NA,NA,67.5123260629309,NA
"49",1976,"NOAA",99,168,9,21,63.83333333,-163.4666667,0.013989215,20,8.5,9.8,"t3",71.4836393607504,NA,NA,571.869114886003,NA
"50",1976,"NOAA",126,169,9,21,64.01666667,-163.4333333,0.013989215,24,7,9.5,"c",NA,NA,142.967278721501,714.836393607504,NA
"51",1976,"NOAA",125,170,9,21,64,-163.05,0.012343425,22,4.8,9.4,"c",NA,0,NA,NA,NA
"52",1976,"NOAA",98,171,9,21,63.85,-163.1333333,0.013989215,20,7.5,9.2,"t3",NA,NA,NA,357.418196803752,NA
"53",1976,"NOAA",73,172,9,21,63.63333333,-163.1666667,0.01316632,17,9.1,9.6,"O",NA,0,NA,NA,NA
"54",1976,"NOAA",49,173,9,21,63.51666667,-163.1666667,0.01316632,14,11.4,9.4,"O",75.9513668207973,NA,NA,NA,NA
"55",1976,"NOAA",124,176,9,22,64,-162.6833333,0.01152053,22,4.2,9.8,"c",NA,0,NA,NA,NA
"56",1976,"NOAA",96,177,9,22,63.81666667,-162.35,0.0164579,20,6.3,9.1,"t3",NA,NA,NA,364.566560739827,NA
"57",1976,"NOAA",94,178,9,22,63.81666667,-161.6,0.0164579,18,2.5,9.3,"t2",NA,NA,NA,121.522186913276,NA
"58",1976,"NOAA",95,179,9,22,63.85,-161.9833333,0.015635005,20,3.7,9.4,"t2",NA,NA,NA,127.918091487659,NA
"59",1976,"NOAA",123,180,9,22,64,-162.3333333,0.01481211,21,3.8,9.1,"c",NA,0,NA,NA,NA
"60",1976,"NOAA",122,181,9,22,64,-161.9666667,0.015635005,20,4.2,9.1,"t2",NA,0,NA,NA,NA
"61",1976,"NOAA",121,182,9,23,64,-161.55,0.01316632,21,1.6,9.2,"t2",NA,NA,NA,75.9513668207973,NA
"62",1976,"NOAA",68,183,9,23,63.68333333,-161.25,0.0164579,15,4,9.1,"t2",NA,0,NA,NA,NA
"63",1976,"NOAA",93,184,9,23,63.81666667,-161.25,0.013989215,16,3.3,9.4,"t2",NA,NA,NA,214.450918082251,NA
"64",1976,"NOAA",174,185,9,23,64.33333333,-161.5666667,0.0164579,17,2.6,9.3,"t2",NA,NA,NA,303.805467283189,NA
"65",1976,"NOAA",200,186,9,23,64.5,-161.9,0.0164579,15,7,9.4,"O",911.416401849568,NA,NA,182.283280369914,NA
"66",1976,"NOAA",175,187,9,23,64.33333333,-161.9666667,0.013989215,20,2.7,9.2,"t2",142.967278721501,NA,NA,142.967278721501,NA
"67",1976,"NOAA",148,188,9,23,64.18333333,-161.5166667,0.015635005,19,2.5,9.1,"t2",NA,NA,NA,63.9590457438293,NA
"68",1976,"NOAA",149,190,9,23,64.15,-161.85,0.015635005,22,3.7,9.2,"t2",NA,NA,NA,191.877137231488,NA
"69",1976,"NOAA",249,192,9,28,65,-168.4833333,0.01316632,51,2.2,4.7,"ONS",NA,0,NA,NA,NA
"70",1976,"NOAA",250,193,9,29,65,-169.0666667,0.017280795,51,2.4,4.4,"ONS",NA,0,NA,NA,NA
"71",1976,"NOAA",252,194,9,29,65,-169.5,0.0164579,51,2,4.4,"ONS",NA,0,NA,NA,NA
"72",1976,"NOAA",230,195,9,29,64.73333333,-169.5833333,0.012343425,48,1.7,4.1,"ONS",NA,0,NA,NA,NA
"73",1976,"NOAA",64,201,9,29,63.5,-168.8666667,0.01152053,27,6.7,6.3,"ONS",NA,0,NA,NA,NA
"74",1976,"NOAA",24,203,9,30,63.25,-167.6166667,0.01481211,38,4.2,6.9,"ONS",NA,0,NA,NA,NA
"75",1976,"NOAA",23,204,9,30,63.23333333,-167.0833333,0.010697635,27,7.8,7.3,"ONS",NA,NA,NA,186.957210635809,NA
"76",1976,"NOAA",21,205,10,1,63.25,-166.4833333,0.01316632,26,8.8,8.6,"O",NA,NA,NA,151.902733641595,75.9513668207973
"77",1976,"NOAA",58,206,10,1,63.46666667,-166.4666667,0.013989215,27,8,8.1,"O",NA,0,NA,NA,NA
"78",1976,"NOAA",60,207,10,1,63.53333333,-167.1,0.012343425,30,6.7,6.5,"ONS",NA,0,NA,NA,NA
"79",1976,"NOAA",61,208,10,1,63.48333333,-167.6666667,0.01481211,34,5.3,5.3,"ONS",NA,0,NA,NA,NA
"80",1976,"NOAA",63,209,10,1,63.53333333,-168.2166667,0.01481211,32,6.2,6.4,"ONS",NA,0,NA,NA,NA
"81",1976,"NOAA",113,210,10,1,63.76666667,-168.8833333,0.0164579,35,3.7,4.5,"ONS",NA,0,NA,NA,NA
"82",1976,"NOAA",84,211,10,1,63.73333333,-167.1,0.01316632,33,6.2,6.2,"ONS",NA,0,NA,NA,NA
"83",1976,"NOAA",110,212,10,1,63.76666667,-167.6833333,0.01481211,33,7.3,7.1,"ONS",NA,0,NA,NA,NA
"84",1976,"NOAA",112,213,10,1,63.76666667,-168.3,0.013989215,35,5.1,4.9,"ONS",NA,0,NA,NA,NA
"85",1976,"NOAA",139,215,10,2,64.01666667,-168.3166667,0.015635005,40,1.9,4.7,"ONS",NA,0,NA,NA,NA
"86",1976,"NOAA",137,216,10,2,64.03333333,-167.7833333,0.01316632,38,6.7,6.6,"ONS",NA,0,NA,NA,NA
"87",1976,"NOAA",136,217,10,2,64.03333333,-167.1666667,0.01481211,35,6.2,5.1,"ONS",NA,0,NA,NA,NA
"88",1976,"NOAA",134,218,10,2,64.01666667,-166.6,0.013989215,33,4.8,7.2,"c",NA,0,NA,NA,NA
"89",1976,"NOAA",107,219,10,2,63.76666667,-166.55,0.01316632,32,5.8,6.6,"t1",NA,0,NA,NA,NA
"90",1976,"NOAA",128,220,10,2,64.01666667,-164.3,0.018926585,20,8.8,8.2,"c",NA,NA,NA,264.178667202773,52.8357334405546
"91",1976,"NOAA",127,221,10,2,64,-163.8166667,0.01974948,22,8.8,8.2,"c",NA,0,NA,NA,NA
"92",1976,"NOAA",155,222,10,2,64.15,-164.2333333,0.0164579,23,8.1,8.6,"c",NA,NA,NA,121.522186913276,NA
"93",1976,"NOAA",153,223,10,2,64.16666667,-163.4833333,0.01316632,22,7.4,8.6,"c",NA,NA,NA,303.805467283189,NA
"94",1976,"NOAA",151,224,10,3,64.16666667,-162.75,0.022218165,22,1.4,8.1,"c",NA,NA,NA,180.032869501149,NA
"95",1976,"NOAA",201,225,10,3,64.5,-162.3333333,0.0164579,17,6.8,7.5,"O",364.566560739827,NA,NA,60.7610934566378,NA
"96",1976,"NOAA",150,227,10,3,64.15,-162.2666667,0.012343425,18,7,8,"c",324.059165102068,NA,NA,243.044373826551,NA
"97",1976,"NOAA",152,228,10,3,64.16666667,-163.1,0.015635005,28,6.4,8.2,"c",NA,NA,NA,319.795228719147,NA
"98",1976,"NOAA",154,229,10,3,64.16666667,-163.8,0.01316632,23,11.2,8,"c",151.902733641595,NA,NA,607.610934566378,NA
"99",1976,"NOAA",181,230,10,3,64.33333333,-164.2166667,0.015635005,17,8.6,7.6,"c",127.918091487659,NA,NA,NA,NA
"100",1976,"NOAA",179,231,10,3,64.33333333,-163.55,0.013989215,22,8.7,7.4,"c",142.967278721501,NA,NA,NA,71.4836393607504
"101",1976,"NOAA",180,233,10,4,64.33333333,-163.8,0.01810369,19,9.1,8,"c",NA,NA,NA,55.2373576878526,NA
"102",1976,"NOAA",202,234,10,4,64.5,-163.9166667,0.01152053,18,8.8,7.2,"c",1562.4281174564,NA,173.603124161822,347.206248323645,NA
"103",1976,"NOAA",203,243,10,5,64.5,-164.2833333,0.013989215,20,8.5,7.2,"c",1358.18914785426,NA,NA,786.320032968254,NA
"104",1976,"NOAA",161,252,10,6,64.25,-166.5666667,0.012343425,29,7.4,7.3,"c",NA,NA,NA,162.029582551034,NA
"105",1976,"NOAA",163,253,10,7,64.25,-167.1,0.017280795,31,6.3,6.1,"ONS",NA,0,NA,NA,NA
"106",1976,"NOAA",190,254,10,7,64.26666667,-167.8333333,0.015635005,37,7,6.3,"ONS",NA,0,NA,NA,NA
"107",1976,"NOAA",166,255,10,7,64.25,-168.3666667,0.0164579,39,3.6,4.3,"ONS",NA,0,NA,NA,NA
"108",1976,"NOAA",22,266,10,9,63.23333333,-166.9833333,0.01481211,26,NA,NA,"O",NA,0,NA,NA,NA
"109",1979,"NOAA",161,1,7,26,64.26333333,-166.5438333,0.012343425,23.7744,7.1,9.7,"c",NA,0,NA,NA,NA
"110",1979,"NOAA",163,2,7,26,64.254,-167.1348333,0.012343425,25.6032,5,9.7,"ONS",NA,0,NA,NA,NA
"111",1979,"NOAA",208,3,7,27,64.49583333,-167.2938333,0.013989215,25.6032,5.1,8.1,"ONS",NA,NA,NA,71.4836393607504,NA
"112",1979,"NOAA",224,4,7,27,64.725,-167.2715,0.012343425,25.6032,7.6,8.8,"ONS",NA,NA,NA,81.0147912755171,NA
"113",1979,"NOAA",225,5,7,27,64.72666667,-167.8555,0.012343425,32.9184,2.6,8.7,"ONS",NA,0,NA,NA,NA
"114",1979,"NOAA",227,6,7,27,64.7595,-168.4273333,0.012343425,40.2336,3.4,9,"ONS",NA,0,NA,NA,NA
"115",1979,"NOAA",240,7,7,27,64.7615,-169.0483333,0.012343425,43.8912,0.5,9,"ONS",NA,0,NA,NA,NA
"116",1979,"NOAA",230,8,7,27,64.74116667,-169.5691667,0.00822895,43.8912,0.8,8.8,"ONS",NA,0,NA,NA,NA
"117",1979,"NOAA",211,11,7,27,64.54433333,-168.4556667,0.012343425,38.4048,2.7,9.9,"ONS",NA,0,NA,NA,NA
"118",1979,"NOAA",210,12,7,27,64.48783333,-167.894,0.012343425,32.9184,1.8,10.1,"ONS",NA,0,NA,NA,NA
"119",1979,"NOAA",190,13,7,27,64.27933333,-167.8401667,0.012343425,31.0896,2.2,10.1,"ONS",NA,0,NA,NA,NA
"120",1979,"NOAA",166,14,7,28,64.248,-168.3686667,0.012343425,34.7472,2.3,9.5,"ONS",NA,0,NA,NA,NA
"121",1979,"NOAA",139,20,7,28,64.03116667,-168.3048333,0.013989215,32.9184,4,8.3,"ONS",NA,0,NA,NA,NA
"122",1979,"NOAA",137,21,7,28,64.0295,-167.773,0.013989215,32.9184,2.6,9.4,"ONS",NA,0,NA,NA,NA
"123",1979,"NOAA",136,22,7,28,64.01366667,-167.1765,0.012343425,29.2608,3.4,8.9,"ONS",NA,0,NA,NA,NA
"124",1979,"NOAA",134,23,7,28,64.0295,-166.6091667,0.012343425,27.432,5.6,8,"c",NA,NA,NA,81.0147912755171,NA
"125",1979,"NOAA",134,24,7,28,64.01216667,-166.6158333,0.012343425,27.432,NA,NA,"c",NA,NA,NA,324.059165102068,NA
"126",1979,"NOAA",82,25,7,29,63.76433333,-166.546,0.012343425,25.6032,5.4,7.8,"t1",NA,NA,NA,567.10353892862,NA
"127",1979,"NOAA",60,26,7,29,63.522,-167.085,0.012343425,21.9456,6,7.9,"ONS",NA,0,NA,NA,NA
"128",1979,"NOAA",84,27,7,29,63.73816667,-167.101,0.013989215,27.432,5.6,8.7,"ONS",NA,NA,NA,71.4836393607504,NA
"129",1979,"NOAA",110,28,7,29,63.7685,-167.669,0.013989215,27.432,4,8.9,"ONS",NA,0,NA,NA,NA
"130",1979,"NOAA",112,29,7,29,63.76833333,-168.2905,0.013989215,29.2608,1,9.3,"ONS",NA,0,NA,NA,NA
"131",1979,"NOAA",64,33,7,29,63.48716667,-168.8563333,0.012343425,23.7744,1.7,8.3,"ONS",NA,0,NA,NA,NA
"132",1979,"NOAA",63,34,7,29,63.5235,-168.2013333,0.012343425,27.432,1.3,8.9,"ONS",NA,0,NA,NA,NA
"133",1979,"NOAA",61,35,7,30,63.485,-167.6583333,0.012343425,27.432,6.1,6.8,"ONS",NA,0,NA,NA,NA
"134",1979,"NOAA",24,36,7,30,63.24116667,-167.6111667,0.01316632,31.0896,6.2,8.2,"ONS",NA,0,NA,NA,NA
"135",1979,"NOAA",23,37,7,30,63.24066667,-167.0743333,0.012343425,21.9456,5.6,8.3,"ONS",NA,0,NA,NA,NA
"136",1979,"NOAA",21,38,7,30,63.253,-166.4775,0.012343425,20.1168,8,8.3,"O",NA,0,NA,NA,NA
"137",1979,"NOAA",58,39,7,30,63.479,-166.4661667,0.012343425,21.9456,6.7,8.3,"O",NA,NA,NA,81.0147912755171,NA
"138",1979,"NOAA",39,40,7,30,63.3375,-166.0938333,0.01316632,20.1168,9.6,10,"O",NA,0,NA,NA,NA
"139",1979,"NOAA",20,41,7,30,63.16766667,-166.1098333,0.010697635,18.288,9,10,"O",NA,0,NA,NA,NA
"140",1979,"NOAA",19,42,7,30,63.17633333,-165.741,0.012343425,18.288,10,9.9,"O",NA,0,NA,NA,NA
"141",1979,"NOAA",38,43,7,30,63.30266667,-165.7555,0.01316632,18.288,9.4,9.7,"O",NA,0,NA,NA,NA
"142",1979,"NOAA",56,44,7,30,63.53466667,-165.7245,0.012343425,20.1168,10.3,10.3,"O",NA,0,NA,NA,NA
"143",1979,"NOAA",57,45,7,30,63.48983333,-166.024,0.012343425,21.9456,9.8,10,"O",NA,NA,NA,81.0147912755171,NA
"144",1979,"NOAA",81,46,7,30,63.64883333,-166.0478333,0.01152053,21.9456,NA,NA,"t1",NA,NA,NA,954.817182890023,NA
"145",1979,"NOAA",133,47,7,31,64.04116667,-166.1408333,0.013989215,20.1168,9,9.4,"c",NA,NA,NA,857.803672329005,NA
"146",1979,"NOAA",160,48,7,31,64.19416667,-166.1321667,0.013989215,18.288,8.5,9.2,"c",NA,NA,NA,285.934557443002,NA
"147",1979,"NOAA",186,49,7,31,64.3275,-166.177,0.012343425,20.1168,8.5,10.4,"c",648.118330204137,NA,81.0147912755171,729.133121479654,NA
"148",1979,"NOAA",204,50,7,31,64.47466667,-165.81,0.010697635,14.6304,NA,NA,"O",NA,0,NA,NA,NA
"149",1979,"NOAA",185,51,7,31,64.33216667,-165.7486667,0.012343425,20.1168,10.9,11.1,"c",324.059165102068,NA,NA,486.088747653103,NA
"150",1979,"NOAA",159,52,7,31,64.14633333,-165.7353333,0.012343425,16.4592,14.7,11.3,"c",NA,0,NA,NA,NA
"151",1979,"NOAA",132,53,7,31,63.993,-165.6501667,0.012343425,14.6304,8.7,10.1,"c",NA,NA,NA,81.0147912755171,NA
"152",1979,"NOAA",106,54,7,31,63.83416667,-166.0893333,0.012343425,21.9456,8.7,8.9,"t1",NA,NA,NA,972.177495306205,NA
"153",1979,"NOAA",105,55,7,31,63.83266667,-165.6725,0.012343425,16.4592,9.4,9.5,"t1",NA,0,NA,NA,NA
"154",1979,"NOAA",104,56,7,31,63.82266667,-165.3241667,0.013989215,14.6304,9.1,9.7,"t1",NA,0,NA,NA,NA
"155",1979,"NOAA",131,57,8,1,63.99383333,-165.28,0.012343425,14.6304,10.3,11.6,"c",NA,NA,NA,81.0147912755171,NA
"156",1979,"NOAA",158,58,8,1,64.15,-165.3486667,0.012343425,14.6304,10.6,11.1,"c",NA,NA,NA,81.0147912755171,NA
"157",1979,"NOAA",184,59,8,1,64.33066667,-165.4271667,0.012343425,23.7744,10.5,12.3,"c",NA,0,NA,NA,NA
"158",1979,"NOAA",183,60,8,1,64.2965,-165.0831667,0.012343425,16.4592,11.1,11.3,"c",81.0147912755171,NA,NA,162.029582551034,NA
"159",1979,"NOAA",157,61,8,1,64.15416667,-164.9948333,0.012343425,12.8016,10.9,11.1,"c",81.0147912755171,NA,81.0147912755171,81.0147912755171,NA
"160",1979,"NOAA",130,62,8,1,63.99416667,-164.9765,0.012343425,14.6304,9.3,11.7,"c",NA,NA,81.0147912755171,324.059165102068,NA
"161",1979,"NOAA",103,63,8,1,63.84,-165.0306667,0.012343425,14.6304,9.4,11.7,"t1",NA,NA,NA,162.029582551034,NA
"162",1979,"NOAA",102,64,8,1,63.81366667,-164.6281667,0.01152053,12.8016,10.6,12.2,"t3",NA,0,NA,NA,NA
"163",1979,"NOAA",129,65,8,1,63.98666667,-164.6135,0.01152053,16.4592,9.3,11.7,"c",NA,0,NA,NA,NA
"164",1979,"NOAA",156,66,8,1,64.16433333,-164.5963333,0.012343425,10.9728,10.2,13.7,"c",NA,0,NA,NA,NA
"165",1979,"NOAA",182,67,8,1,64.31666667,-164.6785,0.01316632,16.4592,11.9,14.2,"c",NA,0,NA,NA,NA
"166",1979,"NOAA",203,68,8,1,64.4785,-164.3078333,0.012343425,16.4592,10.2,13.9,"c",NA,0,NA,NA,NA
"167",1979,"NOAA",181,69,8,1,64.32566667,-164.215,0.012343425,10.9728,12,14.2,"c",162.029582551034,NA,162.029582551034,NA,NA
"168",1979,"NOAA",155,70,8,1,64.15633333,-164.2371667,0.01316632,14.6304,9.1,14.7,"c",455.708200924784,NA,379.756834103986,75.9513668207973,NA
"169",1979,"NOAA",128,71,8,2,64.00033333,-164.2828333,0.012343425,14.6304,9,13.8,"c",NA,NA,NA,486.088747653103,NA
"170",1979,"NOAA",101,72,8,2,63.80583333,-164.2275,0.01316632,12.8016,10.2,12.7,"t3",NA,0,NA,NA,NA
"171",1979,"NOAA",100,73,8,2,63.85216667,-163.856,0.012343425,14.6304,8.8,14.4,"t3",162.029582551034,NA,NA,NA,NA
"172",1979,"NOAA",154,75,8,2,64.1825,-163.8013333,0.012343425,14.6304,9.8,14.4,"c",NA,NA,NA,162.029582551034,NA
"173",1979,"NOAA",180,76,8,2,64.33866667,-163.7921667,0.012343425,14.6304,9.5,13.9,"c",NA,NA,162.029582551034,NA,NA
"174",1979,"NOAA",202,77,8,2,64.48883333,-163.926,0.012343425,12.8016,10,14,"c",81.0147912755171,NA,81.0147912755171,NA,NA
"175",1979,"NOAA",179,79,8,2,64.34983333,-163.5446667,0.01152053,14.6304,9.3,14.6,"c",NA,0,NA,NA,NA
"176",1979,"NOAA",153,80,8,2,64.1665,-163.4866667,0.01481211,14.6304,8.6,14.5,"c",67.5123260629309,NA,202.536978188793,135.024652125862,NA
"177",1979,"NOAA",126,81,8,2,64.00083333,-163.4146667,0.012343425,18.288,8.4,14.5,"c",NA,NA,NA,162.029582551034,NA
"178",1979,"NOAA",99,82,8,2,63.83616667,-163.4708333,0.012343425,14.6304,9.4,14.1,"t3",NA,0,NA,NA,NA
"179",1979,"NOAA",98,83,8,2,63.82833333,-163.1316667,0.012343425,14.6304,9.8,14.2,"t3",NA,0,NA,NA,NA
"180",1979,"NOAA",125,84,8,3,63.99866667,-163.037,0.012343425,16.4592,8.6,14.4,"c",243.044373826551,NA,NA,162.029582551034,NA
"181",1979,"NOAA",152,85,8,3,64.15116667,-163.0958333,0.012343425,18.288,8.9,14.6,"c",NA,NA,81.0147912755171,NA,NA
"182",1979,"NOAA",150,86,8,3,64.1475,-162.2561667,0.01316632,14.6304,10,14.8,"c",NA,0,NA,NA,NA
"183",1979,"NOAA",176,87,8,3,64.30566667,-162.3038333,0.012343425,14.6304,11,15,"c",162.029582551034,NA,NA,NA,NA
"184",1979,"NOAA",201,88,8,3,64.48166667,-162.3535,0.012343425,10.9728,15,15,"O",81.0147912755171,NA,NA,NA,NA
"185",1979,"NOAA",174,89,8,3,64.29983333,-161.6191667,0.012343425,10.9728,15,15,"t2",NA,0,NA,NA,NA
"186",1979,"NOAA",148,90,8,3,64.175,-161.535,0.012343425,12.8016,13.8,15,"t2",NA,0,NA,NA,NA
"187",1979,"NOAA",121,91,8,3,63.978,-161.5828333,0.01316632,14.6304,14,14.9,"t2",75.9513668207973,NA,NA,NA,NA
"188",1979,"NOAA",94,92,8,3,63.79583333,-161.5813333,0.012343425,10.9728,14.6,15,"t2",81.0147912755171,NA,NA,NA,NA
"189",1979,"NOAA",96,93,8,3,63.82033333,-162.3268333,0.012343425,12.8016,14.3,15,"t3",81.0147912755171,NA,81.0147912755171,NA,NA
"190",1979,"NOAA",123,94,8,3,63.985,-162.3375,0.012343425,12.8016,8.4,15,"c",NA,0,NA,NA,NA
"191",1979,"NOAA",73,95,8,3,63.66283333,-163.0815,0.012343425,12.8016,10,13.3,"O",NA,0,NA,NA,NA
"192",1979,"NOAA",108,109,8,5,63.869,-166.8703333,0.01316632,29.2608,NA,NA,"O",NA,NA,NA,75.9513668207973,NA
"193",1979,"NOAA",83,114,8,5,63.63266667,-166.818,0.012343425,25.6032,NA,NA,"O",81.0147912755171,NA,NA,243.044373826551,NA
"194",1979,"NOAA",80,117,8,5,63.65183333,-165.7573333,0.01316632,18.288,10,10.3,"t1",75.9513668207973,NA,NA,NA,NA
"195",1979,"NOAA",79,118,8,5,63.67283333,-165.3335,0.012343425,14.6304,NA,NA,"t1",NA,0,NA,NA,NA
"196",1982,"NOAA",204,20,9,5,64.48133333,-165.87,0.0129194515,14.6304,11.8,12.3,"O",NA,0,NA,NA,NA
"197",1982,"NOAA",186,21,9,5,64.33433333,-166.1736667,0.0127548725,21.9456,9.6,9.6,"c",156.802821823582,NA,NA,1489.62680732402,78.4014109117908
