Haul #,Station,Vessel,Month,Day,Year,Species Code,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# caught,Net fished,,,,
4,123,Pandalus,7,25,2008,71882,0.52,5,,,06/USED,,,,
4,123,Pandalus,7,25,2008,71884,0.78,5,,,06/USED,,,,
4,123,Pandalus,7,25,2008,74562,0.07,80,,,06/USED,,,,
4,123,Pandalus,7,25,2008,75286,0.145,4,,,06/USED,,,,
4,123,Pandalus,7,25,2008,80020,2.8,1,,,06/USED,,,,
4,123,Pandalus,7,25,2008,80200,0.43,2,,,06/USED,,,,
4,123,Pandalus,7,25,2008,80595,0.042,5,,,06/USED,,,,
4,123,Pandalus,7,25,2008,81742,40.03,303,,,06/USED,,,,
4,123,Pandalus,7,25,2008,82510,2.058,43,,,06/USED,,,,
4,123,Pandalus,7,25,2008,83000,0.001,4,,,06/USED,,,,
4,123,Pandalus,7,25,2008,83020,0.66,1,,,06/USED,,,,
4,123,Pandalus,7,25,2008,95020,0.001,1,,,06/USED,,,,
4,123,Pandalus,7,25,2008,98082,0.178,15,,,06/USED,,,,
4,123,Pandalus,7,25,2008,99999,1.17,.,,,06/USED,,,,
5,122,Pandalus,7,25,2008,10210,0.12,4,,,06/USED,,,,
5,122,Pandalus,7,25,2008,10285,0.042,1,,,06/USED,,,,
5,122,Pandalus,7,25,2008,21313,0.02,2,,,06/USED,,,,
5,122,Pandalus,7,25,2008,21388,0.065,3,,,06/USED,,,,
5,122,Pandalus,7,25,2008,21735,0.095,2,,,06/USED,,,,
5,122,Pandalus,7,25,2008,23801,0.08,6,,,06/USED,,,,
5,122,Pandalus,7,25,2008,23804,0.007,1,,,06/USED,,,,
5,122,Pandalus,7,25,2008,24189,0.16,1,,,06/USED,,,,
5,122,Pandalus,7,25,2008,41201,0.178,13,,,06/USED,,,,
5,122,Pandalus,7,25,2008,56300,0.005,4,,,06/USED,,,,
5,122,Pandalus,7,25,2008,65100,0.49,27,,,06/USED,,,,
5,122,Pandalus,7,25,2008,66045,0.04,23,,,06/USED,,,,
5,122,Pandalus,7,25,2008,66548,0.01,3,,,06/USED,,,,
5,122,Pandalus,7,25,2008,66611,0.175,36,,,06/USED,,,,
5,122,Pandalus,7,25,2008,69035,1.025,29,,,06/USED,,,,
5,122,Pandalus,7,25,2008,69061,0.12,11,,,06/USED,,,,
5,122,Pandalus,7,25,2008,69086,0.98,24,,,06/USED,,,,
5,122,Pandalus,7,25,2008,69322,1.1,2,,,06/USED,,,,
5,122,Pandalus,7,25,2008,71001,0.03,1,,,06/USED,,,,
5,122,Pandalus,7,25,2008,71882,0.01,1,,,06/USED,,,,
5,122,Pandalus,7,25,2008,71884,1.6,22,,,06/USED,,,,
5,122,Pandalus,7,25,2008,75286,0.14,3,,,06/USED,,,,
5,122,Pandalus,7,25,2008,80595,0.133,5,,,06/USED,,,,
5,122,Pandalus,7,25,2008,81742,42.05,185,,,06/USED,,,,
5,122,Pandalus,7,25,2008,82510,2.56,101,,,06/USED,,,,
5,122,Pandalus,7,25,2008,83020,0.105,2,,,06/USED,,,,
5,122,Pandalus,7,25,2008,85170,0.018,1,,,06/USED,,,,
5,122,Pandalus,7,25,2008,95020,0.115,30,,,06/USED,,,,
5,122,Pandalus,7,25,2008,95030,0.095,7,,,06/USED,,,,
5,122,Pandalus,7,25,2008,98082,0.32,27,,,06/USED,,,,
5,122,Pandalus,7,25,2008,98310,0.443,2,,,06/USED,,,,
5,122,Pandalus,7,25,2008,99999,4.08,.,,,06/USED,,,,
6,95,Pandalus,7,25,2008,10210,0.185,8,,,06/USED,,,,
6,95,Pandalus,7,25,2008,10285,0.15,2,,,06/USED,,,,
6,95,Pandalus,7,25,2008,20061,0.01,1,,,06/USED,,,,
6,95,Pandalus,7,25,2008,21313,0.05,4,,,06/USED,,,,
6,95,Pandalus,7,25,2008,21331,0.007,1,,,06/USED,,,,
6,95,Pandalus,7,25,2008,21375,0.04,3,,,06/USED,,,,
6,95,Pandalus,7,25,2008,21388,0.47,5,,,06/USED,,,,
6,95,Pandalus,7,25,2008,21735,1.26,18,,,06/USED,,,,
6,95,Pandalus,7,25,2008,23801,0.306,16,,,06/USED,,,,
6,95,Pandalus,7,25,2008,24185,0.06,1,,,06/USED,,,,
6,95,Pandalus,7,25,2008,24189,0.1,1,,,06/USED,,,,
6,95,Pandalus,7,25,2008,41201,0.09,8,,,06/USED,,,,
6,95,Pandalus,7,25,2008,43000,0.015,4,,,06/USED,,,,
6,95,Pandalus,7,25,2008,65100,0.45,27,,,06/USED,,,,
6,95,Pandalus,7,25,2008,66045,0.005,11,,,06/USED,,,,
6,95,Pandalus,7,25,2008,66050,0.002,2,,,06/USED,,,,
6,95,Pandalus,7,25,2008,66548,0.02,11,,,06/USED,,,,
6,95,Pandalus,7,25,2008,66611,0.109,27,,,06/USED,,,,
6,95,Pandalus,7,25,2008,68577,0.015,1,,,06/USED,,,,
6,95,Pandalus,7,25,2008,69035,3.81,76,,,06/USED,,,,
6,95,Pandalus,7,25,2008,69061,0.26,36,,,06/USED,,,,
6,95,Pandalus,7,25,2008,69086,1.13,26,,,06/USED,,,,
6,95,Pandalus,7,25,2008,69120,1.68,24,,,06/USED,,,,
6,95,Pandalus,7,25,2008,69316,0.012,2,,,06/USED,,,,
6,95,Pandalus,7,25,2008,69322,4.05,5,,,06/USED,,,,
6,95,Pandalus,7,25,2008,71001,0.005,2,,,06/USED,,,,
6,95,Pandalus,7,25,2008,71882,0.31,4,,,06/USED,,,,
6,95,Pandalus,7,25,2008,71884,7.75,33,,,06/USED,,,,
6,95,Pandalus,7,25,2008,74435,0.001,1,,,06/USED,,,,
6,95,Pandalus,7,25,2008,74980,0.015,4,,,06/USED,,,,
6,95,Pandalus,7,25,2008,75286,0.14,3,,,06/USED,,,,
6,95,Pandalus,7,25,2008,80595,0.113,7,,,06/USED,,,,
6,95,Pandalus,7,25,2008,81742,16.35,133,,,06/USED,,,,
6,95,Pandalus,7,25,2008,82510,5.7,192,,,06/USED,,,,
6,95,Pandalus,7,25,2008,83020,0.428,7,,,06/USED,,,,
6,95,Pandalus,7,25,2008,95020,0.02,2,,,06/USED,,,,
6,95,Pandalus,7,25,2008,95030,0.075,4,,,06/USED,,,,
6,95,Pandalus,7,25,2008,98082,0.09,9,,,06/USED,,,,
6,95,Pandalus,7,25,2008,98310,0.5,4,,,06/USED,,,,
6,95,Pandalus,7,25,2008,99999,5.85,.,,,06/USED,,,,
7,94,Pandalus,7,25,2008,10210,0.007,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,10285,0.172,4,,,06/USED,,,,
7,94,Pandalus,7,25,2008,20061,0.025,2,,,06/USED,,,,
7,94,Pandalus,7,25,2008,21313,0.81,38,,,06/USED,,,,
7,94,Pandalus,7,25,2008,21375,0.03,9,,,06/USED,,,,
7,94,Pandalus,7,25,2008,21388,0.15,3,,,06/USED,,,,
7,94,Pandalus,7,25,2008,21735,2.78,67,,,06/USED,,,,
7,94,Pandalus,7,25,2008,23801,0.85,45,,,06/USED,,,,
7,94,Pandalus,7,25,2008,23809,0.04,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,24185,0.25,5,,,06/USED,,,,
7,94,Pandalus,7,25,2008,24189,0.01,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,41201,0.28,46,,,06/USED,,,,
7,94,Pandalus,7,25,2008,43000,2.27,48,,,06/USED,,,,
7,94,Pandalus,7,25,2008,56300,0.005,2,,,06/USED,,,,
7,94,Pandalus,7,25,2008,56311,0.01,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,65100,0.2,15,,,06/USED,,,,
7,94,Pandalus,7,25,2008,66045,0.059,37,,,06/USED,,,,
7,94,Pandalus,7,25,2008,66050,0.02,4,,,06/USED,,,,
7,94,Pandalus,7,25,2008,66548,0.03,14,,,06/USED,,,,
7,94,Pandalus,7,25,2008,66611,0.48,122,,,06/USED,,,,
7,94,Pandalus,7,25,2008,69035,0.92,21,,,06/USED,,,,
7,94,Pandalus,7,25,2008,69061,0.45,42,,,06/USED,,,,
7,94,Pandalus,7,25,2008,69086,0.37,12,,,06/USED,,,,
7,94,Pandalus,7,25,2008,69120,1.2,32,,,06/USED,,,,
7,94,Pandalus,7,25,2008,69322,0.02,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,71001,0.01,2,,,06/USED,,,,
7,94,Pandalus,7,25,2008,71525,0.01,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,71753,1.5,2,,,06/USED,,,,
7,94,Pandalus,7,25,2008,71882,0.23,3,,,06/USED,,,,
7,94,Pandalus,7,25,2008,71884,3.95,22,,,06/USED,,,,
7,94,Pandalus,7,25,2008,74980,0.015,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,75286,0.411,11,,,06/USED,,,,
7,94,Pandalus,7,25,2008,80020,0.758,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,80590,0.04,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,80595,0.01,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,81742,22.3,188,,,06/USED,,,,
7,94,Pandalus,7,25,2008,82510,6.96,288,,,06/USED,,,,
7,94,Pandalus,7,25,2008,83020,0.05,2,,,06/USED,,,,
7,94,Pandalus,7,25,2008,98082,0.08,5,,,06/USED,,,,
7,94,Pandalus,7,25,2008,98310,0.06,1,,,06/USED,,,,
7,94,Pandalus,7,25,2008,99999,5.3,.,,,06/USED,,,,
8,121,Pandalus,7,25,2008,10285,0.164,4,,,06/USED,,,,
8,121,Pandalus,7,25,2008,21313,0.235,11,,,06/USED,,,,
8,121,Pandalus,7,25,2008,21375,0.015,3,,,06/USED,,,,
8,121,Pandalus,7,25,2008,21388,0.084,2,,,06/USED,,,,
8,121,Pandalus,7,25,2008,21735,1.03,15,,,06/USED,,,,
8,121,Pandalus,7,25,2008,23055,0.053,1,,,06/USED,,,,
8,121,Pandalus,7,25,2008,23801,0.253,12,,,06/USED,,,,
8,121,Pandalus,7,25,2008,23809,0.046,1,,,06/USED,,,,
8,121,Pandalus,7,25,2008,41201,0.016,1,,,06/USED,,,,
8,121,Pandalus,7,25,2008,65100,0.065,3,,,06/USED,,,,
8,121,Pandalus,7,25,2008,66045,0.012,8,,,06/USED,,,,
8,121,Pandalus,7,25,2008,66548,0.02,19,,,06/USED,,,,
8,121,Pandalus,7,25,2008,66601,0.008,2,,,06/USED,,,,
8,121,Pandalus,7,25,2008,66611,0.301,107,,,06/USED,,,,
8,121,Pandalus,7,25,2008,69061,0.202,13,,,06/USED,,,,
8,121,Pandalus,7,25,2008,69086,0.735,13,,,06/USED,,,,
8,121,Pandalus,7,25,2008,69120,0.33,8,,,06/USED,,,,
8,121,Pandalus,7,25,2008,69322,0.16,2,,,06/USED,,,,
8,121,Pandalus,7,25,2008,71001,0.041,4,,,06/USED,,,,
8,121,Pandalus,7,25,2008,71004,0.075,6,,,06/USED,,,,
8,121,Pandalus,7,25,2008,71884,2.071,14,,,06/USED,,,,
8,121,Pandalus,7,25,2008,74980,0.02,1,,,06/USED,,,,
8,121,Pandalus,7,25,2008,75286,0.888,21,,,06/USED,,,,
8,121,Pandalus,7,25,2008,80020,2.5,1,,,06/USED,,,,
8,121,Pandalus,7,25,2008,80595,0.048,2,,,06/USED,A dozen molted crab shell pieces found in this haul.,,,
8,121,Pandalus,7,25,2008,81095,0.025,1,,,06/USED,,,,
8,121,Pandalus,7,25,2008,81742,54.6,234,,,06/USED,,,,
8,121,Pandalus,7,25,2008,82510,1.353,53,,,06/USED,,,,
9,93,Pandalus,7,26,2008,10210,0.381,11,,,06/USED,,,,
9,93,Pandalus,7,26,2008,10211,0.055,1,,,06/USED,,,,
9,93,Pandalus,7,26,2008,10285,0.22,4,,,06/USED,,,,
9,93,Pandalus,7,26,2008,20001,0.008,3,,,06/USED,,,,
9,93,Pandalus,7,26,2008,20041,0.03,2,,,06/USED,,,,
9,93,Pandalus,7,26,2008,20061,0.03,3,,,06/USED,,,,
9,93,Pandalus,7,26,2008,21313,0.435,40,,,06/USED,,,,
9,93,Pandalus,7,26,2008,21375,0.196,10,,,06/USED,,,,
9,93,Pandalus,7,26,2008,21388,0.04,1,,,06/USED,,,,
9,93,Pandalus,7,26,2008,21735,1.93,73,,,06/USED,,,,
9,93,Pandalus,7,26,2008,23801,0.31,22,,,06/USED,,,,
9,93,Pandalus,7,26,2008,23809,0.31,7,,,06/USED,,,,
9,93,Pandalus,7,26,2008,24189,0.03,1,,,06/USED,,,,
9,93,Pandalus,7,26,2008,41201,0.033,15,,,06/USED,,,,
9,93,Pandalus,7,26,2008,43000,7.2,52,,,06/USED,,,,
9,93,Pandalus,7,26,2008,65100,0.073,2,,,06/USED,,,,
9,93,Pandalus,7,26,2008,66045,0.006,4,,,06/USED,,,,
9,93,Pandalus,7,26,2008,66050,0.001,1,,,06/USED,,,,
9,93,Pandalus,7,26,2008,66548,0.115,53,,,06/USED,,,,
9,93,Pandalus,7,26,2008,66611,0.066,16,,,06/USED,,,,
9,93,Pandalus,7,26,2008,68781,1.04,6,,,06/USED,,,,
9,93,Pandalus,7,26,2008,69061,0.024,1,,,06/USED,,,,
9,93,Pandalus,7,26,2008,69090,0.301,4,,,06/USED,,,,
9,93,Pandalus,7,26,2008,69120,0.49,18,,,06/USED,,,,
9,93,Pandalus,7,26,2008,69322,1.45,1,,,06/USED,,,,
9,93,Pandalus,7,26,2008,71004,0.015,1,,,06/USED,,,,
9,93,Pandalus,7,26,2008,71772,0.42,4,,,06/USED,,,,
9,93,Pandalus,7,26,2008,71882,0.252,3,,,06/USED,,,,
9,93,Pandalus,7,26,2008,71884,0.738,8,,,06/USED,,,,
9,93,Pandalus,7,26,2008,75286,0.05,2,,,06/USED,,,,
9,93,Pandalus,7,26,2008,80595,0.082,14,,,06/USED,,,,
9,93,Pandalus,7,26,2008,81742,21.6,475,,,06/USED,,,,
9,93,Pandalus,7,26,2008,82510,8.47,260,,,06/USED,,,,
9,93,Pandalus,7,26,2008,83000,0.003,2,,,06/USED,,,,
9,93,Pandalus,7,26,2008,83020,0.362,11,,,06/USED,,,,
9,93,Pandalus,7,26,2008,99999,20.95,.,,,06/USED,,,,
10,70,Pandalus,7,27,2008,10210,0.75,22,,,06/USED,,,,
10,70,Pandalus,7,27,2008,10285,0.6,4,,,06/USED,,,,
10,70,Pandalus,7,27,2008,20001,0.004,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,20061,0.01,2,,,06/USED,,,,
10,70,Pandalus,7,27,2008,21313,0.06,5,,,06/USED,,,,
10,70,Pandalus,7,27,2008,21375,0.07,8,,,06/USED,,,,
10,70,Pandalus,7,27,2008,21725,0.01,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,21735,1.2,29,,,06/USED,,,,
10,70,Pandalus,7,27,2008,23801,0.18,10,,,06/USED,,,,
10,70,Pandalus,7,27,2008,24189,0.65,3,,,06/USED,,,,
10,70,Pandalus,7,27,2008,41201,0.05,21,,,06/USED,,,,
10,70,Pandalus,7,27,2008,43000,1.81,20,,,06/USED,,,,
10,70,Pandalus,7,27,2008,65100,1.205,46,,,06/USED,,,,
10,70,Pandalus,7,27,2008,66548,0.023,7,,,06/USED,,,,
10,70,Pandalus,7,27,2008,66601,0.015,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,68781,0.21,3,,,06/USED,,,,
10,70,Pandalus,7,27,2008,69035,0.44,7,,,06/USED,,,,
10,70,Pandalus,7,27,2008,69061,0.22,16,,,06/USED,,,,
10,70,Pandalus,7,27,2008,69090,0.02,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,69120,0.51,11,,,06/USED,,,,
10,70,Pandalus,7,27,2008,69322,1.95,3,,,06/USED,,,,
10,70,Pandalus,7,27,2008,71001,0.02,11,,,06/USED,,,,
10,70,Pandalus,7,27,2008,71753,0.21,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,71800,0.125,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,71884,1.79,13,,,06/USED,,,,
10,70,Pandalus,7,27,2008,74435,0.02,7,,,06/USED,,,,
10,70,Pandalus,7,27,2008,74980,0.22,19,,,06/USED,,,,
10,70,Pandalus,7,27,2008,74981,.,.,,,06/USED,,,,
10,70,Pandalus,7,27,2008,75240,0.45,56,,,06/USED,,,,
10,70,Pandalus,7,27,2008,75285,0.33,22,,,06/USED,,,,
10,70,Pandalus,7,27,2008,81742,13.4,201,,,06/USED,,,,
10,70,Pandalus,7,27,2008,82510,1.39,43,,,06/USED,,,,
10,70,Pandalus,7,27,2008,83000,0.01,6,,,06/USED,,,,
10,70,Pandalus,7,27,2008,85000,0.005,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,85170,0.003,2,,,06/USED,,,,
10,70,Pandalus,7,27,2008,95020,0.08,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,98000,0.002,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,98082,0.03,1,,,06/USED,,,,
10,70,Pandalus,7,27,2008,99999,20.85,.,,,06/USED,,,,
11,69,Pandalus,7,27,2008,10210,0.07,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,10220,0.72,1,,,06/USED,,,,
11,69,Pandalus,7,27,2008,10285,0.12,3,,,06/USED,,,,
11,69,Pandalus,7,27,2008,21110,0.54,23,,,06/USED,,,,
11,69,Pandalus,7,27,2008,21313,0.04,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,21375,0.022,1,,,06/USED,,,,
11,69,Pandalus,7,27,2008,21735,1.67,35,,,06/USED,,,,
11,69,Pandalus,7,27,2008,23801,0.06,3,,,06/USED,,,,
11,69,Pandalus,7,27,2008,24185,0.01,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,40500,1.79,5,,,06/USED,,,,
11,69,Pandalus,7,27,2008,41201,0.06,24,,,06/USED,,,,
11,69,Pandalus,7,27,2008,43000,4.32,36,,,06/USED,,,,
11,69,Pandalus,7,27,2008,65100,1.2,73,,,06/USED,,,,
11,69,Pandalus,7,27,2008,66045,0.002,1,,,06/USED,,,,
11,69,Pandalus,7,27,2008,66530,0.001,1,,,06/USED,,,,
11,69,Pandalus,7,27,2008,66548,0.002,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,66601,0.073,5,,,06/USED,,,,
11,69,Pandalus,7,27,2008,66611,0.005,4,,,06/USED,,,,
11,69,Pandalus,7,27,2008,68781,0.216,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,69035,1.78,12,,,06/USED,,,,
11,69,Pandalus,7,27,2008,69061,0.02,3,,,06/USED,,,,
11,69,Pandalus,7,27,2008,69120,1.895,35,,,06/USED,,,,
11,69,Pandalus,7,27,2008,69322,2.75,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,71004,0.001,1,,,06/USED,,,,
11,69,Pandalus,7,27,2008,71753,0.35,3,,,06/USED,,,,
11,69,Pandalus,7,27,2008,71772,0.82,9,,,06/USED,,,,
11,69,Pandalus,7,27,2008,71882,0.072,1,,,06/USED,,,,
11,69,Pandalus,7,27,2008,71884,3.97,31,,,06/USED,,,,
11,69,Pandalus,7,27,2008,75286,0.09,1,,,06/USED,,,,
11,69,Pandalus,7,27,2008,81742,15.2,226,,,06/USED,,,,
11,69,Pandalus,7,27,2008,82510,1.78,77,,,06/USED,,,,
