NOAA_Station,ADFG_Station,Haul ,Haul_rate,Month,Day,Year,Latitude,Longitude,tow_distance_NM,Depth_m,Bottom_Temp,Surface_Temp
,202,37,,8,3,1999,64.50166667,-163.808,1.1,12.8016,11,
,180,38,,8,3,1999,64.33633333,-163.8221667,1.1,14.6304,7.7,
,154,39,,8,3,1999,64.17,-163.8261667,1,14.6304,5.4,
,179,40,,8,4,1999,64.33366667,-163.443,0.9,16.4592,8.4,
,153,41,,8,4,1999,64.16766667,-163.4301667,1.1,18.288,7.5,
,153,42,r,8,4,1999,64.17883333,-163.4225,1,16.4592,,
,153,43,r,8,4,1999,64.16133333,-163.4208333,1.1,18.288,7.6,
,152,44,,8,4,1999,64.17333333,-163.0763333,0.9,21.9456,3.4,
,152,45,r,8,4,1999,64.16483333,-163.249,1,21.9456,3.6,
,151,46,,8,4,1999,64.1715,-162.7046667,0.8,18.288,3.1,
,151,47,r,8,4,1999,64.164,-162.697,0.9,18.288,3.3,
,98,48,,8,5,1999,63.834,-163.0775,1.2,14.6304,4.6,
,98,49,r,8,5,1999,63.826,-163.092,1.2,14.6304,4.7,
,97,50,,8,5,1999,63.83116667,-162.708,1.1,14.6304,4.3,
,99,51,,8,5,1999,63.83716667,-163.455,1.3,14.6304,5.4,
,100,52,,8,5,1999,63.83633333,-163.8371667,1.1,14.6304,9.2,
,101,53,,8,5,1999,63.8315,-164.2073333,1.3,14.6304,8.6,
,102,54,,8,5,1999,63.8395,-164.544,1.2,14.6304,8,
,103,55,,8,6,1999,63.836,-164.9765,1.3,14.6304,7.9,
,104,56,,8,6,1999,63.83966667,-165.3471667,1,14.6304,7.8,
,105,57,,8,6,1999,63.83566667,-165.7243333,0.9,18.288,7.7,
,106,58,,8,6,1999,63.836,-166.1063333,0.8,23.7744,6.2,
,107,59,,8,6,1999,63.84583333,-166.463,0.8,27.432,5.1,
,135,60,,8,6,1999,64.004,-166.8686667,0.9,29.2608,3.2,
,162,61,d,8,7,1999,64.1705,-166.8655,0.9,27.432,,
,78,62,d,8,7,1999,63.67316667,-164.9595,0.5,12.8016,,
,78,63,d,8,7,1999,63.6895,-164.9568333,0.6,12.8016,,
,77,64,,8,7,1999,63.67233333,-164.5973333,1.2,7.3152,9.8,
,184,1,,7,27,2002,64.334,-165.3411667,1,21.9456,10.06,
,184,2,r,7,27,2002,64.32316667,-165.2855,1,21.9456,9.81,
,183,3,,7,27,2002,64.33483333,-164.9698333,1,29.2608,9.98,
,183,4,r,7,27,2002,64.32783333,-164.9436667,1,25.6032,10.24,
,182,5,,7,27,2002,64.341,-164.6125,1,14.6304,11.85,
,181,6,,7,27,2002,64.33633333,-164.1936667,1,10.9728,12.26,
,203,7,,7,27,2002,64.5085,-164.1663333,1,16.4592,11.08,
,202,8,,7,28,2002,64.502,-163.7911667,1,12.8016,11.04,
,180,9,,7,28,2002,64.33733333,-163.7945,1,14.6304,11.01,
,179,10,,7,28,2002,64.32933333,-163.4451667,1,16.4592,10.09,
,201,11,d,7,28,2002,64.48583333,-162.2716667,0.5,10.9728,14.69,
,201,12,,7,28,2002,64.494,-162.2638333,1,10.9728,14.37,
,176,13,,7,28,2002,64.335,-162.2861667,1,14.6304,9.24,
,150,14,,7,28,2002,64.17033333,-162.3201667,1,14.6304,9.16,
,123,15,,7,29,2002,64.00183333,-162.3338333,1,14.6304,6.61,
,124,16,,7,29,2002,63.99783333,-162.7033333,1,16.4592,7.63,
,151,17,,7,29,2002,64.1665,-162.6748333,1,18.288,8.43,
,152,18,,7,29,2002,64.16716667,-163.0525,1,21.9456,7.39,
,125,19,,7,29,2002,63.9975,-163.0421667,1,14.6304,8.41,
,126,20,,7,29,2002,64.004,-163.4263333,1,16.4592,8.08,
,153,21,,7,29,2002,64.171,-163.3881667,1,16.4592,8.07,
,154,22,,7,29,2002,64.17083333,-163.8015,1,16.4592,11.23,
,127,23,,7,30,2002,64.01266667,-163.827,1,14.6304,9.33,
,128,24,,7,30,2002,63.99783333,-164.2043333,1,14.6304,,
,155,25,,7,30,2002,64.17983333,-164.1653333,1,14.6304,,
,156,26,,7,30,2002,64.177,-164.5238333,1.5,12.8016,,
,129,27,,7,30,2002,64.003,-164.5568333,1.5,16.4592,11.23,
,129,28,r,7,30,2002,64.00066667,-164.5616667,1.5,16.4592,9.67,
,130,29,,7,30,2002,63.999,-164.8983333,1.5,14.6304,9.93,
,157,30,,7,30,2002,64.1525,-164.9418333,1.5,12.8016,11.09,
,158,31,,7,31,2002,64.15416667,-165.3221667,1.4,14.6304,,
,131,32,,7,31,2002,64.01933333,-165.2333333,1.3,14.6304,,
,132,33,,7,31,2002,64.0075,-165.6338333,1.5,16.4592,5.91,
,159,34,,7,31,2002,64.1435,-165.7216667,1.4,16.4592,7.76,
,185,35,,7,31,2002,64.32033333,-165.7576667,1.4,18.288,10.4,
,204,36,,7,31,2002,64.49133333,-165.7315,1.4,14.6304,10.82,
,186,37,,8,1,2002,64.33133333,-166.1076667,1.4,20.1168,,
,187,38,,8,1,2002,64.327,-166.522,1.3,23.7744,1.33,
,161,39,,8,1,2002,64.16566667,-166.483,1.4,23.7744,1.46,
,160,40,,8,1,2002,64.14533333,-166.1273333,1.4,20.1168,1.7,
,133,41,r,8,1,2002,64.0065,-166.085,1.4,20.1168,1.7,
,134,42,,8,1,2002,63.997,-166.447,1.4,25.6032,1.6,
,135,43,,8,1,2002,63.99283333,-166.8416667,1.4,29.2608,2.17,
,107,44,,8,2,2002,63.837,-166.4678333,1.4,27.432,2.86,
,82,45,,8,2,2002,63.66933333,-166.4656667,1.4,23.7744,2.42,
,81,46,,8,2,2002,63.665,-166.1133333,1.4,23.7744,2,
,106,47,,8,2,2002,63.81966667,-166.0915,1.4,23.7744,1.56,
,105,48,,8,2,2002,63.83366667,-165.7225,1.5,18.288,3.11,
,80,49,,8,2,2002,63.68133333,-165.7083333,1.5,18.288,2.13,
,79,50,,8,2,2002,63.65516667,-165.3685,1.4,14.6304,6.57,
,104,51,,8,2,2002,63.83133333,-165.3363333,1.4,14.6304,7.75,
,78,52,,8,3,2002,63.67733333,-164.9375,1.4,12.8016,9.69,
,103,53,,8,3,2002,63.82916667,-164.9876667,1.4,12.8016,10.74,
,156,54,,8,3,2002,64.1725,-164.5966667,1.4,12.8016,11.02,
,155,55,r,8,3,2002,64.181,-164.2013333,1.4,14.6304,10.34,
,128,56,r,8,3,2002,64.00033333,-164.239,1.4,12.8016,10.82,
,127,57,r,8,3,2002,64.005,-163.8646667,1.4,14.6304,9.04,
,154,58,r,8,3,2002,64.169,-163.8348333,1.4,16.4592,10.7,
,153,59,r,8,4,2002,64.1725,-163.4188333,1.4,16.4592,8.32,
,126,60,r,8,4,2002,64.00683333,-163.4653333,1.4,16.4592,8.67,
,125,61,r,8,4,2002,63.99933333,-163.0801667,1.4,14.6304,8.28,
,152,62,r,8,4,2002,64.16433333,-163.0871667,1.4,21.9456,7.41,
,151,63,r,8,4,2002,64.168,-162.7145,1.5,18.288,8.21,
,124,64,r,8,4,2002,64.00083333,-162.7366667,1.4,14.6304,7.5,
,123,65,r,8,4,2002,63.9995,-162.3483333,1.5,14.6304,6.78,
,150,66,r,8,4,2002,64.16383333,-162.3353333,1.4,12.8016,8.68,
,149,67,,8,5,2002,64.17133333,-161.939,1.4,16.4592,5.31,
,148,68,,8,5,2002,64.16433333,-161.5505,1.4,14.6304,6.19,
,121,69,,8,5,2002,63.99533333,-161.5703333,1.4,14.6304,5.07,
,94,70,,8,5,2002,63.82916667,-161.5878333,1.3,12.8016,7.34,
,95,71,,8,5,2002,63.82833333,-161.9683333,1.4,12.8016,9.08,
,122,72,,8,5,2002,63.99533333,-161.9486667,1.4,14.6304,6.08,
,126,73,r,8,6,2002,64.00916667,-163.4065,1.4,16.4592,10.05,
,101,74,,8,6,2002,63.8398,-164.2097,1.4,14.6304,11.3,
,101,75,r,8,6,2002,63.8345,-164.2483333,1.4,14.6304,12.17,
,102,76,,8,6,2002,63.83566667,-164.5818333,1.4,12.8016,12.02,
,187,1,,7,25,2006,64.3115,-166.5169167,1,25.23744,1.3,11.4
,186,2,,7,25,2006,64.39925,-166.2121667,1,30.90672,7.278571429,9.7
,185,3,,7,26,2006,64.33433333,-165.7488333,1,20.1168,8.874193548,10
,185,4,r,7,26,2006,64.33691667,-165.77175,1,20.29968,8.761290323,10.2
,184,5,,7,26,2006,64.32625,-165.3346667,1,22.86,8.127586207,10.1
,183,6,,7,26,2006,64.32933333,-164.949,1,28.16352,9.090322581,11
,182,7,,7,26,2006,64.34358333,-164.5635,1,14.44752,8.855172414,11.1
,181,8,,7,26,2006,64.33016667,-164.2166667,1,12.25296,9.511538462,12
,180,9,,7,27,2006,64.33225,-163.8084167,1,16.64208,8.944827586,12.1
,179,10,,7,27,2006,64.32733333,-163.4495833,1,18.288,8.133333333,11.8
,153,11,,7,27,2006,64.161,-163.43775,1,18.288,5.536,11.7
,154,12,,7,27,2006,64.16391667,-163.8155,1,18.65376,5.835714286,11.7
,155,13,,7,27,2006,64.16516667,-164.1905,0.99,17.73936,6.1,11.3
,156,14,,7,27,2006,64.16166667,-164.5765833,1,14.26464,7.493333333,9.7
,157,15,,7,27,2006,64.15808333,-164.96325,1,14.44752,8.231034483,9.7
,204,16,,7,30,2006,64.49875,-165.7270833,1,16.27632,11.23181818,11.8
,186,17,r,7,30,2006,64.33916667,-166.1130833,1,23.95728,7.596428571,8.3
,161,18,,7,30,2006,64.16,-166.49225,1.01,25.6032,1.207407407,5.7
,134,19,,7,30,2006,63.99908333,-166.4844167,1.05,27.98064,1.3,6.7
,135,20,,7,30,2006,63.99358333,-166.8515833,1,31.45536,2.05,5.7
,107,21,,7,30,2006,63.83491667,-166.4829167,1.02,29.62656,1.782758621,6.3
,82,22,,7,30,2006,63.66258333,-166.4628333,1.03,26.33472,1.736666667,6.2
,160,23,,7,30,2006,64.17325,-166.1218333,1,21.0312,3.282142857,7.8
,160,24,r,7,31,2006,64.17333333,-166.1308333,1.01,20.66544,3.12,7
,133,25,,7,31,2006,64.00608333,-166.1185,1,22.12848,2.093333333,6.8
,106,26,,7,31,2006,63.83883333,-166.1159167,1,25.42032,1.667741935,5.3
,81,27,,7,31,2006,63.67116667,-166.092,1.02,25.05456,2.182758621,6.1
,80,28,,7,31,2006,63.67266667,-165.7114167,1,21.39696,4.8,7
,105,29,,7,31,2006,63.83116667,-165.7235,1,0,4.813333333,8
,105,30,r,7,31,2006,63.82975,-165.7238333,1,19.93392,4.764285714,7.8
,158,31,,7,31,2006,64.15966667,-165.3450833,0.99,16.82496,8.048275862,9.7
,159,32,,8,1,2006,64.16166667,-165.7365833,1,18.288,6.703448276,10.2
,132,33,,8,1,2006,64.00191667,-165.7285833,1,18.288,6.575862069,9.2
,131,34,,8,1,2006,63.99791667,-165.3591667,1,15.91056,7.203448276,9.5
,104,35,,8,1,2006,63.8375,-165.3420833,1,16.09344,7.429032258,9.2
,79,36,,8,1,2006,63.67425,-165.342,1,16.27632,6.053333333,8.7
,78,37,,8,1,2006,63.67625,-164.9740833,1,14.81328,8.279310345,9.8
,103,38,,8,1,2006,63.83741667,-164.9905833,0.99,14.81328,8.424137931,9.8
,130,39,,8,2,2006,64.00508333,-164.9701667,1,16.27632,7.946666667,9.8
,129,40,,8,2,2006,64.00525,-164.5735833,1,17.19072,7.270967742,9.7
,128,41,,8,2,2006,63.998,-164.1999167,1,14.99616,7.289655172,9.7
,127,42,,8,2,2006,63.99825,-163.8283333,1,16.4592,6.632142857,11.2
,126,43,,8,2,2006,64.00041667,-163.44825,1,18.10512,7.017241379,11.2
,125,44,,8,2,2006,64.00066667,-163.0678333,1,16.64208,6.934482759,11.8
,152,45,,8,2,2006,64.16858333,-163.05975,1,23.22576,6.089655172,11.8
,177,46,d,8,3,2006,64.32541667,-162.6835,0.72,20.66544,8.768,12.8
,151,47,,8,3,2006,64.17291667,-162.7018333,1.07,19.2024,6.534375,12.4
,150,48,,8,3,2006,64.16658333,-162.3075,1,14.81328,7.585185185,12.4
,176,49,,8,3,2006,64.32866667,-162.2918333,1,15.72768,9.396428571,14.4
,175,50,,8,3,2006,64.33458333,-161.8939167,1,14.26464,9.689655172,14.3
,174,51,,8,4,2006,64.3295,-161.5381667,1.03,11.33856,11.87037037,14.1
,147,52,,8,4,2006,64.16066667,-161.1599167,1,9.144,12.928,13.9
,148,53,,8,4,2006,64.16766667,-161.5384167,1,14.99616,7.814814815,12.4
,149,54,,8,4,2006,64.16366667,-161.9115,1.01,15.91056,7.534482759,11.7
,122,55,,8,4,2006,64.00816667,-161.9460833,1,15.5448,5.768965517,11.3
,121,56,,8,4,2006,64.00208333,-161.6284167,1.09,15.5448,6.107142857,11.4
,120,57,,8,4,2006,64.00616667,-161.1791667,1,9.144,10.56666667,13.3
,94,58,,8,5,2006,63.845,-161.598,1,14.81328,6.692857143,11
,95,59,,8,5,2006,63.83983333,-161.97375,1,14.99616,6.433333333,11
,95,60,r,8,5,2006,63.84025,-161.9726667,1,14.81328,6.248148148,11.7
,123,61,,8,5,2006,63.99883333,-162.319,1,15.17904,6.032142857,11.2
,124,62,,8,5,2006,63.98941667,-162.69775,1,16.27632,6.860714286,12
,97,63,,8,5,2006,63.82933333,-162.698,1,0,8.317857143,12.4
,96,64,,8,5,2006,63.826,-162.3225,1,13.716,8.610714286,12.3
,70,65,,8,5,2006,63.662,-161.956,1,11.33856,10.28928571,11.6
,69,66,,8,6,2006,63.66425,-161.6070833,1,12.8016,10.19,11.8
,68,67,d,8,6,2006,63.66441667,-161.24825,1.01,10.9728,11.23461538,12.8
,93,68,,8,6,2006,63.82608333,-161.218,0.7,9.69264,9.62,12.5
,98,69,,8,7,2006,63.84725,-163.0856667,1,16.27632,8.775,11.4
,99,70,,8,7,2006,63.57733333,-163.4750833,1,14.44752,8.7,11.2
,100,71,,8,7,2006,63.82916667,-163.8120833,1,14.6304,10.09642857,11.7
,101,72,,8,7,2006,63.84683333,-164.2241667,1.02,14.81328,10.22758621,11.5
,102,73,,8,7,2006,63.84375,-164.5865833,1.01,14.44752,10.08275862,10.9
,202,74,,8,8,2006,64.49733333,-163.8333333,1,14.26464,11.05714286,12.6
,203,75,,8,8,2006,64.50125,-164.218,1.01,18.288,9.514285714,12.4
,185,76,r,8,9,2006,64.33775,-165.7713333,1.01,20.29968,7.488888889,10.6
,189,77,,8,9,2006,64.31158333,-167.2860833,1,27.61488,3.379310345,7.9
,190,78,,8,9,2006,64.32933333,-167.6435833,1.01,29.07792,1.94,5.9
,191,79,,8,9,2006,64.32758333,-168.0308333,1,34.56432,0.284615385,7.1
,165,80,,8,9,2006,64.184,-168.002,1.11,36.576,0.465625,7.5
,164,81,,8,10,2006,64.162,-167.6480833,1.01,30.90672,1.15862069,4.9
,163,82,,8,10,2006,64.16183333,-167.25225,1,30.1752,3.539285714,7.7
,137,83,,8,10,2006,64.00041667,-167.6144167,1,33.64992,0.360714286,6
,110,84,,8,10,2006,63.841,-167.59125,1.01,32.004,0.673333333,4.7
,84,85,,8,10,2006,63.65466667,-167.3243333,1,25.96896,3.407692308,7.7
,61,86,,8,10,2006,63.49458333,-167.5646667,1.01,27.98064,3.348275862,7.6
,10,87,,8,11,2006,63.0305,-168.61775,1,36.21024,0.006896552,5.2
,10,88,r,8,11,2006,63.03141667,-168.4985,0.8,47.00016,0.069565217,6.1
,9,89,,8,11,2006,63.00208333,-167.8996667,0.98,19.38528,4.035714286,7
,24,90,,8,11,2006,63.16833333,-167.5920833,1,32.73552,3.331034483,6.8
,25,91,,8,11,2006,63.18833333,-167.9348333,1,21.76272,2.15862069,6
,26,92,,8,12,2006,63.21941667,-168.5448333,1,27.61488,0.551724138,1.6
,44,93,,8,12,2006,63.35058333,-167.9296667,1,28.3464,1.606896552,5.6
,62,94,,8,12,2006,63.51366667,-167.94175,1,31.63824,0.789285714,4.1
,86,95,,8,12,2006,63.65733333,-167.96175,1.03,29.62656,0.506896552,2.7
,64,96,,8,12,2006,63.4945,-168.82925,1,24.14016,1.153846154,6.7
,65,97,,8,13,2006,63.5815,-169.3924167,1,35.11296,6.089285714,7.6
,88,98,,8,13,2006,63.764,-168.8696667,1,31.45536,5.286206897,7.7
,112,99,,8,13,2006,63.77233333,-168.4178333,1,31.27248,0.475862069,8.5
,139,100,,8,13,2006,64.019,-168.3145833,1,34.38144,5.539285714,7.7
,140,101,,8,13,2006,64.03641667,-168.9444167,1,33.28416,2.657142857,7.5
,141,102,,8,13,2006,64.01783333,-169.43325,1,36.21024,3.514285714,9.2
,169,103,,8,14,2006,64.27491667,-169.5740833,1.01,38.22192,0.781481481,6
,167,104,,8,14,2006,64.26658333,-168.9496667,1,36.94176,1.953571429,6.9
,211,105,,8,14,2006,64.48533333,-168.4831667,1.01,39.3192,3.986666667,7.4
,210,106,,8,14,2006,64.493,-168.1025833,1.01,34.01568,0.714814815,7.6
,209,107,,8,14,2006,64.52108333,-167.6745,1,31.0896,2.47037037,6.5
,225,108,,8,14,2006,64.66116667,-167.6869167,1.02,31.0896,3.155172414,7.2
,226,109,,8,14,2006,64.68208333,-168.0464167,1,34.38144,1.333333333,7.6
,249,110,,8,15,2006,64.98741667,-168.44275,1,44.98848,1.234482759,7
,249,111,r,8,15,2006,64.97766667,-168.4914167,1.01,45.53712,1.2,7.2
,227,112,,8,15,2006,64.73225,-168.3935833,1.02,38.95344,2.483333333,7.2
,238,113,,8,16,2006,64.83633333,-168.0724167,1,34.56432,2.257142857,6.5
,237,114,,8,16,2006,64.83575,-167.67125,1,33.8328,1.403448276,8.4
,247,115,,8,16,2006,65.01716667,-167.5873333,1.01,30.54096,3.165517241,6
,340,116,,8,16,2006,65.1785,-167.6016667,1.01,32.004,3.355172414,6.9
,344,117,,8,17,2006,65.31408333,-167.4908333,1,19.01952,3.696296296,8.2
,346,118,,8,17,2006,65.34225,-167.6768333,1.01,35.11296,3.489285714,6.2
,347,119,,8,17,2006,65.36741667,-167.9294167,0.61,50.65776,2.411764706,7.3
,348,120,,8,17,2006,65.529,-168.4761667,0.66,57.05856,2.207142857,7.2
,342,121,,8,18,2006,65.30683333,-166.725,0.94,10.60704,10.31666667,10.5
,341,122,,8,18,2006,65.27658333,-166.6520833,1,8.96112,11.09285714,10.7
,342,123,r,8,19,2006,65.31058333,-166.7484167,0.99,9.32688,8.174074074,10.2
,345,124,,8,19,2006,65.32,-167.0949167,1.02,10.78992,6.592592593,9
,236,125,,8,19,2006,64.78125,-167.2554167,0.98,25.78608,3.645833333,9.8
,155,1,,7,24,2008,64.1665,-164.2076667,1.02,17.73936,6.103125,
,126,2,,7,24,2008,64.00033333,-163.4661667,1,18.10512,3.97,
,96,3,,7,25,2008,63.82366667,-162.3105,1,14.6304,5.02,
,123,4,,7,25,2008,63.99416667,-162.3068333,1,16.4592,3.235483871,
,122,5,,7,25,2008,64.01616667,-161.9493333,1,16.4592,0.65,
,95,6,,7,25,2008,63.84583333,-161.9821667,1,15.36192,2.2,
,94,7,,7,25,2008,63.8515,-161.6068333,0.99,14.26464,1.2,
,121,8,,7,25,2008,64.0055,-161.595,1,15.91056,0.975862069,
,93,9,,7,26,2008,63.83033333,-161.211,1,10.60704,5.02,
,70,10,,7,27,2008,63.66616667,-161.9743333,0.7,11.70432,3.235483871,
,69,11,,7,27,2008,63.67133333,-161.5986667,1,11.8872,0.65,
