NOAA_Station,Vessel,Haul,Haul_rate,Month,Day,Year,Latitude,Longitude,Area_Swept_Nm2,Depth_m,Bottom_Temp,Surface_Temp
V-18,94,62,,8,15,2019,61.99791,-168.83718,0.013662987,36,4.8,11.3
V-01,94,63,,8,16,2019,61.99799,-168.12715,0.013159089,29,9.9,10.9
U-01,94,64,,8,16,2019,61.6656,-168.08387,0.013874831,29,10.6,10.7
U-18,94,65,,8,16,2019,61.66593,-168.80373,0.013258056,36,8.6,10.9
T-18,94,66,,8,16,2019,61.32822,-168.769,0.013107011,35,10.6,10.7
T-01,94,67,,8,17,2019,61.33131,-168.08544,0.01314175,29,11.2,11.3
T-02,94,68,,8,17,2019,61.34467,-167.36747,0.01221677,24,12.5,12.6
U-02,94,69,,8,17,2019,61.66679,-167.39033,0.012665502,25,11.6,11.8
U-03,94,70,,8,17,2019,61.64759,-166.73471,0.011867889,22,12.9,13.6
T-03,94,72,,8,18,2019,61.32989,-166.68264,0.012585779,14,13.5,13.8
S-03,94,73,,8,18,2019,60.99759,-166.64744,0.012475884,18,14,14.2
R-03,94,74,,8,18,2019,60.66601,-166.63645,0.011897617,20,13.4,13.9
R-02,94,75,,8,18,2019,60.6635,-167.33004,0.013990837,25,12.5,12.8
S-02,94,76,,8,19,2019,61.00068,-167.36652,0.012750797,23,12.6,12.5
S-01,94,77,,8,19,2019,60.99856,-168.03584,0.012864485,30,11.9,11.9
S-18,94,78,,8,19,2019,60.99725,-168.71429,0.01232261,36,10.8,11.7
R-01,94,79,,8,19,2019,60.66522,-168.02251,0.013181442,30,12,12.2
R-18,94,80,,8,20,2019,60.66739,-168.69992,0.013844161,36,10.6,11.3
R-19,94,81,,8,20,2019,60.66889,-169.36521,0.012487746,42,7.5,11.3
W-27,162,1,,7,28,2019,62.31661,-175.31904,0.014958228,80,0.2,10.3
W-26,162,2,,7,29,2019,62.33512,-174.57173,0.014150019,71,-0.5,10.3
W-25,162,3,,7,29,2019,62.33425,-173.86337,0.014490163,64,0.3,10.2
W-24,162,4,,7,29,2019,62.33498,-173.15609,0.014555223,59,0.6,10.4
W-23,162,5,,7,29,2019,62.3282,-172.45148,0.013593931,55,0.5,10.8
V-23,162,6,,7,29,2019,62.00941,-172.37104,0.013422868,56,0.6,10.7
V-22,162,7,,7,30,2019,61.98524,-171.65581,0.013807034,53,0.8,10.8
W-22,162,8,,7,30,2019,62.322,-171.70654,0.013418942,47,0.7,10.6
W-21,162,9,,7,30,2019,62.33823,-171.04723,0.013829262,43,0.7,10.9
V-21,162,10,,7,30,2019,61.99793,-170.97815,0.013856006,50,0.7,10.9
CC-04,162,11,,8,4,2019,64.33278,-166.0458,0.013532761,23,12.3,12.4
CC-03,162,12,,8,4,2019,64.33899,-166.83319,0.012569841,30,11.2,12.2
DD-03,162,13,,8,4,2019,64.65728,-166.81831,0.011960494,25,11.9,12.8
DD-02,162,14,,8,5,2019,64.6739,-167.60594,0.012135558,30,8.5,8.8
EE-02,162,15,,8,5,2019,65.00611,-167.64385,0.01209112,34,9.9,10.8
FF-02,162,16,,8,5,2019,65.30246,-167.66927,0.011920549,38,9.6,10.3
FF-01,162,17,,8,5,2019,65.33502,-168.38779,0.013250278,53,3.9,10.6
FF-18,162,18,,8,5,2019,65.22397,-168.90444,0.012118351,53,2.1,7.5
EE-19,162,19,,8,6,2019,65.01169,-169.90252,0.012912978,50,2.8,3.9
EE-18,162,20,,8,6,2019,65.01249,-169.11489,0.014018461,49,2.3,4.7
EE-01,162,21,,8,6,2019,65.00024,-168.36148,0.012873834,45,3.7,10.8
DD-01,162,22,,8,6,2019,64.6631,-168.34923,0.011252545,41,2.1,9.2
CC-01,162,23,,8,7,2019,64.32977,-168.32124,0.011326395,40,3.4,11.3
CC-02,162,24,,8,7,2019,64.31802,-167.61301,0.011406883,31,5.5,8.6
BB-02,162,25,,8,7,2019,64.00194,-167.56855,0.012170675,35,4,8.7
BB-01,162,26,,8,7,2019,64.01046,-168.27732,0.012223711,37,3,11.8
AA-18,162,28,,8,8,2019,63.66753,-169.00785,0.012492002,36,6.3,10.4
AA-19,162,29,,8,8,2019,63.65616,-169.75459,0.011706661,39,7.2,10.2
BB-19,162,30,,8,8,2019,63.98846,-169.77752,0.011891949,35,3.3,8.8
CC-19,162,31,,8,8,2019,64.30333,-169.82463,0.012605174,39,2.6,8.9
CC-18,162,32,,8,9,2019,64.32958,-169.07654,0.011676827,40,2.4,8.8
DD-18,162,33,,8,9,2019,64.66013,-169.12056,0.007304921,44,2.2,8.4
DD-19,162,34,,8,9,2019,64.66201,-169.88556,0.013687133,47,1.8,3.6
DD-20,162,35,,8,10,2019,64.63456,-170.60516,0.014181272,48,2.7,2.7
CC-20,162,36,,8,10,2019,64.3301,-170.59159,0.012370116,37,1.9,7.3
CC-21,162,37,,8,10,2019,64.23254,-171.1042,0.012233338,40,2,10.2
BB-20,162,38,,8,10,2019,63.99309,-170.55962,0.012678956,29,4.4,10.4
AA-21,162,39,,8,11,2019,63.69961,-171.03479,0.006805742,21,8.3,10.8
BB-21,162,40,,8,11,2019,64.04964,-171.35319,0.01236799,32,3.8,10.6
BB-22,162,41,,8,11,2019,64.00155,-172.00702,0.009692226,53,1.5,10.6
AA-23,162,42,,8,13,2019,63.6616,-172.72117,0.014364252,56,0.3,9.8
AA-22,162,43,,8,13,2019,63.69839,-172.06145,0.005207633,35,0.7,10.8
ZZ-22,162,44,,8,13,2019,63.3,-171.98431,0.013459468,59,0.6,10.6
ZZ-23,162,45,,8,13,2019,63.33313,-172.64765,0.014658969,63,0.4,10.7
ZZ-24,162,46,,8,13,2019,63.33692,-173.40604,0.014575935,71,0,10.9
Y-23,162,47,,8,14,2019,63.02286,-172.60382,0.014545165,62,-0.5,10.2
Y-24,162,49,,8,14,2019,63.0105,-173.29301,0.014547468,70,-0.6,10.1
Y-25,162,50,,8,14,2019,63.00174,-174.0076,0.017564105,74,-0.2,11.1
X-26,162,52,,8,14,2019,62.66971,-174.6305,0.015579726,74,-0.1,10.6
X-25,162,53,,8,15,2019,62.65517,-173.90926,0.015223069,69,-0.5,10.1
X-24,162,54,,8,15,2019,62.66735,-173.19076,0.014854897,65,0.1,10.3
X-23,162,55,,8,15,2019,62.66877,-172.50886,0.013461421,55,0.8,10.3
X-22,162,56,,8,15,2019,62.66339,-171.8221,0.013491272,50,0.8,10
Y-22,162,57,,8,15,2019,62.97401,-171.80635,0.013682775,53,-0.6,10.6
ZZ-21,162,58,,8,16,2019,63.27309,-171.12351,0.006927244,31,1.3,7.5
Y-21,162,59,,8,16,2019,63.00214,-171.13227,0.013710995,48,-0.5,9.8
Y-20,162,60,,8,16,2019,62.94958,-170.49497,0.012338951,40,-0.2,9.5
X-21,162,61,,8,16,2019,62.67567,-171.09678,0.013900631,45,0.5,9.7
X-20,162,62,,8,17,2019,62.67188,-170.32994,0.012249039,40,0.2,10
X-19,162,63,,8,17,2019,62.67062,-169.64735,0.012421068,38,1.1,10
W-19,162,64,,8,17,2019,62.34628,-169.59005,0.013022954,36,2.7,10.6
W-20,162,65,,8,17,2019,62.32753,-170.282,0.012652489,41,2.6,10.7
V-20,162,66,,8,18,2019,61.99635,-170.24224,0.013749318,47,1.6,11.3
V-19,162,67,,8,18,2019,61.99204,-169.55975,0.014044237,42,2.4,11.3
U-19,162,68,,8,18,2019,61.67139,-169.50709,0.012294672,41,5.5,11.5
U-20,162,69,,8,18,2019,61.66449,-170.17797,0.013707509,46,2.5,11.5
T-20,162,70,,8,18,2019,61.33742,-170.17414,0.013149881,47,3.8,11.9
T-19,162,71,,8,19,2019,61.32734,-169.46487,0.011581164,40,8.7,11.5
S-19,162,72,,8,19,2019,60.99903,-169.42226,0.011519454,41,6.3,11.5
S-20,162,73,,8,19,2019,60.99224,-170.07322,0.013460099,48,4.1,11.5
S-21,162,74,,8,19,2019,60.99264,-170.76988,0.013673307,54,2.9,11.6
R-21,162,75,,8,20,2019,60.67075,-170.76827,0.014344142,59,3.1,11.5
R-20,162,76,,8,20,2019,60.66615,-170.09287,0.01398025,50,4.2,11.6
BB-18,162,27,,8,8,2019,63.95837,-169.03705,0.013469934,35,3.1,8.7
U-24,94,1,,7,22,2021,61.67323,-173.07778,0.015723368,66,1.1,8.5
T-24,94,2,,7,22,2021,61.35936,-172.91428,0.01467234,68,1.6,8.8
T-23,94,3,,7,23,2021,61.34073,-172.2068,0.015503371,63,0.8,8.8
T-22,94,4,,7,23,2021,61.33845,-171.53157,0.014771279,56,1.5,9.2
U-22,94,5,,7,23,2021,61.66059,-171.53327,0.01427754,54,0.6,8.9
U-23,94,6,,7,23,2021,61.66467,-172.29238,0.014593486,61,0.5,9.3
V-24,94,7,,7,24,2021,61.99738,-173.11302,0.01460993,60,-0.8,8.2
V-23,94,8,,7,24,2021,62.00663,-172.40348,0.01559047,55,-1.2,8.4
W-23,94,9,,7,24,2021,62.32609,-172.3844,0.013115304,53,-1.2,8.5
W-22,94,10,,7,24,2021,62.3327,-171.79744,0.013432049,47,-1.1,8.1
V-22,94,11,,7,24,2021,62.02658,-171.66618,0.013475091,51,-1,8.6
V-21,94,12,,7,25,2021,61.98069,-171.07103,0.014918979,51,-0.6,8.7
V-20,94,13,,7,25,2021,62.00565,-170.26964,0.013920194,47,-1,8.4
W-20,94,14,,7,25,2021,62.30546,-170.27634,0.012599319,42,-0.3,8.7
W-21,94,15,,7,25,2021,62.33985,-170.98972,0.013082219,43,-0.9,8.5
X-21,94,16,,7,26,2021,62.64141,-170.95824,0.013095421,45,-1.2,8.3
Y-21,94,17,,7,26,2021,63.00319,-171.11632,0.012836942,47,-1.5,7.5
ZZ-21,94,18,,7,26,2021,63.20071,-171.16688,0.006357576,40,-1.4,7.7
Y-20,94,19,,7,26,2021,62.94474,-170.48452,0.012696648,42,-1.4,7.7
X-20,94,20,,7,26,2021,62.67471,-170.36443,0.012985373,43,-0.9,8.3
X-19,94,21,,7,27,2021,62.66026,-169.62538,0.012365495,40,-0.7,7.6
X-18,94,22,,7,27,2021,62.65724,-168.89641,0.013355329,35,0.2,7.3
Y-18,94,23,,7,27,2021,62.86545,-168.82581,0.013032587,40,-0.2,1.7
Y-01,94,24,,7,27,2021,62.99652,-168.20091,0.012722531,40,0.8,4.1
AA-18,94,25,,7,28,2021,63.68096,-168.96346,0.012860013,36,1.5,6.8
AA-19,94,26,,7,28,2021,63.68538,-169.66229,0.01203066,40,6.7,6.8
BB-19,94,27,,7,28,2021,63.98062,-169.77538,0.011887456,35,2.7,7.5
BB-18,94,28,,7,29,2021,63.99764,-169.0628,0.011865925,34,6.4,6.9
BB-01,94,29,,7,29,2021,64.0101,-168.3144,0.012448022,37,0.7,6.6
AA-01,94,30,,7,29,2021,63.68902,-168.26882,0.012862178,33,0.9,6.2
ZZ-01,94,31,,7,29,2021,63.37205,-168.28373,0.01298034,29,0.4,3.6
ZZ-02,94,32,,7,30,2021,63.3267,-167.56449,0.012759617,35,2.1,5.1
AA-02,94,33,,7,30,2021,63.66072,-167.52899,0.012818348,29,3.3,3.8
BB-02,94,34,,7,30,2021,64.029,-167.56952,0.01273009,35,3.5,4.7
CC-04,94,35,,8,2,2021,64.33223,-166.02068,0.014098456,23,9.3,9.3
BB-04,94,36,,8,2,2021,64.0026,-166.05485,0.012573413,23,8.3,9.6
R-02,94,37,,8,12,2021,60.65398,-167.34596,0.013342945,26,9.7,9.8
R-03,94,39,,8,12,2021,60.66997,-166.71915,0.012593089,22,10.8,11
V-03,94,46,,8,14,2021,61.99935,-166.72792,0.012340253,23,10.2,11
V-02,94,47,,8,14,2021,61.99786,-167.39539,0.012986319,26,8.9,8.9
U-02,94,48,,8,14,2021,61.69062,-167.37308,0.01339595,25,9.7,9.7
U-03,94,49,,8,14,2021,61.65732,-166.76392,0.011814252,23,10.2,10.7
T-03,94,50,,8,14,2021,61.36627,-166.77383,0.012307936,17,11,11
S-03,94,51,,8,15,2021,60.97929,-166.74153,0.012308236,21,10.5,10.8
S-02,94,52,,8,15,2021,60.98758,-167.31958,0.01279681,23,10.1,10.1
T-02,94,53,,8,15,2021,61.30953,-167.35844,0.0120369,24,10,10
T-01,94,54,,8,15,2021,61.32454,-168.00391,0.01333186,29,9.2,9.1
T-18,94,55,,8,15,2021,61.32006,-168.70062,0.013861994,34,8.4,8.4
T-19,94,56,,8,16,2021,61.32372,-169.41532,0.012889258,41,7.6,8.6
S-19,94,57,,8,16,2021,61.01061,-169.42751,0.013124706,41,7.8,8.4
S-18,94,58,,8,16,2021,61.01409,-168.7449,0.013485371,36,8.4,8.5
S-01,94,59,,8,16,2021,61.0056,-168.05467,0.012297991,30,9.1,9.1
R-01,94,60,,8,16,2021,60.69249,-168.01277,0.014387036,29,9.1,9.2
BB-07,162,55,,8,7,2021,64.00565,-163.84167,0.01171667,20,8.1,11.5
CC-07,162,56,,8,7,2021,64.33282,-163.83317,0.011151178,19,9.5,13.1
CC-08,162,57,,8,7,2021,64.2493,-163.16383,0.010580681,21,7.7,14
BB-08,162,58,,8,7,2021,64.02365,-163.07422,0.011729134,20,8.4,13.2
CC-09,162,59,,8,8,2021,64.34062,-162.26762,0.011801025,18,6.3,13.8
CC-10,162,60,,8,8,2021,64.30754,-161.57037,0.011925495,15,11.1,14
BB-10,162,61,,8,8,2021,64.00032,-161.56765,0.011960955,19,4.7,13.7
BB-09,162,62,,8,8,2021,63.99807,-162.31459,0.012170574,18,5.7,13.2
AA-08,162,63,,8,9,2021,63.66546,-163.05703,0.01147588,15,11.7,13.6
AA-07,162,64,,8,9,2021,63.66746,-163.80781,0.012078411,15,12.5,12.5
AA-06,162,65,,8,9,2021,63.66585,-164.56674,0.01262602,11,11.9,12
ZZ-05,162,66,,8,9,2021,63.3354,-165.33769,0.012940213,16,11.2,12.9
Y-04,162,67,,8,10,2021,63.00607,-166.02402,0.012870308,22,9.8,9.8
ZZ-04,162,68,,8,10,2021,63.32333,-166.03428,0.013501183,24,9.4,9.3
ZZ-03,162,69,,8,10,2021,63.32618,-166.72079,0.012952787,27,8.2,8.1
Y-03,162,70,,8,10,2021,63.00235,-166.75036,0.013304104,28,8.9,9.1
Y-02,162,71,,8,10,2021,62.9969,-167.42486,0.012655183,36,2,8.3
X-01,162,72,,8,11,2021,62.64567,-168.18579,0.01252639,35,1,8.1
X-02,162,73,,8,11,2021,62.66226,-167.48342,0.012846664,28,3,8.4
X-03,162,74,,8,11,2021,62.66347,-166.76395,0.012495452,26,9.6,9.9
W-03,162,75,,8,11,2021,62.33807,-166.72109,0.013103806,22,10.2,10.5
W-02,162,77,,8,11,2021,62.34252,-167.47154,0.013076086,27,8.7,9
W-01,162,78,,8,12,2021,62.34149,-168.15748,0.013065623,31,3.3,8.7
W-18,162,79,,8,12,2021,62.32697,-168.87471,0.012764709,35,1.3,8.8
W-19,162,80,,8,12,2021,62.31809,-169.58511,0.012866058,37,-0.3,8.4
V-19,162,81,,8,12,2021,62.01771,-169.5518,0.012507652,42,1.8,8.8
V-18,162,82,,8,13,2021,61.99519,-168.79878,0.012464991,36,3.8,8.7
V-01,162,83,,8,13,2021,61.99972,-168.13066,0.013356647,28,8.4,8.5
U-01,162,84,,8,13,2021,61.68086,-168.09308,0.013051778,28,8.1,9
U-18,162,85,,8,13,2021,61.66585,-168.79037,0.012830738,36,7.5,8.4
U-19,162,86,,8,13,2021,61.66749,-169.46761,0.012488937,41,5.1,8.7
U-20,162,87,,8,15,2021,61.67021,-170.2141,0.01544773,47,3.2,8.7
U-21,162,88,,8,15,2021,61.66118,-170.9271,0.014728678,50,2,8.4
T-21,162,89,,8,15,2021,61.33833,-170.8397,0.014810032,50,2.7,8.8
T-20,162,90,,8,15,2021,61.32798,-170.17957,0.014988708,48,4.3,8.7
S-20,162,91,,8,15,2021,60.99985,-170.11507,0.014418097,49,4.9,9.1
S-21,162,92,,8,16,2021,60.99964,-170.80585,0.014566304,54,3.5,9.3
R-21,162,93,,8,16,2021,60.67469,-170.75394,0.015162977,59,3.6,9.7
R-20,162,94,,8,16,2021,60.67186,-170.05458,0.014328669,50,4.5,9.5
R-19,162,95,,8,16,2021,60.67174,-169.3688,0.014197878,43,7.7,8.9
R-18,162,96,,8,16,2021,60.66512,-168.70247,0.013355217,38,8.5,8.5
W-27,162,2,,7,23,2021,62.33486,-175.27563,0.01364089,79,-0.6,9.2
X-26,162,4,,7,23,2021,62.6591,-174.62102,0.013843413,73,-1.7,8.3
X-25,162,5,,7,23,2021,62.65922,-173.91378,0.013265258,70,-1.7,8.3
W-25,162,6,,7,24,2021,62.33246,-173.83068,0.013515737,64,-1.2,8.4
W-24,162,7,,7,24,2021,62.34899,-173.16048,0.013784274,59,-1.3,8.6
X-24,162,8,,7,24,2021,62.66298,-173.16578,0.013519565,64,-1.6,8.2
X-23,162,9,,7,24,2021,62.66715,-172.44106,0.013237071,54,-1.3,8.2
X-22,162,10,,7,24,2021,62.67179,-171.8136,0.013220237,50,-1.2,8.4
Y-22,162,11,,7,25,2021,63.00793,-171.76785,0.013872463,54,-1.6,7.7
Y-23,162,12,,7,25,2021,63.00331,-172.56412,0.01446771,61,-1.7,7.8
Y-24,162,13,,7,25,2021,63.004,-173.21533,0.01397516,69,-1.7,7.5
Y-25,162,14,,7,25,2021,63.00044,-173.98169,0.015135259,73,-1.7,8
ZZ-24,162,15,,7,26,2021,63.33903,-173.35745,0.013457709,71,-1.6,7.4
ZZ-23,162,16,,7,26,2021,63.33523,-172.62468,0.013466762,64,-1.1,7.6
ZZ-22,162,18,,7,26,2021,63.24515,-171.99726,0.014133432,59,-1.5,7.6
AA-22,162,19,,7,26,2021,63.53506,-171.99621,0.01187801,36,-1,7.8
AA-23,162,20,,7,26,2021,63.65703,-172.67364,0.013401222,55,-1.5,7.9
BB-22,162,22,,7,27,2021,64.01035,-171.79476,0.013909977,50,-0.9,8.2
BB-21,162,23,,7,27,2021,64.04661,-171.35144,0.013437903,33,0.9,7.7
BB-20,162,24,,7,27,2021,63.99391,-170.55287,0.012501029,26,3,7.4
AA-21,162,25,,7,27,2021,63.6988,-171.05122,0.012322225,21,6.7,6.7
CC-21,162,26,,7,28,2021,64.23399,-171.10594,0.012403601,40,0.3,7.8
CC-20,162,27,,7,28,2021,64.28089,-170.67872,0.012659655,34,0.6,7.9
CC-19,162,28,,7,29,2021,64.31672,-169.83788,0.01258048,39,0.3,5.9
DD-19,162,29,,7,29,2021,64.65693,-169.90694,0.013149972,47,0.3,0.9
DD-20,162,30,,7,29,2021,64.65359,-170.62823,0.00870665,48,0.8,0.9
EE-19,162,32,,7,29,2021,65.00909,-169.95097,0.013175246,49,0.9,0.4
FF-18,162,33,,7,30,2021,65.2529,-168.94758,0.012565926,52,2.2,7.6
EE-18,162,34,,7,30,2021,65.01785,-169.10073,0.013200993,49,1.3,1.6
DD-18,162,35,,7,30,2021,64.65804,-169.15643,0.013451928,44,-0.1,2.2
CC-18,162,36,,7,30,2021,64.33431,-169.09725,0.011995622,39,0.3,7.4
CC-01,162,37,,7,31,2021,64.33142,-168.33443,0.011815281,40,0.7,7.5
DD-01,162,38,,7,31,2021,64.65396,-168.3318,0.011638941,39,1.6,7.2
EE-01,162,39,,7,31,2021,64.99435,-168.33907,0.011005209,44,3.4,7
FF-01,162,40,,7,31,2021,65.32447,-168.36273,0.013410827,53,4.9,5.6
CC-02,162,41,,8,1,2021,64.33309,-167.57719,0.011636009,31,6.3,7.4
DD-02,162,42,,8,1,2021,64.65767,-167.6053,0.011943561,31,7.4,7.6
EE-02,162,43,,8,1,2021,64.97862,-167.61441,0.011800953,34,9.3,9.3
FF-02,162,44,,8,1,2021,65.26528,-167.88624,0.011879353,34,8.4,9.5
DD-03,162,45,,8,5,2021,64.67405,-166.85066,0.012459471,26,10.1,10
CC-03,162,46,,8,5,2021,64.3544,-166.83512,0.012121249,31,5.3,7
BB-03,162,47,,8,5,2021,64.00184,-166.82331,0.012437914,33,3.2,6.8
AA-03,162,48,,8,5,2021,63.68053,-166.77645,0.012759461,30,4.6,5.6
AA-04,162,49,,8,5,2021,63.67123,-166.10907,0.01294393,27,7.5,8.5
AA-05,162,50,,8,6,2021,63.66752,-165.31999,0.012010746,19,10.6,10.8
BB-05,162,51,,8,6,2021,63.99324,-165.3112,0.011400711,18,10.8,10.8
CC-05,162,52,,8,6,2021,64.30975,-165.3226,0.010819719,22,10.7,11.2
CC-06,162,53,,8,6,2021,64.33082,-164.56584,0.011383191,18,8.5,13.4
BB-06,162,54,,8,7,2021,64.00037,-164.56785,0.011999158,20,11.1,11.2
W-26,162,3,,7,23,2021,62.33778,-174.61426,0.013590256,72,-1.5,8.9
CC-05,94,3,,8,2,2022,64.32042,-165.31448,0.014131067,23,11.4,12.7
CC-06,94,4,,8,2,2022,64.32123,-164.53941,0.012703817,15,12,14.1
BB-06,94,5,,8,2,2022,64.00333,-164.55016,0.013076035,18,10.2,12.3
BB-07,94,6,,8,2,2022,63.99658,-163.83291,0.012277447,17,10.8,14.2
CC-07,94,7,,8,3,2022,64.33805,-163.7846,0.013286899,18,11.2,13.6
CC-08,94,8,,8,3,2022,64.24725,-163.1278,0.012686375,20,10.7,12.9
CC-09,94,9,,8,3,2022,64.33123,-162.28992,0.012348083,18,11.6,13.2
CC-10,94,10,,8,3,2022,64.32134,-161.57845,0.011771528,14,11,13.3
BB-10,94,11,,8,4,2022,64.0007,-161.52821,0.013099693,17,9.7,13
BB-09,94,12,,8,4,2022,63.99625,-162.29018,0.013650893,17,10.2,12
BB-08,94,13,,8,4,2022,63.99178,-163.04289,0.011410777,18,9.9,13.1
AA-08,94,14,,8,4,2022,63.66935,-163.06356,0.012533557,14,10.1,13.7
BB-05,94,15,,8,5,2022,64.01943,-165.31816,0.012155218,18,8.8,10.5
AA-05,94,16,,8,5,2022,63.67115,-165.37059,0.0122987,18,7.2,10.1
AA-06,94,17,,8,5,2022,63.67753,-164.62849,0.012561141,11,10.9,11.5
AA-07,94,18,,8,5,2022,63.67031,-163.86013,0.012470379,13,10.7,11.9
BB-04,94,19,,8,6,2022,63.9939,-166.04531,0.012355925,22,5.9,7.8
BB-03,94,20,,8,6,2022,64.00197,-166.80728,0.013359249,32,3.7,7.6
CC-03,94,21,,8,6,2022,64.33481,-166.8288,0.013582859,28,4.4,10.1
CC-02,94,22,,8,6,2022,64.34441,-167.5762,0.012599918,31,2.7,6.9
BB-02,94,25,,8,7,2022,64.01357,-167.57013,0.01339783,33,3.6,7.9
AA-02,94,26,,8,7,2022,63.68443,-167.53972,0.013096245,28,4,7.4
ZZ-02,94,39,,8,11,2022,63.32786,-167.56633,0.012780601,33,3.8,7.1
ZZ-03,94,40,,8,11,2022,63.32866,-166.76869,0.012231085,26,5.7,7.9
AA-03,94,41,,8,11,2022,63.66568,-166.78848,0.012489059,28,4.4,7.7
AA-04,94,42,,8,11,2022,63.67062,-166.05882,0.012649485,25,5.2,7.4
ZZ-05,94,43,,8,12,2022,63.33158,-165.30015,0.012117168,14,8.9,8.8
ZZ-04,94,44,,8,12,2022,63.33164,-166.04476,0.012260981,22,7.7,8
Y-04,94,45,,8,12,2022,63.00918,-165.99767,0.011407738,20,9.4,9.6
Y-03,94,46,,8,12,2022,63.00431,-166.74377,0.013235531,28,8.5,8.9
Y-02,94,47,,8,12,2022,63.0025,-167.45715,0.012393472,34,3.9,7.8
W-03,94,48,,8,13,2022,62.32195,-166.74467,0.011997358,21,10.3,10.3
X-03,94,49,,8,13,2022,62.63388,-166.75536,0.011211117,25,9.4,9.4
X-02,94,50,,8,13,2022,62.65413,-167.39324,0.012875185,30,5.8,7.5
W-02,94,51,,8,13,2022,62.35746,-167.42937,0.01293628,26,7.3,7.4
V-02,94,66,,8,18,2022,61.98609,-167.41514,0.013421556,27,9,9.9
V-03,94,67,,8,18,2022,61.99274,-166.69829,0.012716725,22,9.3,10.3
CC-04,162,9,,8,3,2022,64.33846,-166.03294,0.014859761,23,7.4,11
DD-02,162,10,,8,3,2022,64.65809,-166.81574,0.013603996,25,5.7,10.7
DD-03,162,11,,8,4,2022,64.69034,-167.60416,0.012798419,30,2.6,7.8
EE-02,162,12,,8,4,2022,64.9887,-167.59987,0.01314862,32,4.8,8.9
FF-02,162,13,,8,4,2022,65.32508,-167.6913,0.01269399,39,6.6,9
