LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,month,day,WTCPUE,NUMCPUE,COMMON,SCIENTIFIC,SID,BOT_DEPTH,BOT_TEMP,SURF_TEMP,VESSEL,CRUISE,HAUL                                                                                                                                                                                                                                                                                                                                                                             
60.99933,-168.02117,S-01,70,1982,9,1,0.0534,0.4705,longhead dab,Limanda proboscidea,10211,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,46.629,308.398,yellowfin sole,Limanda aspera,10210,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,8.3867,3.7638,Pacific halibut,Hippoglossus stenolepis,10120,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,1.6006,,sea glob,Aplidium sp. A (Clark 2006),98310,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,13.0176,,purple-orange sea star,Asterias amurensis,81742,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.0106,,Arctic surfclam,Mactromeris polynyma,75111,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.0106,,shrimp unid.,,66000,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.4267,,sea anemone unid.,Actiniaria,43000,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.1068,,sea raspberry,Gersemia sp.,41201,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.0106,0.2352,whitespotted greenling,Hexagrammos stelleri,21932,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.0534,,helmet crab,Telmessus cheiragonus,68781,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.6403,0.7057,starry flounder,Platichthys stellatus,10220,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.16,2.5876,rainbow smelt,Osmerus mordax,23055,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.2134,,hermit crab unid.,Paguridae,69010,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,2.6142,46.1068,saffron cod,Eleginus gracilis,21735,26,9.1,9.3,21,198202,3
60.99933,-168.02117,S-01,70,1982,9,1,0.8537,5.4105,Alaska plaice,Pleuronectes quadrituberculatus,10285,26,9.1,9.3,21,198202,3
60.99917,-169.39517,S-19,70,1982,9,1,8.6051,22.6195,Alaska plaice,Pleuronectes quadrituberculatus,10285,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.044,0.4864,sturgeon poacher,Podothecus accipenserinus,20040,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.662,6.3237,Pacific herring,Clupea pallasii,21110,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,12.1907,25.0517,plain sculpin,Myoxocephalus jaok,21371,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.0109,0.2432,rock sole unid.,Lepidopsetta sp.,10260,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.4412,0.4864,starry skate,Raja stellulata,450,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,108.6681,460.6591,yellowfin sole,Limanda aspera,10210,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,13.0181,6.8102,Pacific cod,Gadus macrocephalus,21720,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,3.365,40.861,walleye pollock,Gadus chalcogrammus,21740,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.2758,3.8915,rainbow smelt,Osmerus mordax,23055,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.0331,,,Argis sp.,66570,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.044,,circumboreal toad crab,Hyas coarctatus,68577,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.1323,,snow crab,Chionoecetes opilio,68580,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,45.6736,,hermit crab unid.,Paguridae,69010,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.4412,,red king crab,Paralithodes camtschaticus,69322,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.0331,,horsehair crab,Erimacrus isenbeckii,69400,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,2.2065,,,Neptunea sp.,71800,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,7.0055,,purple-orange sea star,Asterias amurensis,81742,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,0.0552,,basketstar,Gorgonocephalus eucnemis,83020,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,3.8062,,sea glob,Aplidium sp. A (Clark 2006),98310,38,,,21,198202,4
60.99917,-169.39517,S-19,70,1982,9,1,5.6816,41.3474,saffron cod,Eleginus gracilis,21735,38,,,21,198202,4
60.99783,-170.786,S-21,81,1982,9,2,3.4375,,,Neptunea sp.,71800,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,0.0216,,,Leptasterias polaris,80590,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,0.2148,0.9473,Greenland turbot,Reinhardtius hippoglossoides,10115,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,0.7519,5.9207,Bering flounder,Hippoglossoides robustus,10140,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,130.6259,,snow crab,Chionoecetes opilio,68580,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,6.0694,7.8153,marbled eelpout,Lycodes raridens,24184,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,0.0322,0.2368,eelpout unid.,Zoarcidae,24100,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,10.044,8.9994,walleye pollock,Gadus chalcogrammus,21740,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,1.0742,7.1048,saffron cod,Eleginus gracilis,21735,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,8.5937,42.8656,yellowfin sole,Limanda aspera,10210,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,0.0644,0.2368,rock sole unid.,Lepidopsetta sp.,10260,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,8.2716,22.4985,butterfly sculpin,Hemilepidotus papilio,21348,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,10.1513,6.6311,Pacific cod,Gadus macrocephalus,21720,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,24.9757,37.4186,Alaska plaice,Pleuronectes quadrituberculatus,10285,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,4.1357,,basketstar,Gorgonocephalus eucnemis,83020,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,5.2099,7.5784,plain sculpin,Myoxocephalus jaok,21371,51,1.5,7.8,21,198202,5
60.99783,-170.786,S-21,81,1982,9,2,1.5038,,purple-orange sea star,Asterias amurensis,81742,51,1.5,7.8,21,198202,5
62.32367,-174.59617,W-26,81,1982,9,2,0.011,,amphipod unid.,Amphipoda,60100,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.0556,0.2449,,Myoxocephalus sp.,21375,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.2221,13.4705,Arctic cod,Boreogadus saida,21725,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.3333,6.6128,snailfish unid.,Liparidae,22200,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.4443,,capelin,Mallotus villosus,23041,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,13.9978,19.1036,marbled eelpout,Lycodes raridens,24184,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.3333,,sea raspberry,Gersemia sp.,41201,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.0556,,sea anemone unid.,Actiniaria,43000,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.0333,,kuro argid,Argis lar,66611,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,8.1097,,snow crab,Chionoecetes opilio,68580,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.011,,hermit crab unid.,Paguridae,69010,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.5555,,,Natica clausa,71530,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.011,,,Nodulotrophon coronatus,72403,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.1112,,ladder whelk,Buccinum scalariforme,72752,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.722,,polar whelk,Buccinum polare,72755,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,1.1109,,,Leptasterias polaris,80590,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.2777,2.939,Greenland turbot,Reinhardtius hippoglossoides,10115,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.5555,4.4085,Bering flounder,Hippoglossoides robustus,10140,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.1665,0.2449,Alaska plaice,Pleuronectes quadrituberculatus,10285,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.011,1.9593,sawback poacher,Leptagonus frenatus,20006,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.011,0.2449,Arctic alligatorfish,Ulcina olrikii,20051,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,5.3324,,butterfly sculpin,Hemilepidotus papilio,21348,70,4,7.6,21,198202,9
62.32367,-174.59617,W-26,81,1982,9,2,0.1112,,brittlestar unid.,Ophiuroidea,83000,70,4,7.6,21,198202,9
63.664,-172.718,AA-23,81,1982,9,3,0.1061,5.8439,ribbed sculpin,Triglops pingeli,21355,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,6.6798,6.7789,,Myoxocephalus sp.,21375,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.4771,0.2338,Pacific cod,Gadus macrocephalus,21720,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0213,0.935,sturgeon poacher,Podothecus accipenserinus,20040,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,2.1206,2.1038,snailfish unid.,Liparidae,22200,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.1061,,kuro argid,Argis lar,66611,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,,thin-ribbed whelk,Colus herendeenii,71721,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0318,1.87,Arctic cod,Boreogadus saida,21725,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,2.1737,,hermit crab unid.,Paguridae,69010,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,3.1809,,,Leptasterias polaris,80590,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,,ladder whelk,Buccinum scalariforme,72752,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.5302,,polar whelk,Buccinum polare,72755,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0318,,bivalve unid.,Bivalvia,74000,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0636,,sea star unid.,Asteroidea,80000,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,,brittlestar unid.,Ophiuroidea,83000,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0531,,basketstar,Gorgonocephalus eucnemis,83020,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.2438,,blue king crab,Paralithodes platypus,69323,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,,snail unid.,Gastropoda,71500,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,,,Natica clausa,71530,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.5302,,,Neptunea borealis,71835,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,4.4532,,,Neptunea heros,71884,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.1272,0.4675,eelpout unid.,Zoarcidae,24100,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,162.5956,111.5007,marbled eelpout,Lycodes raridens,24184,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,,sea raspberry,Gersemia sp.,41201,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,,sea anemone unid.,Actiniaria,43000,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0531,,circumboreal toad crab,Hyas coarctatus,68577,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,14.1019,,snow crab,Chionoecetes opilio,68580,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.2651,1.6363,Greenland turbot,Reinhardtius hippoglossoides,10115,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,6.5739,22.4404,Bering flounder,Hippoglossoides robustus,10140,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.2546,0.935,yellowfin sole,Limanda aspera,10210,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,1.2723,1.1688,Alaska plaice,Pleuronectes quadrituberculatus,10285,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.0105,0.7013,sawback poacher,Leptagonus frenatus,20006,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,0.6363,55.166,Arctic staghorn sculpin,Gymnocanthus tricuspis,21315,51,1.2,7.8,21,198202,11
63.664,-172.718,AA-23,81,1982,9,3,75.4397,226.0402,butterfly sculpin,Hemilepidotus papilio,21348,51,1.2,7.8,21,198202,11
63.0125,-173.272,Y-24,81,1982,9,3,0.1112,0.4898,yellowfin sole,Limanda aspera,10210,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.7776,,brittlestar unid.,Ophiuroidea,83000,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.1665,1.2246,Bering flounder,Hippoglossoides robustus,10140,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,0.4898,Arctic staghorn sculpin,Gymnocanthus tricuspis,21315,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,1.1109,,butterfly sculpin,Hemilepidotus papilio,21348,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.1665,0.2449,,Myoxocephalus sp.,21375,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.2221,7.1026,Arctic cod,Boreogadus saida,21725,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.4443,,snailfish unid.,Liparidae,22200,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,2.939,capelin,Mallotus villosus,23041,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,0.4898,slender eelblenny,Lumpenus fabricii,23807,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,12.7757,15.1849,marbled eelpout,Lycodes raridens,24184,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.1112,,sea anemone unid.,Actiniaria,43000,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,striped sea leech,Notostomum cyclostomum,59111,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,humpy shrimp,Pandalus goniurus,66045,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.1112,,kuro argid,Argis lar,66611,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,circumboreal toad crab,Hyas coarctatus,68577,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,13.109,,snow crab,Chionoecetes opilio,68580,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,hermit crab unid.,Paguridae,69010,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,snail unid.,Gastropoda,71500,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,,Natica clausa,71530,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,pale moonsnail,Lunatia pallida,71580,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,polar whelk,Buccinum polare,72755,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,bivalve unid.,Bivalvia,74000,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.0333,,octopus unid.,Octopodidae,78010,66,-1.5,7.8,21,198202,12
63.0125,-173.272,Y-24,81,1982,9,3,0.011,,thin-ribbed whelk,Colus herendeenii,71721,66,-1.5,7.8,21,198202,12
62.349,-173.187,W-24,81,1982,9,3,0.4774,,brittlestar unid.,Ophiuroidea,83000,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.0956,1.8945,snailfish unid.,Liparidae,22200,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,5.4426,,,Neptunea heros,71884,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,8.116,,snow crab,Chionoecetes opilio,68580,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.0095,,kuro argid,Argis lar,66611,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.0095,,humpy shrimp,Pandalus goniurus,66045,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,8.5934,8.6307,marbled eelpout,Lycodes raridens,24184,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.0095,0.842,capelin,Mallotus villosus,23041,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.0956,3.7891,Arctic cod,Boreogadus saida,21725,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.1909,0.421,shorthorn (=warty) sculpin,Myoxocephalus scorpius,21368,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,8.4981,12.4197,butterfly sculpin,Hemilepidotus papilio,21348,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.0095,0.2105,Arctic staghorn sculpin,Gymnocanthus tricuspis,21315,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.4296,2.9471,Bering flounder,Hippoglossoides robustus,10140,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.1909,1.4735,Greenland turbot,Reinhardtius hippoglossoides,10115,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,0.9548,,basketstar,Gorgonocephalus eucnemis,83020,57,-1.4,8.2,21,198202,13
62.349,-173.187,W-24,81,1982,9,3,1.5276,,,Leptasterias polaris,80590,57,-1.4,8.2,21,198202,13
62.3525,-171.73233,W-22,70,1982,9,3,0.2134,1.1762,Greenland turbot,Reinhardtius hippoglossoides,10115,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,3.948,1.4114,Pacific cod,Gadus macrocephalus,21720,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.2668,5.4105,rock sole unid.,Lepidopsetta sp.,10260,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.4267,3.0581,Bering flounder,Hippoglossoides robustus,10140,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,14.8316,42.5782,yellowfin sole,Limanda aspera,10210,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,9.2832,11.5267,Alaska plaice,Pleuronectes quadrituberculatus,10285,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.0106,0.2352,poacher unid.,Agonidae,20000,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.9602,25.8763,Arctic staghorn sculpin,Gymnocanthus tricuspis,21315,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,18.673,54.3402,butterfly sculpin,Hemilepidotus papilio,21348,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.0106,0.2352,ribbed sculpin,Triglops pingeli,21355,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.1068,0.4705,,Myoxocephalus sp.,21375,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.0214,1.4114,Arctic cod,Boreogadus saida,21725,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.4056,1.1762,snailfish unid.,Liparidae,22200,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.0106,0.2352,slender eelblenny,Lumpenus fabricii,23807,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,16.2722,18.1134,marbled eelpout,Lycodes raridens,24184,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.0106,,sea raspberry,Gersemia sp.,41201,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.3522,,kuro argid,Argis lar,66611,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,6.2421,,snow crab,Chionoecetes opilio,68580,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,10.5636,,hermit crab unid.,Paguridae,69010,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,1.8139,,snail  egg,gastropod egg,71001,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,40.6537,,,Neptunea heros,71884,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.1068,,bivalve unid.,Bivalvia,74000,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,1.4938,,,Leptasterias polaris,80590,44,-1,8.6,21,198202,14
62.3525,-171.73233,W-22,70,1982,9,3,0.2134,,basketstar,Gorgonocephalus eucnemis,83020,44,-1,8.6,21,198202,14
