# NOAA_1976_1991_Crab.csv,,,,,,,,,
#  Data provided by NOAA Kodiak over years,,,,,,,,,
#  The original data may not exist or hidden in NOAA,,,,,,,,,
#,,,,,,,,,
#,,,,,,,,,
#,,,,,,,,,
Year,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Sampling Factor
1976,142,e13,1,120,3,,,,1
1976,143,d14,1,90,2,,,,1
1976,143,d14,1,115,3,,,,1
1976,143,d14,1,121,3,,,,1
1976,143,d14,1,123,3,,,,1
1976,144,c14,1,89,2,,,,1
1976,144,c14,1,105,3,,,,1
1976,144,c14,1,108,3,,,,1
1976,144,c14,1,122,3,,,,1
1976,145,b14,1,115,3,,,,1
1976,146,b13,1,106,3,,,,1
1976,146,b13,1,116,4,,,,1
1976,148,c13,1,91,3,,,,1
1976,148,c13,1,92,4,,,,1
1976,148,c13,1,102,3,,,,1
1976,148,c13,1,111,4,,,,1
1976,148,c13,1,120,2,,,,1
1976,151,d12,1,93,3,,,,1
1976,151,d12,2,89,3,2,1,5,1
1976,153,f12,1,0,1,,,,1
1976,153,f12,1,83,3,,,,1
1976,153,f12,1,97,2,,,,1
1976,153,f12,1,97,3,,,,1
1976,153,f12,1,98,1,,,,1
1976,153,f12,1,111,1,,,,1
1976,154,f11,1,101,3,,,,1
1976,154,f11,1,123,2,,,,1
1976,161,f10,1,99,4,,,,1
1976,161,f10,1,109,3,,,,1
1976,161,f10,1,122,5,,,,1
1976,163,f08,1,71,1,,,,1
1976,163,f08,1,81,1,,,,1
1976,163,f08,1,90,2,,,,1
1976,163,f08,1,91,1,,,,1
1976,163,f08,1,91,3,,,,1
1976,163,f08,1,94,2,,,,1
1976,163,f08,1,95,2,,,,1
1976,163,f08,1,98,3,,,,1
1976,163,f08,1,99,1,,,,1
1976,163,f08,1,99,3,,,,1
1976,163,f08,1,100,1,,,,1
1976,163,f08,1,101,3,,,,1
1976,163,f08,1,103,1,,,,1
1976,163,f08,1,103,2,,,,1
1976,163,f08,1,106,3,,,,1
1976,163,f08,1,107,3,,,,1
1976,163,f08,1,107,5,,,,1
1976,163,f08,1,111,1,,,,1
1976,163,f08,1,112,1,,,,1
1976,163,f08,1,113,3,,,,1
1976,163,f08,1,114,0,,,,1
1976,163,f08,1,114,3,,,,1
1976,163,f08,1,114,3,,,,1
1976,163,f08,1,130,5,,,,1
1976,163,f08,2,81,1,4,1,4,1
1976,163,f08,2,84,3,4,1,5,1
1976,163,f08,2,87,2,4,1,2,1
1976,164,e08,2,69,2,2,1,6,1
1976,164,e08,2,72,3,3,1,5,1
1976,164,e08,2,76,2,2,1,6,1
1976,164,e08,2,79,3,2,1,5,1
1976,164,e08,2,79,3,2,1,4,1
1976,164,e08,2,81,3,2,1,5,1
1976,164,e08,2,83,2,2,1,5,1
1976,164,e08,2,83,3,2,1,4,1
1976,164,e08,2,84,2,2,1,5,1
1976,164,e08,2,85,2,2,1,5,1
1976,164,e08,2,87,3,2,1,5,1
1976,164,e08,2,88,3,2,1,5,1
1976,164,e08,2,90,3,2,1,6,1
1976,164,e08,2,90,3,2,1,6,1
1976,164,e08,2,91,3,2,1,5,1
1976,164,e08,2,100,3,2,1,5,1
1976,167,e07,1,95,3,,,,1
1976,167,e07,2,81,3,2,1,3,1
1976,167,e07,2,87,3,2,1,4,1
1976,167,e07,2,93,3,2,1,6,1
1976,168,f07,1,72,2,,,,1
1976,168,f07,1,87,3,,,,1
1976,168,f07,1,88,2,,,,1
1976,168,f07,1,96,1,,,,1
1976,168,f07,1,100,1,,,,1
1976,168,f07,1,103,3,,,,1
1976,168,f07,1,103,3,,,,1
1976,168,f07,1,104,3,,,,1
1976,168,f07,2,78,3,0,0,0,1
1976,169,g07,1,54,2,,,,1
1976,169,g07,1,54,2,,,,1
1976,169,g07,1,69,2,,,,1
1976,169,g07,1,102,2,,,,1
1976,169,g07,1,102,2,,,,1
1976,169,g07,1,105,2,,,,1
1976,169,g07,1,106,2,,,,1
1976,169,g07,1,113,2,,,,1
1976,169,g07,1,119,2,,,,1
1976,169,g07,1,119,3,,,,1
1976,169,g07,1,128,2,,,,1
1976,169,g07,1,134,3,,,,1
1976,171,f06,1,88,2,,,,1
1976,171,f06,1,103,2,,,,1
1976,171,f06,1,105,3,,,,1
1976,171,f06,1,114,3,,,,1
1976,171,f06,1,117,5,,,,1
1976,173,d06,2,79,2,2,1,6,1
1976,177,f04,1,81,3,,,,1
1976,177,f04,1,95,3,,,,1
1976,177,f04,1,95,3,,,,1
1976,177,f04,1,103,3,,,,1
1976,177,f04,1,113,3,,,,1
1976,177,f04,1,134,3,,,,1
1976,178,f02,1,110,2,,,,1
1976,178,f02,1,112,2,,,,1
1976,179,f03,1,101,2,,,,1
1976,179,f03,1,113,2,,,,1
1976,182,g02,1,107,2,,,,1
1976,184,f01,1,64,2,,,,1
1976,184,f01,1,64,2,,,,1
1976,184,f01,1,92,2,,,,1
1976,185,i02,1,95,2,,,,1
1976,185,i02,1,100,2,,,,1
1976,185,i02,1,100,2,,,,1
1976,185,i02,1,108,2,,,,1
1976,185,i02,1,115,2,,,,1
1976,186,j03,1,89,2,,,,1
1976,186,j03,1,100,2,,,,1
1976,186,j03,1,112,2,,,,1
1976,186,j03,2,67,2,2,1,6,1
1976,186,j03,2,76,2,2,1,5,1
1976,186,j03,2,77,2,2,1,5,1
1976,186,j03,2,78,2,3,1,6,1
1976,186,j03,2,79,2,2,1,6,1
1976,186,j03,2,80,2,2,1,6,1
1976,186,j03,2,80,2,2,1,6,1
1976,186,j03,2,81,2,3,1,6,1
1976,186,j03,2,83,2,2,1,3,1
1976,186,j03,2,85,2,2,1,4,1
1976,186,j03,2,86,2,2,1,6,1
1976,186,j03,2,87,2,0,0,1,1
1976,186,j03,2,90,2,2,1,5,1
1976,186,j03,2,96,2,2,1,6,1
1976,186,j03,2,100,2,2,1,6,1
1976,187,i03,1,100,2,,,,1
1976,187,i03,1,108,2,,,,1
1976,187,i03,2,82,2,2,1,6,1
1976,187,i03,2,91,2,2,1,5,1
1976,188,h02,1,102,2,,,,1
1976,190,h03,1,98,2,,,,1
1976,190,h03,1,100,2,,,,1
1976,190,h03,1,106,2,,,,1
1976,204,b17,1,94,2,,,,1
1976,204,b17,1,120,2,,,,1
1976,205,b15,1,0,2,,,,1
1976,205,b15,1,106,1,,,,1
1976,205,b15,1,117,1,,,,1
1976,220,g09,1,0,1,,,,1
1976,220,g09,1,81,2,,,,1
1976,220,g09,1,94,2,,,,1
1976,220,g09,1,98,2,,,,1
1976,220,g09,1,102,1,,,,1
1976,220,g09,1,106,2,,,,1
1976,222,h09,1,71,2,,,,1
1976,222,h09,1,107,2,,,,1
1976,223,h07,1,110,1,,,,1
1976,223,h07,1,110,2,,,,1
1976,223,h07,1,114,2,,,,1
1976,223,h07,1,142,3,,,,1
1976,224,h05,1,65,2,,,,1
1976,224,h05,1,83,2,,,,1
1976,224,h05,1,96,2,,,,1
1976,224,h05,1,104,2,,,,1
1976,225,j04,1,91,2,,,,1
1976,225,j04,2,76,2,5,2,7,1
1976,225,j04,2,78,2,5,2,6,1
1976,225,j04,2,83,2,5,2,6,1
1976,225,j04,2,84,2,5,2,6,1
1976,225,j04,2,84,2,5,2,6,1
1976,225,j04,2,85,2,5,2,7,1
1976,227,h04,1,101,2,,,,1
1976,227,h04,1,110,2,,,,1
1976,227,h04,1,115,2,,,,1
1976,227,h04,2,70,2,0,0,0,1
1976,227,h04,2,75,2,2,2,6,1
1976,227,h04,2,76,2,2,2,6,1
1976,227,h04,2,84,2,2,2,5,1
1976,228,h06,1,84,2,,,,1
1976,228,h06,1,93,2,,,,1
1976,228,h06,1,113,2,,,,1
1976,228,h06,1,129,2,,,,1
1976,228,h06,1,134,2,,,,1
1976,229,h08,1,74,1,,,,1
1976,229,h08,1,90,2,,,,1
1976,229,h08,1,96,2,,,,1
1976,229,h08,1,110,2,,,,1
1976,229,h08,1,117,2,,,,1
1976,229,h08,1,119,2,,,,1
1976,229,h08,1,122,2,,,,1
1976,229,h08,1,123,2,,,,1
1976,229,h08,2,67,2,0,0,0,1
1976,229,h08,2,74,2,0,0,1,1
1976,230,i09,2,75,2,2,2,4,1
1976,230,i09,2,84,2,2,2,7,1
1976,231,i07,1,0,2,,,,1
1976,231,i07,2,19,2,0,0,0,1
1976,231,i07,2,89,2,2,1,6,1
1976,232,j07,1,17,2,,,,1
1976,233,i08,1,104,2,,,,1
1976,234,j08,1,21,2,,,,1
1976,234,j08,1,21,2,,,,1
1976,234,j08,1,101,2,,,,1
1976,234,j08,1,102,2,,,,1
1976,234,j08,1,109,2,,,,1
1976,234,j08,1,111,2,,,,1
1976,234,j08,2,25,2,0,0,0,1
1976,234,j08,2,64,2,2,2,6,1
1976,234,j08,2,65,2,0,0,0,1
1976,234,j08,2,73,2,2,2,6,1
1976,234,j08,2,76,2,2,2,7,1
1976,234,j08,2,76,2,2,2,7,1
1976,234,j08,2,76,2,2,2,6,1
1976,234,j08,2,77,2,2,2,6,1
1976,234,j08,2,79,2,2,2,7,1
1976,234,j08,2,80,2,2,2,6,1
1976,234,j08,2,80,2,2,2,6,1
1976,234,j08,2,80,2,2,2,6,1
1976,234,j08,2,80,2,2,2,6,1
1976,234,j08,2,84,2,2,2,6,1
1976,234,j08,2,85,2,2,2,4,1
1976,234,j08,2,85,2,2,2,6,1
1976,234,j08,2,91,2,2,2,7,1
1976,234,j08,2,91,2,2,2,6,1
1976,235,i12,1,77,2,,,,1
1976,235,i12,1,89,2,,,,1
1976,235,i12,1,90,2,,,,1
1976,235,i12,1,91,2,,,,1
1976,235,i12,1,100,2,,,,1
1976,235,i12,1,102,2,,,,1
1976,235,i12,1,102,2,,,,1
1976,235,i12,1,102,2,,,,1
1976,235,i12,1,103,2,,,,1
1976,235,i12,1,104,2,,,,1
1976,235,i12,1,105,2,,,,1
1976,235,i12,1,105,2,,,,1
1976,235,i12,1,106,2,,,,1
1976,235,i12,1,107,2,,,,1
1976,235,i12,1,108,2,,,,1
1976,235,i12,1,108,2,,,,1
1976,235,i12,1,108,2,,,,1
1976,235,i12,1,108,2,,,,1
1976,235,i12,1,108,2,,,,1
1976,235,i12,1,109,2,,,,1
1976,235,i12,1,109,2,,,,1
1976,235,i12,1,110,2,,,,1
1976,235,i12,1,111,1,,,,1
1976,235,i12,1,111,2,,,,1
1976,235,i12,1,111,2,,,,1
1976,235,i12,1,113,2,,,,1
1976,235,i12,1,113,2,,,,1
1976,235,i12,1,113,2,,,,1
1976,235,i12,1,116,2,,,,1
1976,235,i12,1,116,2,,,,1
1976,235,i12,1,124,2,,,,1
1976,235,i12,2,35,1,0,0,0,1
1976,235,i12,2,66,2,0,0,0,1
1976,236,i12,1,93,2,,,,1
1976,236,i12,1,93,2,,,,1
1976,236,i12,1,94,2,,,,1
1976,236,i12,1,94,2,,,,1
1976,236,i12,1,97,2,,,,1
1976,236,i12,1,99,2,,,,1
1976,236,i12,1,101,2,,,,1
1976,236,i12,1,107,2,,,,1
1976,236,i12,1,108,2,,,,1
1976,236,i12,1,109,2,,,,1
1976,236,i12,1,110,2,,,,1
1976,236,i12,1,110,2,,,,1
1976,236,i12,1,111,2,,,,1
1976,236,i12,1,111,2,,,,1
1976,236,i12,1,112,2,,,,1
1976,236,i12,1,112,2,,,,1
1976,236,i12,1,113,2,,,,1
1976,236,i12,1,113,2,,,,1
1976,236,i12,1,113,2,,,,1
1976,236,i12,1,114,2,,,,1
1976,236,i12,1,114,2,,,,1
1976,236,i12,1,114,2,,,,1
1976,236,i12,1,114,2,,,,1
1976,236,i12,1,115,2,,,,1
1976,236,i12,1,115,2,,,,1
1976,236,i12,1,119,2,,,,1
1976,236,i12,1,120,2,,,,1
1976,236,i12,1,120,2,,,,1
